7SK
AC006064.1
AC006064.2
AC006064.3
AC006077.2
AC006111.2
AC006116.2
AC006116.4
AC006116.6
AC006116.9
AC006120.1
AC006122.1
AC006130.1
AC006141.1
AC006148.1
AC006150.1
AC006160.1
AC006206.2
AC006207.1
AC006210.2
AC006213.1
AC006213.2
AC006213.3
AC006213.4
AC006213.6
AC006237.1
AC006249.1
AC006252.1
AC006254.1
AC006254.3
AC006269.1
AC006270.1
AC006273.1
AC006277.1
AC006296.2
AC006305.1
AC006328.1
AC006329.1
AC006330.1
AC006333.2
AC006372.3
AC006378.1
AC006387.1
AC006435.2
AC006435.4
AC006435.5
AC006441.1
AC006449.3
AC006449.5
AC006449.6
AC006450.3
AC006453.2
AC006460.1
AC006460.2
AC006463.2
AC006480.2
AC006483.1
AC006486.2
AC006487.1
AC006504.1
AC006504.3
AC006504.5
AC006504.8
AC006509.1
AC006511.1
AC006511.2
AC006511.3
AC006511.5
AC006512.1
AC006518.2
AC006529.1
AC006538.1
AC006547.1
AC006548.3
AC006566.1
AC006942.1
AC006946.2
AC006963.1
AC006978.1
AC006994.2
AC007000.1
AC007000.2
AC007014.1
AC007014.2
AC007016.1
AC007036.2
AC007038.1
AC007038.2
AC007040.2
AC007041.1
AC007066.1
AC007066.2
AC007091.1
AC007114.1
AC007114.2
AC007159.1
AC007160.1
AC007161.1
AC007182.2
AC007191.1
AC007193.1
AC007193.2
AC007207.2
AC007216.2
AC007216.3
AC007216.4
AC007218.1
AC007220.1
AC007224.1
AC007224.2
AC007228.1
AC007228.2
AC007229.1
AC007238.1
AC007240.1
AC007249.2
AC007250.1
AC007255.1
AC007256.1
AC007272.1
AC007285.1
AC007285.2
AC007292.2
AC007292.3
AC007318.1
AC007318.2
AC007319.1
AC007336.1
AC007336.3
AC007342.1
AC007342.6
AC007342.7
AC007347.1
AC007364.1
AC007365.1
AC007370.1
AC007375.3
AC007382.1
AC007383.1
AC007383.2
AC007384.1
AC007386.1
AC007386.2
AC007387.1
AC007388.1
AC007389.1
AC007389.5
AC007390.2
AC007403.1
AC007405.1
AC007405.2
AC007405.3
AC007406.3
AC007406.4
AC007406.5
AC007422.1
AC007431.3
AC007448.3
AC007485.2
AC007490.1
AC007493.1
AC007494.2
AC007494.3
AC007495.1
AC007496.2
AC007496.3
AC007497.1
AC007533.1
AC007537.1
AC007537.2
AC007540.1
AC007541.1
AC007546.1
AC007556.1
AC007557.3
AC007560.1
AC007563.1
AC007563.2
AC007566.1
AC007598.3
AC007599.2
AC007608.3
AC007608.4
AC007610.1
AC007610.4
AC007611.1
AC007613.1
AC007614.3
AC007614.4
AC007614.6
AC007619.1
AC007619.2
AC007620.3
AC007622.1
AC007622.2
AC007637.1
AC007638.2
AC007656.2
AC007663.1
AC007663.2
AC007663.3
AC007663.4
AC007666.1
AC007671.1
AC007681.1
AC007683.1
AC007685.1
AC007686.1
AC007686.3
AC007687.1
AC007688.1
AC007690.1
AC007728.1
AC007731.4
AC007738.1
AC007743.1
AC007751.2
AC007773.1
AC007780.1
AC007785.3
AC007786.1
AC007786.2
AC007823.1
AC007842.1
AC007848.1
AC007878.1
AC007879.2
AC007881.1
AC007881.3
AC007906.2
AC007922.2
AC007938.2
AC007938.3
AC007938.4
AC007950.2
AC007952.3
AC007952.4
AC007952.8
AC007954.1
AC007966.1
AC007969.1
AC007996.1
AC007998.5
AC008013.1
AC008014.1
AC008021.1
AC008026.1
AC008026.2
AC008026.3
AC008035.1
AC008038.1
AC008050.1
AC008063.1
AC008065.1
AC008067.1
AC008073.2
AC008074.1
AC008074.3
AC008079.2
AC008083.3
AC008105.1
AC008105.2
AC008105.3
AC008115.1
AC008115.2
AC008115.3
AC008121.1
AC008121.2
AC008124.1
AC008126.1
AC008147.2
AC008147.3
AC008147.4
AC008155.1
AC008158.1
AC008243.1
AC008264.1
AC008264.2
AC008267.1
AC008267.2
AC008267.3
AC008267.7
AC008269.1
AC008277.1
AC008280.3
AC008392.1
AC008393.1
AC008395.1
AC008403.3
AC008427.1
AC008429.1
AC008429.2
AC008429.4
AC008434.1
AC008440.3
AC008443.1
AC008443.5
AC008443.6
AC008443.7
AC008448.1
AC008467.1
AC008481.1
AC008481.2
AC008494.1
AC008494.3
AC008498.2
AC008507.1
AC008507.5
AC008517.1
AC008522.1
AC008536.2
AC008536.3
AC008537.2
AC008537.3
AC008543.1
AC008543.3
AC008543.4
AC008543.5
AC008549.3
AC008551.1
AC008555.1
AC008555.2
AC008555.5
AC008555.8
AC008556.1
AC008560.1
AC008562.1
AC008567.3
AC008569.2
AC008575.2
AC008592.2
AC008592.3
AC008608.2
AC008609.1
AC008610.1
AC008622.2
AC008629.1
AC008629.3
AC008649.1
AC008662.1
AC008663.2
AC008667.1
AC008669.1
AC008676.1
AC008676.2
AC008708.1
AC008708.2
AC008725.1
AC008731.1
AC008734.2
AC008735.1
AC008735.6
AC008736.1
AC008736.2
AC008738.1
AC008741.2
AC008747.1
AC008752.2
AC008753.1
AC008753.2
AC008758.4
AC008759.2
AC008759.3
AC008760.1
AC008761.2
AC008764.10
AC008764.2
AC008764.5
AC008764.6
AC008764.8
AC008770.1
AC008770.3
AC008770.4
AC008771.1
AC008781.2
AC008781.3
AC008785.1
AC008799.2
AC008802.1
AC008806.1
AC008813.1
AC008840.1
AC008850.1
AC008868.1
AC008870.2
AC008870.3
AC008870.4
AC008875.1
AC008894.1
AC008894.3
AC008895.1
AC008897.3
AC008906.1
AC008915.1
AC008915.2
AC008937.1
AC008937.2
AC008946.1
AC008957.3
AC008966.1
AC008969.1
AC008982.2
AC008985.1
AC008991.1
AC008993.2
AC009005.1
AC009014.1
AC009021.1
AC009021.2
AC009032.1
AC009041.1
AC009041.2
AC009041.4
AC009053.1
AC009053.2
AC009053.3
AC009054.1
AC009054.2
AC009061.2
AC009065.2
AC009065.3
AC009065.4
AC009065.5
AC009065.8
AC009078.2
AC009078.3
AC009084.2
AC009086.3
AC009088.1
AC009088.2
AC009088.4
AC009090.1
AC009090.3
AC009090.4
AC009090.5
AC009093.8
AC009095.1
AC009108.3
AC009110.1
AC009113.1
AC009118.2
AC009118.3
AC009119.1
AC009119.2
AC009120.1
AC009120.2
AC009120.5
AC009120.6
AC009120.7
AC009121.2
AC009123.1
AC009126.1
AC009127.3
AC009133.1
AC009135.2
AC009139.1
AC009145.4
AC009148.1
AC009152.1
AC009159.3
AC009163.5
AC009163.6
AC009163.7
AC009166.1
AC009166.2
AC009171.2
AC009185.1
AC009220.1
AC009226.1
AC009227.1
AC009228.1
AC009242.1
AC009244.1
AC009245.1
AC009264.1
AC009269.1
AC009271.1
AC009275.1
AC009276.1
AC009283.1
AC009292.1
AC009299.1
AC009299.2
AC009299.3
AC009302.1
AC009303.4
AC009309.1
AC009312.1
AC009318.1
AC009318.3
AC009336.1
AC009336.2
AC009362.1
AC009365.2
AC009403.1
AC009403.2
AC009404.1
AC009407.1
AC009413.1
AC009414.2
AC009486.1
AC009487.2
AC009487.4
AC009501.1
AC009505.1
AC009506.1
AC009511.2
AC009531.1
AC009533.1
AC009542.1
AC009542.2
AC009549.1
AC009554.1
AC009558.1
AC009560.1
AC009570.1
AC009630.1
AC009646.2
AC009652.2
AC009656.1
AC009686.1
AC009690.1
AC009690.2
AC009704.2
AC009716.1
AC009754.1
AC009779.2
AC009779.3
AC009802.1
AC009812.1
AC009812.3
AC009812.4
AC009831.1
AC009831.4
AC009878.1
AC009879.1
AC009902.3
AC009908.1
AC009927.1
AC009927.2
AC009948.1
AC009948.2
AC009948.4
AC009948.5
AC009949.1
AC009951.1
AC009955.3
AC009955.4
AC009961.1
AC009961.3
AC009963.4
AC009967.1
AC009974.1
AC009975.1
AC009996.1
AC010095.1
AC010099.4
AC010127.1
AC010136.1
AC010148.1
AC010163.1
AC010163.2
AC010168.2
AC010173.1
AC010175.1
AC010186.1
AC010186.2
AC010186.3
AC010198.1
AC010201.1
AC010201.2
AC010203.1
AC010207.1
AC010210.1
AC010226.1
AC010234.1
AC010240.2
AC010240.3
AC010247.2
AC010255.3
AC010261.2
AC010266.2
AC010271.1
AC010271.2
AC010273.1
AC010285.2
AC010285.3
AC010287.1
AC010300.1
AC010306.1
AC010307.2
AC010307.4
AC010319.1
AC010319.4
AC010320.1
AC010320.3
AC010320.4
AC010325.1
AC010325.2
AC010326.1
AC010326.3
AC010326.4
AC010327.2
AC010327.4
AC010328.1
AC010328.2
AC010331.1
AC010332.1
AC010333.1
AC010333.3
AC010336.1
AC010336.2
AC010336.5
AC010342.1
AC010343.1
AC010359.1
AC010374.2
AC010378.1
AC010401.2
AC010422.1
AC010422.2
AC010422.4
AC010435.1
AC010442.1
AC010463.3
AC010468.1
AC010469.1
AC010469.2
AC010478.1
AC010487.2
AC010491.1
AC010501.1
AC010519.1
AC010524.1
AC010525.1
AC010531.3
AC010531.4
AC010531.5
AC010531.6
AC010533.1
AC010536.2
AC010538.1
AC010542.4
AC010542.5
AC010551.2
AC010551.3
AC010605.1
AC010608.2
AC010615.1
AC010615.2
AC010616.1
AC010618.1
AC010618.2
AC010618.3
AC010620.1
AC010620.2
AC010624.1
AC010624.2
AC010624.3
AC010624.4
AC010632.2
AC010636.2
AC010642.2
AC010643.1
AC010650.1
AC010653.1
AC010654.1
AC010655.2
AC010680.1
AC010680.2
AC010680.5
AC010729.1
AC010733.1
AC010735.2
AC010761.1
AC010761.3
AC010761.6
AC010768.2
AC010776.2
AC010776.3
AC010809.2
AC010834.2
AC010834.3
AC010857.1
AC010864.1
AC010878.1
AC010883.1
AC010884.1
AC010890.1
AC010894.2
AC010894.3
AC010894.4
AC010913.1
AC010928.1
AC010931.2
AC010931.3
AC010969.2
AC010973.1
AC010974.1
AC010976.1
AC010980.1
AC010997.3
AC010997.4
AC010997.5
AC010998.2
AC010999.2
AC011008.1
AC011008.2
AC011092.1
AC011095.1
AC011124.1
AC011124.2
AC011131.1
AC011242.1
AC011243.1
AC011247.2
AC011247.3
AC011270.1
AC011270.2
AC011287.1
AC011290.1
AC011306.1
AC011337.1
AC011365.1
AC011374.1
AC011377.1
AC011379.1
AC011389.1
AC011405.1
AC011416.4
AC011442.1
AC011443.1
AC011444.1
AC011444.2
AC011444.3
AC011445.2
AC011447.2
AC011447.3
AC011447.5
AC011447.7
AC011450.1
AC011451.1
AC011455.1
AC011458.1
AC011458.2
AC011461.1
AC011462.1
AC011462.4
AC011465.1
AC011466.3
AC011466.4
AC011468.1
AC011468.4
AC011468.5
AC011471.2
AC011471.3
AC011472.1
AC011472.2
AC011472.4
AC011474.1
AC011474.4
AC011475.1
AC011476.3
AC011477.1
AC011477.2
AC011477.3
AC011477.7
AC011479.2
AC011479.3
AC011481.1
AC011481.2
AC011481.3
AC011483.2
AC011487.1
AC011489.1
AC011491.1
AC011491.2
AC011495.1
AC011498.1
AC011498.4
AC011498.5
AC011498.7
AC011503.1
AC011504.1
AC011506.1
AC011509.1
AC011509.2
AC011511.1
AC011511.2
AC011592.1
AC011595.1
AC011595.2
AC011595.3
AC011603.2
AC011603.4
AC011611.5
AC011632.1
AC011632.2
AC011676.5
AC011700.1
AC011726.2
AC011755.1
AC011767.1
AC011773.1
AC011773.3
AC011773.4
AC011815.1
AC011815.2
AC011816.2
AC011825.1
AC011825.2
AC011825.4
AC011840.4
AC011853.1
AC011900.1
AC011912.1
AC011921.1
AC011921.3
AC011933.1
AC011933.3
AC011933.4
AC011939.1
AC011939.2
AC011944.1
AC011944.2
AC011978.2
AC011979.1
AC011998.1
AC012020.1
AC012065.2
AC012065.3
AC012065.5
AC012066.1
AC012074.1
AC012085.1
AC012085.2
AC012100.2
AC012100.3
AC012123.1
AC012146.1
AC012157.1
AC012158.1
AC012170.3
AC012181.1
AC012181.2
AC012181.3
AC012183.1
AC012184.3
AC012186.2
AC012186.3
AC012213.1
AC012213.2
AC012213.4
AC012254.3
AC012254.4
AC012301.1
AC012306.2
AC012309.1
AC012313.1
AC012313.2
AC012313.3
AC012313.4
AC012313.6
AC012339.2
AC012354.1
AC012354.2
AC012358.1
AC012358.2
AC012358.3
AC012360.1
AC012360.2
AC012360.3
AC012368.1
AC012370.1
AC012370.2
AC012377.1
AC012378.1
AC012404.1
AC012409.1
AC012409.3
AC012409.5
AC012433.1
AC012435.1
AC012435.2
AC012442.1
AC012442.2
AC012442.3
AC012447.1
AC012462.3
AC012464.3
AC012467.2
AC012485.1
AC012485.3
AC012486.1
AC012499.1
AC012501.1
AC012508.1
AC012508.2
AC012510.1
AC012511.1
AC012513.2
AC012513.3
AC012519.1
AC012557.1
AC012557.3
AC012569.1
AC012603.1
AC012615.1
AC012617.1
AC012618.1
AC012618.3
AC012625.1
AC012640.1
AC012640.2
AC012640.4
AC012640.5
AC012645.1
AC012645.2
AC012653.2
AC012676.1
AC012676.3
AC012676.4
AC012676.5
AC013244.1
AC013244.2
AC013248.2
AC013270.1
AC013283.1
AC013355.1
AC013356.1
AC013356.3
AC013391.2
AC013394.1
AC013400.1
AC013403.2
AC013410.2
AC013452.1
AC013460.1
AC013468.1
AC013470.2
AC013470.3
AC013472.1
AC013472.2
AC013472.3
AC013474.1
AC013476.1
AC013480.1
AC013549.1
AC013549.2
AC013549.3
AC013553.1
AC013553.2
AC013565.1
AC013565.3
AC013643.3
AC013652.2
AC013726.1
AC013733.2
AC015468.4
AC015522.1
AC015563.1
AC015656.1
AC015660.2
AC015660.4
AC015689.1
AC015689.2
AC015712.3
AC015720.1
AC015720.2
AC015726.2
AC015727.1
AC015795.1
AC015799.1
AC015801.1
AC015802.3
AC015813.1
AC015813.3
AC015813.5
AC015813.6
AC015818.2
AC015818.6
AC015819.2
AC015845.2
AC015849.1
AC015849.2
AC015849.3
AC015849.4
AC015849.6
AC015853.2
AC015853.3
AC015871.1
AC015871.3
AC015871.4
AC015878.2
AC015883.1
AC015908.2
AC015909.2
AC015909.5
AC015910.1
AC015911.1
AC015911.4
AC015911.9
AC015912.3
AC015920.1
AC015921.1
AC015922.3
AC015922.4
AC015936.1
AC015961.1
AC015961.2
AC015967.1
AC015967.2
AC015971.1
AC015977.1
AC015983.1
AC015987.1
AC016027.1
AC016027.2
AC016044.1
AC016065.1
AC016065.2
AC016168.2
AC016168.3
AC016205.1
AC016229.1
AC016229.2
AC016245.1
AC016257.1
AC016355.1
AC016394.1
AC016395.1
AC016397.2
AC016405.2
AC016493.1
AC016526.2
AC016526.3
AC016542.2
AC016542.3
AC016546.1
AC016556.1
AC016582.1
AC016582.2
AC016582.3
AC016588.2
AC016590.1
AC016596.1
AC016597.1
AC016597.2
AC016638.1
AC016642.1
AC016687.1
AC016700.2
AC016705.2
AC016708.1
AC016712.1
AC016716.2
AC016717.2
AC016722.1
AC016722.2
AC016727.1
AC016734.1
AC016735.1
AC016739.1
AC016745.2
AC016747.1
AC016747.2
AC016747.3
AC016747.4
AC016751.1
AC016757.1
AC016766.1
AC016769.2
AC016773.1
AC016831.1
AC016831.5
AC016831.6
AC016866.1
AC016876.1
AC016876.2
AC016876.3
AC016877.1
AC016894.1
AC016907.2
AC016909.2
AC016924.1
AC016949.1
AC016957.2
AC017000.1
AC017002.1
AC017006.2
AC017007.3
AC017007.4
AC017015.2
AC017033.1
AC017035.1
AC017048.3
AC017071.1
AC017076.1
AC017079.1
AC017083.2
AC017099.1
AC017100.1
AC017101.1
AC017104.1
AC017104.3
AC017104.4
AC017104.5
AC018371.2
AC018410.1
AC018413.1
AC018445.4
AC018462.1
AC018462.2
AC018463.1
AC018475.1
AC018511.1
AC018521.4
AC018521.5
AC018523.1
AC018529.1
AC018541.1
AC018553.1
AC018553.2
AC018557.1
AC018557.2
AC018563.1
AC018607.1
AC018628.1
AC018629.1
AC018630.3
AC018635.2
AC018638.5
AC018638.6
AC018638.7
AC018638.8
AC018641.1
AC018644.1
AC018645.2
AC018645.3
AC018647.2
AC018648.1
AC018653.3
AC018659.2
AC018682.1
AC018682.2
AC018690.1
AC018693.1
AC018695.2
AC018695.4
AC018695.6
AC018730.2
AC018737.2
AC018738.1
AC018752.1
AC018754.1
AC018755.3
AC018761.1
AC018766.1
AC018797.2
AC018804.1
AC018809.1
AC018809.2
AC018814.1
AC018816.1
AC018845.3
AC018865.1
AC018866.1
AC018868.1
AC018878.1
AC018892.3
AC018904.1
AC018926.1
AC018926.2
AC018943.1
AC018953.1
AC018992.1
AC019068.1
AC019077.1
AC019080.1
AC019080.3
AC019080.4
AC019080.5
AC019097.1
AC019118.1
AC019129.1
AC019129.2
AC019131.1
AC019131.2
AC019155.2
AC019159.1
AC019163.1
AC019181.1
AC019186.1
AC019197.1
AC019205.2
AC019205.3
AC019226.1
AC019227.1
AC019257.1
AC019270.1
AC019278.1
AC019294.2
AC019322.4
AC020558.3
AC020594.1
AC020604.1
AC020611.1
AC020612.1
AC020629.1
AC020633.1
AC020634.1
AC020637.1
AC020656.2
AC020658.5
AC020658.6
AC020661.1
AC020661.2
AC020661.3
AC020661.4
AC020661.5
AC020663.1
AC020663.3
AC020703.1
AC020741.1
AC020763.3
AC020765.2
AC020779.1
AC020890.1
AC020891.2
AC020891.3
AC020892.1
AC020898.1
AC020899.1
AC020904.2
AC020907.1
AC020907.3
AC020908.1
AC020908.3
AC020910.1
AC020910.2
AC020910.4
AC020910.5
AC020912.1
AC020913.1
AC020913.2
AC020913.3
AC020915.1
AC020915.2
AC020915.3
AC020915.4
AC020915.6
AC020916.1
AC020917.1
AC020917.2
AC020917.3
AC020917.4
AC020922.1
AC020922.4
AC020923.1
AC020928.1
AC020931.1
AC020934.1
AC020951.1
AC020978.10
AC020978.2
AC020978.3
AC020978.4
AC020978.5
AC020978.8
AC021001.1
AC021016.1
AC021016.2
AC021054.1
AC021074.1
AC021086.1
AC021087.1
AC021087.2
AC021092.1
AC021106.3
AC021127.1
AC021148.1
AC021188.1
AC021205.1
AC021224.1
AC021231.2
AC021237.1
AC021242.3
AC021321.1
AC021351.1
AC021422.1
AC021439.1
AC021443.1
AC021491.4
AC021683.1
AC021683.2
AC021739.5
AC021752.1
AC021755.3
AC021755.4
AC021766.1
AC021851.1
AC021915.1
AC021915.2
AC021945.1
AC021979.2
AC022001.2
AC022001.3
AC022007.1
AC022021.1
AC022031.2
AC022034.3
AC022075.3
AC022079.1
AC022080.1
AC022080.2
AC022098.1
AC022098.2
AC022098.4
AC022107.1
AC022140.1
AC022140.2
AC022144.1
AC022149.1
AC022150.2
AC022150.4
AC022154.1
AC022165.1
AC022167.2
AC022167.3
AC022167.4
AC022167.5
AC022173.1
AC022182.1
AC022182.2
AC022182.3
AC022188.1
AC022206.1
AC022210.1
AC022211.1
AC022211.2
AC022211.3
AC022217.2
AC022274.1
AC022296.2
AC022296.3
AC022306.1
AC022306.2
AC022306.3
AC022364.1
AC022382.1
AC022395.1
AC022400.1
AC022400.2
AC022400.7
AC022400.8
AC022405.1
AC022413.1
AC022415.1
AC022417.1
AC022431.1
AC022447.1
AC022447.4
AC022469.1
AC022469.2
AC022483.1
AC022494.1
AC022497.1
AC022517.1
AC022532.1
AC022540.1
AC022558.1
AC022558.2
AC022558.3
AC022613.1
AC022613.2
AC022613.3
AC022639.1
AC022748.3
AC022762.2
AC022778.1
AC022784.1
AC022784.2
AC022784.7
AC022795.1
AC022809.1
AC022819.1
AC022858.1
AC022868.1
AC022872.1
AC022893.1
AC022893.2
AC022903.1
AC022905.1
AC022916.1
AC022919.1
AC022960.1
AC022960.2
AC022966.1
AC022968.1
AC022973.3
AC023024.1
AC023034.1
AC023051.1
AC023090.2
AC023154.1
AC023157.2
AC023157.3
AC023158.1
AC023161.1
AC023161.2
AC023162.1
AC023202.1
AC023232.1
AC023283.1
AC023300.2
AC023300.3
AC023301.1
AC023302.1
AC023355.1
AC023389.1
AC023389.2
AC023424.2
AC023481.1
AC023509.4
AC023512.1
AC023590.1
AC023598.1
AC023632.2
AC023632.5
AC023632.6
AC023644.1
AC023794.1
AC023794.2
AC023794.3
AC023813.2
AC023813.3
AC023818.1
AC023818.2
AC023830.1
AC023830.2
AC023830.3
AC023855.1
AC023866.1
AC023886.1
AC023886.2
AC023905.1
AC023906.1
AC023906.2
AC023906.4
AC023908.3
AC023983.1
AC023983.2
AC024060.1
AC024075.1
AC024075.2
AC024075.3
AC024145.1
AC024243.1
AC024257.3
AC024257.4
AC024267.3
AC024267.4
AC024270.2
AC024270.4
AC024293.1
AC024337.2
AC024361.1
AC024361.2
AC024382.1
AC024451.2
AC024475.1
AC024475.3
AC024558.1
AC024560.1
AC024560.2
AC024568.1
AC024575.1
AC024580.1
AC024592.1
AC024610.2
AC024614.4
AC024619.4
AC024651.1
AC024884.2
AC024896.1
AC024933.1
AC024940.1
AC024940.2
AC024940.5
AC024995.1
AC025031.1
AC025031.2
AC025031.3
AC025031.5
AC025034.1
AC025038.1
AC025040.2
AC025048.2
AC025048.4
AC025048.6
AC025154.2
AC025161.1
AC025162.2
AC025164.1
AC025164.2
