"","GENE","FREQUENCY"
"371","FLRT2",0.676
"372","ZNF480",0.676
"373","GTPBP8",0.671
"374","PARM1",0.671
"375","CLDN11",0.67
"376","PLAU",0.67
"377","NEDD9",0.668
"378","PDGFA",0.668
"379","CDO1",0.667
"380","PTGIR",0.667
"381","LIMCH1",0.666
"382","MYH10",0.666
"383","THAP5",0.664
"384","CES1",0.663
"385","CLEC2B",0.661
"386","RGS3",0.661
"387","TMEM106C",0.661
"388","ANGPTL5",0.659
"389","GDF10",0.659
"390","LAMB1",0.658
"391","LMCD1",0.658
"392","STMN1",0.658
"393","COL1A2",0.655
"394","F2R",0.655
"395","DIO2",0.654
"396","HIST1H1E",0.65
"397","LATS1",0.65
"398","MARCKS",0.65
"399","C3orf58",0.647
"400","ASS1",0.645
"401","TIMP4",0.645
"402","TPM1",0.645
"403","EDNRA",0.644
"404","GUCY1A3",0.644
"405","SNAI1",0.644
"406","RRP15",0.642
"407","TLE4",0.638
"408","CCDC3",0.637
"409","SOCS2",0.637
"410","SPINT2",0.636
"411","COL4A1",0.634
"412","RASL11A",0.634
"413","TPRG1",0.634
"414","PTN",0.633
"415","SVEP1",0.633
"416","TNC",0.633
"417","LSP1",0.632
"418","SCGB3A2",0.632
"419","CKB",0.629
"420","RNF24",0.629
"421","SERPINF2",0.628
"422","ARHGAP29",0.627
"423","CD82",0.626
"424","MED23",0.626
"425","HSD11B1",0.624
"426","KIAA1551",0.624
"427","TLNRD1",0.624
"428","SLC7A8",0.623
"429","SOX5",0.62
"430","GZF1",0.619
"431","LIMS1",0.619
"432","EGR2",0.618
"433","GPRC5C",0.617
"434","ALDH1A1",0.616
"435","ITGA1",0.616
"436","FBLN2",0.615
"437","HHIP",0.615
"438","LPL",0.615
"439","PDPN",0.615
"440","RAMP2",0.614
"441","ELN",0.613
"442","OR7E47P",0.613
"443","PHYHIP",0.612
"444","FAM171B",0.611
"445","KLF2",0.611
"446","PERP",0.611
"447","PCSK5",0.61
"448","ASXL1",0.609
"449","EDIL3",0.609
"450","ELOVL6",0.607
"451","SAA1",0.605
"452","AC007608.4",0.604
"453","KCTD12",0.602
"454","RASSF4",0.602
"455","RASGEF1B",0.601
"456","FHL1",0.6
"457","LAMA4",0.6
"458","ZNF385A",0.597
"459","GNA12",0.595
"460","CCDC51",0.594
"461","DKK3",0.594
"462","FLNA",0.594
"463","CBX6",0.592
"464","HSPH1",0.59
"465","CSRP1",0.589
"466","FAM43A",0.587
"467","CDC27",0.586
"468","FKBP9",0.585
"469","S100A16",0.585
"470","BTN2A1",0.583
"471","LRRC8A",0.583
"472","FAM110B",0.582
"473","TLE3",0.582
"474","TMEM204",0.581
"475","DAB2",0.58
"476","HSPB8",0.58
"477","FMO3",0.579
"478","GIGYF1",0.579
"479","BTBD7",0.578
"480","KCNK6",0.577
"481","CRLS1",0.574
"482","CSPP1",0.574
"483","KIF1C",0.573
"484","KITLG",0.573
"485","LITAF",0.572
"486","PDE4D",0.572
"487","PDLIM3",0.572
"488","PHEX",0.572
"489","VIT",0.572
"490","LPP",0.571
"491","NVL",0.571
"492","AHNAK2",0.57
"493","ANKRD26",0.57
"494","ITPRIP",0.57
"495","NKD1",0.57
"496","SMC4",0.57
"497","ETV6",0.569
"498","KLHL15",0.569
"499","MAP1A",0.568
"500","PMEPA1",0.568
"501","AMOTL2",0.567
"502","HSPA2",0.566
"503","RHOU",0.566
"504","APOC1",0.565
"505","CNTFR",0.565
"506","CTH",0.564
"507","PIEZO2",0.564
"508","PPP1R3C",0.564
"509","CRIM1",0.563
"510","FBXO32",0.562
"511","TFPI2",0.562
"512","NRP1",0.561
"513","KMT5B",0.559
"514","PLCE1",0.559
"515","NEXN",0.557
"516","SENP5",0.557
"517","SNAP25",0.557
"518","ADAMTS9",0.555
"519","MYLK",0.555
"520","TMEM185B",0.555
"521","PLK3",0.553
"522","TWIST2",0.553
"523","MEIS2",0.552
"524","SPRY4",0.552
"525","MSX1",0.551
"526","GLTP",0.55
"527","GSE1",0.55
"528","PPM1D",0.55
"529","FOXC1",0.549
"530","HOPX",0.549
"531","PENK",0.549
"532","CPXM1",0.548
"533","INPP5K",0.546
"534","C1QTNF7",0.545
"535","CYTOR",0.545
"536","TSPAN8",0.545
"537","NCOA3",0.544
"538","TUBA1B",0.544
"539","ALDH1A3",0.543
"540","GREB1",0.543
"541","ACSM3",0.542
"542","ACADL",0.541
"543","KIRREL1",0.541
"544","PCDHB14",0.541
"545","FOS",0.54
"546","ZFAND5",0.539
"547","IGFBP7",0.538
"548","SPARC",0.538
"549","SERPINF1",0.537
"550","SLC40A1",0.534
"551","HERPUD1",0.533
"552","DTNA",0.531
"553","PISD",0.53
"554","SNAPC1",0.529
"555","GUCY1A2",0.528
"556","SEPT6",0.527
"557","GCLM",0.525
"558","MEST",0.524
"559","AC109326.1",0.523
"560","FBXO33",0.523
"561","Z95331.1",0.523
"562","ABCA9",0.522
"563","DMD",0.522
"564","LENG1",0.522
"565","RCBTB2",0.522
"566","COBLL1",0.521
"567","KCNJ8",0.521
"568","MTSS1",0.521
"569","TMEM2",0.521
"570","SPOCK1",0.518
"571","RUNX1",0.517
"572","VGLL3",0.517
"573","CLIC3",0.515
"574","GNG11",0.514
"575","DAG1",0.513
"576","PCDHGC3",0.513
"577","ARMCX2",0.512
"578","IVD",0.512
"579","RIT1",0.512
"580","TMEM33",0.512
"581","ZNF121",0.512
"582","HSP90AA1",0.511
"583","RND3",0.511
"584","ZMYND8",0.511
"585","SESN3",0.51
"586","C9orf72",0.509
"587","FAM76A",0.509
"588","MIB1",0.509
"589","RND1",0.507
"590","RNF152",0.507
"591","FGD4",0.506
"592","PRCC",0.506
"593","RETREG2",0.506
"594","BMS1",0.505
"595","FILIP1",0.505
"596","TMEM19",0.504
"597","ALDH1L2",0.503
"598","CLSTN1",0.503
"599","TRAPPC8",0.503
"600","IZUMO4",0.502
"601","TNFAIP8",0.502
"602","AL118516.1",0.501
"603","MORC2",0.501
"604","MRVI1",0.501
"605","MTHFD2",0.501
"606","SUGP1",0.5
"607","SUGP2",0.5
"608","FGF18",0.499
"609","WFDC1",0.498
"610","CHL1",0.497
"611","ELAC2",0.497
"612","ROBO2",0.497
"613","ZNF43",0.497
"614","FOSL2",0.496
"615","L3MBTL3",0.496
"616","WEE1",0.496
"617","AQP1",0.494
"618","BCHE",0.494
"619","CUL4B",0.494
"620","DDIT3",0.494
"621","SOCS4",0.492
"622","ATG4C",0.491
"623","PARG",0.491
"624","ZNF462",0.491
"625","SLC35G2",0.49
"626","PLEKHH2",0.488
"627","RNF122",0.488
"628","TNFRSF11B",0.487
"629","NAP1L1",0.486
"630","EYA3",0.485
"631","NUDCD1",0.485
"632","PPP1R1B",0.483
"633","KDM5A",0.482
"634","LANCL1",0.481
"635","THSD4",0.481
"636","TNFRSF10B",0.481
"637","CRABP2",0.48
"638","LARP7",0.48
"639","IRS2",0.479
"640","ITIH5",0.478
"641","AP002004.1",0.475
"642","ADARB1",0.474
"643","APOL3",0.473
"644","NR2F2",0.473
"645","SLC39A9",0.472
"646","EPDR1",0.471
"647","PPP3CA",0.471
"648","TBX5",0.47
"649","TGFBR1",0.47
"650","TTC9C",0.47
"651","EDEM3",0.469
"652","PAMR1",0.469
"653","AHR",0.468
"654","NCOR2",0.468
"655","TEX26-AS1",0.468
"656","TGM2",0.468
"657","FAM153B",0.467
"658","RBBP5",0.467
"659","RASAL2",0.466
"660","CTNNB1",0.465
"661","KPNA5",0.464
"662","SUPT5H",0.464
"663","MAP9",0.463
"664","SEMA6A",0.463
"665","COX4I2",0.462
"666","HOXB3",0.46
"667","KANSL1L",0.46
"668","TMEM132C",0.459
"669","MFAP4",0.458
"670","NHSL1",0.458
"671","PACS2",0.458
"672","CPSF7",0.456
"673","FSCN1",0.456
"674","LMNA",0.456
"675","TLK1",0.455
"676","TXLNG",0.455
"677","CCDC68",0.454
"678","FAM13C",0.452
"679","GLUL",0.452
"680","SCN1B",0.452
"681","FHL2",0.45
"682","KCNK15",0.45
"683","PSD3",0.449
"684","TRPS1",0.449
"685","IL11RA",0.448
"686","ACTR6",0.447
"687","CASP2",0.447
"688","FAM229B",0.447
"689","FAT1",0.447
"690","GALNT7",0.447
"691","COL6A6",0.444
"692","C12orf49",0.443
"693","HEYL",0.443
"694","PPP1CB",0.443
"695","STK17B",0.443
"696","DNAJB1",0.441
"697","FLRT3",0.441
"698","MPRIP-AS1",0.441
"699","GPNMB",0.44
"700","MOB3A",0.439
"701","NKAP",0.439
"702","TMEM119",0.439
"703","C1QTNF1",0.437
"704","LRRN4CL",0.436
"705","MARCH3",0.436
"706","GXYLT2",0.435
"707","DOCK7",0.434
"708","GPC4",0.434
"709","HP",0.434
"710","MTPAP",0.433
"711","SDF2L1",0.433
"712","PTPDC1",0.432
"713","EPS8",0.431
"714","FRMD6",0.431
"715","NDRG2",0.431
"716","AGT",0.43
"717","CMYA5",0.43
"718","KDM6B",0.43
"719","NCALD",0.43
"720","COL15A1",0.429
"721","SMPDL3A",0.429
"722","CCDC88C",0.428
"723","DAAM1",0.428
"724","ABLIM1",0.427
"725","ACACA",0.427
"726","CAMK2N1",0.426
"727","CEP152",0.425
"728","HELLPAR",0.425
"729","ODC1",0.425
"730","STXBP6",0.425
"731","ATAD2B",0.423
"732","LRCH2",0.422
"733","NF2",0.422
"734","SOX9",0.421
"735","KPNA2",0.419
"736","AGA",0.417
"737","AC016831.5",0.416
"738","ETV3",0.416
"739","ZNF22",0.416
"740","MTO1",0.414
"741","PRKG1",0.414
"742","TSPYL2",0.414
"743","ZNHIT6",0.414
"744","SRSF7",0.413
"745","ZC3H12C",0.413
"746","S100PBP",0.412
"747","MTMR6",0.41
"748","SPOUT1",0.41
"749","IFI27",0.409
"750","RETREG3",0.409
"751","DENND6A",0.408
"752","MEOX2",0.408
"753","MIR222HG",0.408
"754","GNAQ",0.406
"755","GRIA1",0.406
"756","PHC3",0.406
"757","C2orf68",0.405
"758","HMGN2",0.404
"759","AC122718.1",0.403
"760","PFKFB3",0.403
"761","TLCD2",0.403
"762","FAM217B",0.402
"763","MINDY4",0.401
"764","AKT1S1",0.4
"765","CXXC1",0.4
"766","EGR3",0.4
"767","CHPF",0.399
"768","KPNA1",0.398
"769","RPS6KA2",0.398
"770","ANGPTL1",0.397
"771","SORT1",0.397
"772","THUMPD2",0.397
"773","ARL14EP",0.396
"774","STRN3",0.395
"775","TMEM38A",0.395
"776","AC008035.1",0.394
"777","BICC1",0.394
"778","APBB2",0.393
"779","MLH3",0.393
"780","POMGNT2",0.393
"781","RGMA",0.393
"782","MAN2A1",0.392
"783","HSD3B7",0.391
"784","KMT5A",0.391
"785","MAFF",0.391
"786","ADH1C",0.39
"787","CAPRIN2",0.39
"788","FAIM2",0.39
"789","FTX",0.39
"790","RPAP2",0.39
"791","SNHG12",0.39
"792","MED14",0.389
"793","NOL9",0.389
"794","MAL",0.388
"795","PIKFYVE",0.388
"796","ANKAR",0.387
"797","C16orf89",0.387
"798","PRPF3",0.387
"799","ANKRD50",0.386
"800","MATN3",0.385
"801","PPP2R3A",0.385
"802","COL4A5",0.384
"803","NCKAP5L",0.384
"804","RPRD2",0.384
"805","ZBTB8A",0.384
"806","C1orf198",0.382
"807","CHAMP1",0.381
"808","NNT-AS1",0.381
"809","CACNA1D",0.38
"810","LINC01354",0.38
"811","LOXL1",0.38
"812","NUDT10",0.38
"813","TDRD3",0.38
"814","ZFAND2A",0.38
"815","C1QTNF3",0.379
"816","PELO",0.379
"817","CCDC102B",0.378
"818","WDR5",0.378
"819","ZNF248",0.378
"820","RAI14",0.377
"821","AC093673.1",0.376
"822","CCK",0.375
"823","GNL3L",0.375
"824","MYO10",0.375
"825","RRM2B",0.374
"826","TMEM150C",0.374
"827","TRAF3IP1",0.374
"828","PDZRN4",0.373
"829","CNOT9",0.372
"830","DPP8",0.372
"831","CSNK2A2",0.37
"832","NOL8",0.37
"833","OMD",0.37
"834","PTOV1",0.369
"835","PDLIM7",0.368
"836","SLC25A32",0.368
"837","SULF1",0.368
"838","EIF2AK3",0.367
"839","EIF3L",0.367
"840","NGFR",0.367
"841","MYH9",0.366
"842","OGN",0.366
"843","POLE3",0.366
"844","TTN",0.366
"845","ZNF254",0.366
"846","H2AFZ",0.365
"847","KCNJ12",0.365
"848","HLF",0.364
"849","PPP1R3B",0.364
"850","TP53BP1",0.364
"851","AXIN2",0.363
"852","CGNL1",0.363
"853","RPS6KA5",0.362
"854","SIK2",0.362
"855","C14orf132",0.361
"856","CCP110",0.361
"857","CXCL17",0.361
"858","GFRA1",0.361
"859","TOX2",0.361
"860","AC241952.1",0.36
"861","CTTNBP2",0.36
"862","LPCAT2",0.36
"863","RASA2",0.36
"864","NTHL1",0.359
"865","PAPPA",0.359
"866","SLC35F6",0.359
"867","SMYD3",0.359
"868","SMIM3",0.357
"869","C1orf109",0.355
"870","C5",0.355
"871","STEAP1",0.355
"872","ABCC9",0.354
"873","CSTF3",0.353
"874","CYGB",0.353
"875","ESF1",0.353
"876","KCNJ2",0.353
"877","FIGN",0.352
"878","MAP4K4",0.352
"879","NAA35",0.352
"880","FKBP11",0.351
"881","SLC20A2",0.349
"882","FXYD6",0.348
"883","N4BP2",0.348
"884","SGPL1",0.348
"885","BID",0.347
"886","BOD1",0.347
"887","NIPSNAP3B",0.347
"888","RBP1",0.347
"889","FKBP14",0.346
"890","SNHG19",0.346
"891","ZNF281",0.346
"892","ZNF652",0.346
"893","DOPEY1",0.345
"894","CDK19",0.343
"895","DEPTOR",0.341
"896","FAM129A",0.341
"897","SLC39A14",0.341
"898","TWSG1",0.341
"899","THUMPD3-AS1",0.34
"900","ZFP36L1",0.34
"901","CSGALNACT1",0.339
"902","TGIF2",0.339
"903","AC011939.1",0.338
"904","CIC",0.338
"905","PTHLH",0.338
"906","TMEM176B",0.338
"907","PDE7A",0.337
"908","HIVEP3",0.336
"909","PGR",0.336
"910","CEP83",0.335
"911","IP6K3",0.335
"912","GGT5",0.334
"913","CXXC5",0.333
"914","ENPEP",0.333
"915","LIFR",0.333
"916","REL",0.333
"917","PHACTR2",0.33
"918","PIGX",0.33
"919","PLPP3",0.33
"920","PRR4",0.33
"921","VKORC1L1",0.33
"922","COL4A2",0.329
"923","PALLD",0.329
"924","RPRD1B",0.329
"925","TMEM135",0.329
"926","MAMDC2-AS1",0.328
"927","MPP6",0.328
"928","PER2",0.328
"929","HSPA1B",0.326
"930","SNHG1",0.326
"931","TPST1",0.326
"932","PCDHGA12",0.325
"933","TRMT1L",0.325
"934","B3GNT2",0.324
"935","HLA-F",0.324
"936","MIR100HG",0.323
"937","PIAS1",0.323
"938","RASL12",0.323
"939","SLC23A2",0.323
"940","TMEM47",0.323
"941","TXNDC16",0.323
"942","EGR1",0.322
"943","FXN",0.322
"944","RREB1",0.322
"945","SGCA",0.322
"946","JUN",0.321
"947","PPP1R21",0.321
"948","ZNF385B",0.321
"949","EMILIN1",0.32
"950","FAP",0.32
"951","MTND4P12",0.318
"952","NUB1",0.318
"953","ARHGEF12",0.317
"954","BMP5",0.317
"955","DIS3",0.317
"956","HSPA1A",0.317
"957","MKL2",0.317
"958","NEURL1B",0.317
"959","WDR91",0.317
"960","CCDC102A",0.316
"961","MAOB",0.316
"962","OSER1",0.315
"963","LONRF1",0.314
"964","MIR4435-2HG",0.314
"965","RRP9",0.314
"966","BMPER",0.313
"967","CALCRL",0.313
"968","PPP2R5E",0.313
"969","SNED1",0.313
"970","TTC32",0.313
"971","WARS2",0.313
"972","EMILIN2",0.312
"973","PPP4R1",0.312
"974","CENPJ",0.311
"975","MSMO1",0.311
"976","NGF",0.311
"977","TRIB2",0.311
"978","CKS2",0.31
"979","EVA1C",0.31
"980","KRAS",0.31
"981","NOM1",0.31
"982","AR",0.309
"983","EFNB1",0.309
"984","SPIDR",0.309
"985","P4HA2",0.308
"986","SLC38A5",0.308
"987","DUSP14",0.307
"988","NOL3",0.307
"989","SRSF6",0.307
"990","ZNF138",0.307
"991","CCBE1",0.306
"992","FGF14",0.306
"993","HCG18",0.306
"994","PQLC2L",0.306
"995","TSHZ3",0.306
"996","DDX20",0.305
"997","MATN2",0.305
"998","EOGT",0.304
"999","THAP6",0.304
"1000","MYO1D",0.303
"1001","CAAP1",0.302
"1002","GSPT2",0.301
"1003","PPARA",0.301
"1004","MAF",0.3
"1005","PTGFRN",0.3
"1006","RAP2C",0.3
"1007","TTC5",0.3
"1008","ZDHHC20",0.3
"1009","RNF217",0.299
"1010","SDCCAG8",0.298
"1011","IL6R",0.297
"1012","RWDD2B",0.297
"1013","SLC16A1",0.297
"1014","SYNPO",0.296
"1015","RRP8",0.295
"1016","SLC16A1-AS1",0.295
"1017","KIF3A",0.294
"1018","RAB11B-AS1",0.294
"1019","CWC22",0.293
"1020","LRIF1",0.293
"1021","MUSK",0.293
"1022","SYNJ2BP",0.293
"1023","NEK1",0.292
"1024","RBPMS",0.292
"1025","SH2D4A",0.292
"1026","CDKN2D",0.291
"1027","ZNF141",0.291
"1028","DCAF12",0.29
"1029","DNAJB9",0.29
"1030","MIF4GD",0.29
"1031","PHLDA3",0.29
"1032","MTUS1",0.289
"1033","SAMD11",0.289
"1034","TCAIM",0.289
"1035","TRIB1",0.289
"1036","C14orf159",0.288
"1037","C4orf32",0.288
"1038","ERO1A",0.288
"1039","FAM198A",0.288
"1040","PLEKHA8",0.288
"1041","DCAF6",0.287
"1042","TP53RK",0.287
"1043","YAE1D1",0.287
"1044","LMO7",0.286
"1045","EFHC1",0.285
"1046","LRRC59",0.285
"1047","TTBK2",0.285
"1048","COL13A1",0.284
"1049","MAPK10",0.284
"1050","PLEKHF1",0.284
"1051","CGRRF1",0.283
"1052","MVD",0.283
"1053","NT5DC3",0.283
"1054","SLC16A7",0.283
"1055","VMA21",0.283
"1056","CDKN1C",0.282
"1057","MSC",0.282
"1058","PIGN",0.282
"1059","PRSS23",0.282
"1060","WDR83",0.282
"1061","AL159153.1",0.281
"1062","DGKH",0.281
"1063","LCLAT1",0.281
"1064","MRPS31",0.281
"1065","ASXL2",0.28
"1066","GLIS3",0.28
"1067","LINC01936",0.28
"1068","LRRC40",0.28
"1069","SNRNP27",0.28
"1070","CHRDL1",0.279
"1071","DNM1L",0.279
"1072","NDUFAF4",0.279
"1073","ZFY",0.279
"1074","HSPA5",0.278
"1075","MRAS",0.278
"1076","OGT",0.278
"1077","PUSL1",0.278
"1078","AC064799.1",0.277
"1079","RNFT1",0.277
"1080","TEAD3",0.277
"1081","DUSP12",0.276
"1082","LINC01133",0.276
"1083","MB21D1",0.276
"1084","NQO1",0.276
"1085","PPM1N",0.276
"1086","AL355974.2",0.275
"1087","EED",0.275
"1088","STK38L",0.275
"1089","TBC1D10A",0.275
"1090","AL161669.3",0.274
"1091","NEU1",0.274
"1092","ARL4A",0.273
"1093","DHX33",0.273
"1094","JADE2",0.273
"1095","NEBL",0.273
"1096","MCOLN3",0.272
"1097","MICAL2",0.272
"1098","NFYB",0.272
