"","GENE","FREQUENCY"
"1111","PIGS",0.112
"1112","MEAF6",0.111
"1113","PHLDA2",0.111
"1114","YIPF6",0.111
"1115","PRKRA",0.11
"1116","WIPF2",0.11
"1117","AK3",0.109
"1118","ARHGEF28",0.108
"1119","SLC30A9",0.106
"1120","TCF7L2",0.102
"1121","ABHD11-AS1",0.101
"1122","POGK",0.101
"1123","BCAP29",0.098
"1124","CAND1",0.098
"1125","TFF3",0.097
"1126","HLA-DPB1",0.094
"1127","RYBP",0.091
"1128","SQSTM1",0.091
"1129","SLC38A1",0.089
"1130","SLC12A2",0.088
"1131","VCL",0.088
"1132","HIPK1",0.087
"1133","PNPT1",0.087
"1134","COA1",0.086
"1135","ATP1A1",0.085
"1136","PACSIN2",0.085
"1137","LINC00511",0.083
"1138","EFNA5",0.079
"1139","SLC25A37",0.079
"1140","RPS7P3",0.076
"1141","GID4",0.073
"1142","MAP4K5",0.073
"1143","PMEPA1",0.073
"1144","DSC2",0.072
"1145","OAS1",0.072
"1146","PMVK",0.071
"1147","MXI1",0.07
"1148","ZNF394",0.07
"1149","BDH2",0.068
"1150","FEM1B",0.067
"1151","HSD17B4",0.064
"1152","MIR222HG",0.063
"1153","HACD2",0.062
"1154","NDUFAF3",0.06
"1155","VWA8",0.06
"1156","CHP1",0.059
"1157","VSIG2",0.059
"1158","FUNDC1",0.058
"1159","FAM210B",0.055
"1160","RASSF6",0.055
"1161","SECISBP2",0.055
"1162","CISD2",0.053
"1163","HSP90AA1",0.053
"1164","EFNA1",0.052
"1165","AL133243.3",0.049
"1166","CAPZA2",0.048
"1167","CCNG1",0.047
"1168","PSMD1",0.047
"1169","TMPRSS2",0.047
"1170","CTSB",0.046
"1171","PTP4A1",0.046
"1172","TIMM10B",0.046
"1173","PABPC1P3",0.045
"1174","TCEAL4",0.044
"1175","PPP2R5E",0.043
"1176","RPL12P4",0.041
"1177","OAT",0.04
"1178","KCNQ1OT1",0.039
"1179","OPA3",0.039
"1180","TCEAL8",0.037
"1181","AC005363.1",0.035
"1182","AP2B1",0.035
"1183","ARHGEF12",0.035
"1184","ARID4B",0.035
"1185","CDK10",0.035
"1186","CHD9",0.035
"1187","CSNK2A1",0.035
"1188","CYP3A5",0.035
"1189","GCC2",0.035
"1190","HIST1H4C",0.035
"1191","IL4R",0.035
"1192","IQGAP1",0.035
"1193","ITGA3",0.035
"1194","KLHL24",0.035
"1195","LARP1",0.035
"1196","LPP",0.035
"1197","MBD4",0.035
"1198","MIS18BP1",0.035
"1199","MYOF",0.035
"1200","NCBP3",0.035
"1201","PRSS22",0.035
"1202","RRBP1",0.035
"1203","RSBN1L",0.035
"1204","STAP2",0.035
"1205","TCP1",0.035
"1206","TNPO2",0.035
"1207","ZBTB43",0.035
"1208","ZFHX3",0.035
"1209","RBBP6",0.034
"1210","TWSG1",0.034
"1211","GBP1",0.033
"1212","RRP15",0.033
"1213","AC009413.1",0.032
"1214","HS3ST1",0.032
"1215","ABHD17B",0.031
"1216","IL1R2",0.031
"1217","PSMC2",0.031
"1218","PURB",0.031
"1219","TRMT10C",0.031
"1220","ZNF830",0.031
"1221","AC019205.3",0.028
"1222","ARHGAP6",0.028
"1223","HELZ2",0.028
"1224","RNF19A",0.028
"1225","C16orf74",0.027
"1226","ZNF33A",0.027
"1227","BPGM",0.026
"1228","FGFR1OP2",0.026
"1229","IL6R",0.026
"1230","RPN2",0.025
"1231","WWC1",0.024
"1232","HOMER2",0.023
"1233","KLF9",0.023
"1234","LZIC",0.023
"1235","PPP6R2",0.023
"1236","RPF1",0.023
"1237","TERF1",0.023
"1238","ZNFX1",0.023
"1239","FRYL",0.022
"1240","SMC6",0.021
"1241","ZFAND3",0.021
"1242","DRAM2",0.02
"1243","RNPEP",0.02
"1244","SELENOI",0.02
"1245","APMAP",0.019
"1246","ZFX",0.019
"1247","ZNF587",0.019
"1248","TES",0.018
"1249","RARS",0.017
"1250","MTHFD2",0.016
"1251","TSC22D2",0.016
"1252","THUMPD2",0.014
"1253","FASTKD2",0.013
"1254","HYAL2",0.013
"1255","NAB1",0.013
"1256","CCDC85B",0.01
"1257","GAL",0.01
"1258","TM2D3",0.01
"1259","TNFRSF12A",0.01
"1260","JPT2",0.009
"1261","AGO3",0.008
"1262","STX4",0.008
"1263","CNST",0.007
"1264","FAM57A",0.007
"1265","FMNL2",0.007
"1266","ISOC2",0.007
"1267","METAP1",0.007
"1268","RERE",0.007
"1269","REST",0.007
"1270","VEZF1",0.007
"1271","CISD3",0.006
"1272","IDH3B",0.006
"1273","POLE3",0.006
"1274","PPP6R3",0.006
"1275","SLC36A4",0.006
"1276","B4GALT3",0.005
"1277","CSRP1",0.005
"1278","KDM5B",0.005
"1279","NRIP1",0.005
"1280","FAM214A",0.004
"1281","HLA-DRB5",0.004
"1282","MFAP1",0.004
"1283","MYSM1",0.004
"1284","PAPD4",0.004
"1285","PSMD12",0.004
"1286","CALCOCO1",0.003
"1287","DERA",0.003
"1288","DNAJC10",0.003
"1289","MAP7",0.003
"1290","PLRG1",0.003
"1291","PRPF6",0.003
"1292","VAPB",0.003
"1293","DEGS1",0.002
"1294","HMOX2",0.002
"1295","MOB4",0.002
"1296","QSER1",0.002
"1297","RING1",0.002
"1298","TBRG4",0.002
"1299","TMEM183A",0.002
"1300","TMEM220",0.002
"1301","ZNF677",0.002
"1302","CLCA4",0.001
"1303","DUSP14",0.001
"1304","FAM120AOS",0.001
"1305","LRRK1",0.001
"1306","MANF",0.001
"1307","PDCD11",0.001
"1308","SPAG1",0.001
"1309","SPTSSA",0.001
"1310","TMEM165",0.001
"1311","WSB1",0.001
