"","GENE","FREQUENCY"
"1079","EEF1A1P5",0.29
"1080","SMCHD1",0.29
"1081","STARD7",0.29
"1082","WDR45",0.29
"1083","CLIC4",0.289
"1084","MIDN",0.289
"1085","SLC26A4",0.289
"1086","SLC39A1",0.289
"1087","VAT1",0.289
"1088","NAE1",0.288
"1089","PIH1D1",0.288
"1090","PSMD12",0.288
"1091","TXNP5",0.288
"1092","AL663070.1",0.287
"1093","APTX",0.287
"1094","ATP5F1",0.287
"1095","C12orf49",0.287
"1096","FAM107B",0.287
"1097","HBP1",0.287
"1098","TSN",0.287
"1099","ATF6",0.286
"1100","CSTF3",0.286
"1101","CYB5R3",0.286
"1102","DNAJC2",0.286
"1103","MACC1",0.286
"1104","MARK2",0.286
"1105","PEF1",0.286
"1106","PUS1",0.286
"1107","EIF5",0.285
"1108","FAM114A1",0.285
"1109","MAGOH",0.285
"1110","NRBF2",0.284
"1111","PPP1R13L",0.284
"1112","SUMO3",0.284
"1113","ARSJ",0.283
"1114","CBWD2",0.283
"1115","MUC5AC",0.283
"1116","RNF10",0.283
"1117","SLC37A3",0.283
"1118","EFNA1",0.282
"1119","SLC7A1",0.282
"1120","TMEM216",0.282
"1121","POGK",0.281
"1122","FMNL2",0.28
"1123","KPNB1",0.28
"1124","NFKBIE",0.28
"1125","NUDT21",0.28
"1126","RPL24P2",0.28
"1127","CFAP36",0.279
"1128","EVA1C",0.279
"1129","MKLN1",0.279
"1130","NSFL1C",0.279
"1131","HOPX",0.278
"1132","RAD21",0.278
"1133","SNX5",0.278
"1134","TPR",0.278
"1135","BARX2",0.277
"1136","EPHX3",0.277
"1137","HSP90B1",0.277
"1138","TMEM55B",0.277
"1139","ARHGDIB",0.276
"1140","ARL4A",0.276
"1141","DMAC1",0.276
"1142","RPL13AP7",0.276
"1143","BASP1",0.275
"1144","DPY30",0.275
"1145","EIF4A3",0.275
"1146","ALDH2",0.274
"1147","CPSF6",0.274
"1148","LSM2",0.274
"1149","MYO9B",0.274
"1150","PDLIM7",0.274
"1151","SLC30A5",0.274
"1152","AP2B1",0.273
"1153","BDP1",0.273
"1154","DAP3",0.273
"1155","EVA1B",0.273
"1156","HDAC1",0.273
"1157","KEAP1",0.273
"1158","NOC3L",0.273
"1159","RNF213",0.273
"1160","SPTAN1",0.273
"1161","SUSD6",0.273
"1162","CTBP2",0.272
"1163","H2AFX",0.272
"1164","ZNF121",0.272
"1165","ABHD5",0.271
"1166","CLCN3",0.271
"1167","COA6",0.271
"1168","GGCX",0.271
"1169","IBTK",0.271
"1170","PSMD4",0.271
"1171","YWHAE",0.271
"1172","ACAP2",0.27
"1173","AL080243.2",0.27
"1174","CLK4",0.27
"1175","KXD1",0.27
"1176","PAK1",0.27
"1177","PTPRE",0.27
"1178","SCAMP2",0.27
"1179","SLC35F2",0.27
"1180","AL031587.6",0.269
"1181","FUBP1",0.268
"1182","LINC01589",0.268
"1183","MFAP1",0.268
"1184","SELENOT",0.268
"1185","ZNF397",0.268
"1186","CBR4",0.267
"1187","RHOD",0.267
"1188","BCAS4",0.266
"1189","BCL2L11",0.266
"1190","CHMP1B",0.266
"1191","GPAT3",0.266
"1192","NFIX",0.266
"1193","PRPF4B",0.266
"1194","TMEM63B",0.266
"1195","WDR61",0.266
"1196","CTNNA1",0.265
"1197","DDX55",0.265
"1198","GRK6",0.265
"1199","MYO1D",0.265
"1200","NRP2",0.265
"1201","NUDT9",0.265
"1202","BCL2L13",0.264
"1203","MMGT1",0.264
"1204","ARID4A",0.263
"1205","CYP24A1",0.263
"1206","EPS15",0.263
"1207","HLA-DRB5",0.263
"1208","MAST4",0.263
"1209","SHC1",0.263
"1210","AC084824.1",0.262
"1211","AC093591.1",0.262
"1212","EXOSC5",0.262
"1213","SEC24B",0.262
"1214","WARS",0.262
"1215","WDR12",0.262
"1216","ZCCHC17",0.262
"1217","AC113935.1",0.261
"1218","CIB1",0.261
"1219","CCM2",0.26
"1220","FGFR1OP2",0.26
"1221","METTL16",0.26
"1222","NHSL1",0.26
"1223","SENP6",0.259
"1224","ARHGAP6",0.258
"1225","IL32",0.258
"1226","RMND5A",0.258
"1227","SEC62",0.258
"1228","TAF11",0.258
"1229","TCN1",0.258
"1230","CD9",0.257
"1231","TPGS1",0.257
"1232","CLN8",0.256
"1233","CREB3",0.256
"1234","D2HGDH",0.256
"1235","LSR",0.256
"1236","AJUBA",0.255
"1237","COIL",0.255
"1238","DTD1",0.255
"1239","DYNC1H1",0.255
"1240","FAM20B",0.255
"1241","HLA-DPA1",0.255
"1242","HSP90AA2P",0.255
"1243","ST3GAL4",0.255
"1244","TMEM159",0.255
"1245","ZNF106",0.255
"1246","ZNF91",0.255
"1247","APOOL",0.254
"1248","CDH13",0.254
"1249","CEBPZ",0.254
"1250","CTDSP2",0.254
"1251","ERI3",0.254
"1252","GLOD4",0.254
"1253","KIF21A",0.254
"1254","LGALS3BP",0.254
"1255","NBDY",0.254
"1256","PSMD1",0.254
"1257","RBM15B",0.254
"1258","RWDD4",0.254
"1259","SAE1",0.254
"1260","VTA1",0.254
"1261","DMKN",0.253
"1262","PPIE",0.253
"1263","PTPN3",0.253
"1264","TMCC1",0.253
"1265","TMCC3",0.253
"1266","GTPBP1",0.252
"1267","MLXIP",0.252
"1268","MSRB2",0.252
"1269","OVOL1",0.252
"1270","PRPF19",0.252
"1271","SULT2B1",0.252
"1272","SYNJ2BP",0.252
"1273","TMEM45B",0.252
"1274","TMX4",0.252
"1275","ZMYND8",0.252
"1276","ACTR10",0.251
"1277","AES",0.251
"1278","CDC73",0.251
"1279","MED8",0.251
"1280","PDIA4",0.251
"1281","PMPCB",0.251
"1282","PPP1R8",0.251
"1283","RPL12P12",0.251
"1284","TNKS2",0.251
"1285","TUSC3",0.251
"1286","YAF2",0.251
"1287","ABLIM3",0.25
"1288","EMC3",0.25
"1289","LDLR",0.25
"1290","SMARCC2",0.25
"1291","TNFAIP1",0.25
"1292","ZNF609",0.25
"1293","AKAP10",0.249
"1294","IDI1",0.249
"1295","IVNS1ABP",0.249
"1296","LRRC58",0.249
"1297","BCAS1",0.248
"1298","CDKN1B",0.248
"1299","NEU1",0.248
"1300","RPS27AP19",0.248
"1301","TFAP2C",0.248
"1302","RRP8",0.247
"1303","SLC30A9",0.247
"1304","SNHG1",0.247
"1305","TIMM50",0.247
"1306","BROX",0.246
"1307","MRRF",0.246
"1308","NDUFV3",0.246
"1309","PLEK2",0.246
"1310","RPL24P8",0.246
"1311","SMAP1",0.246
"1312","SMARCA4",0.246
"1313","VDAC3",0.246
"1314","CCDC12",0.245
"1315","HCFC1",0.245
"1316","KATNA1",0.245
"1317","RBM4",0.245
"1318","RPP25L",0.245
"1319","SGPL1",0.245
"1320","SNX13",0.245
"1321","SRP54",0.245
"1322","GLCCI1",0.244
"1323","MRNIP",0.244
"1324","ARTN",0.243
"1325","ASNA1",0.243
"1326","AZIN1",0.243
"1327","GNL3",0.243
"1328","LINC-PINT",0.243
"1329","SETD7",0.243
"1330","CCDC6",0.242
"1331","CCT4",0.242
"1332","SLC5A3",0.242
"1333","BCAS2",0.241
"1334","CNP",0.241
"1335","KHSRP",0.241
"1336","NFKBIB",0.241
"1337","PEX16",0.241
"1338","RABL6",0.241
"1339","SERBP1P5",0.241
"1340","SURF2",0.241
"1341","SURF4",0.241
"1342","AUP1",0.24
"1343","DCTN3",0.24
"1344","GIPC1",0.24
"1345","MRPS12",0.24
"1346","NMT2",0.24
"1347","RPL13P2",0.24
"1348","SAMD8",0.24
"1349","TNFAIP8",0.24
"1350","ZHX1",0.24
"1351","DNAJB12",0.239
"1352","FAM133B",0.239
"1353","RIN2",0.239
"1354","RPL21P75",0.239
"1355","DYM",0.238
"1356","GON4L",0.238
"1357","NKIRAS1",0.238
"1358","NUP50",0.238
"1359","RAD54L2",0.238
"1360","RANBP2",0.238
"1361","TMEM14A",0.238
"1362","ADD1",0.237
"1363","CSRP2",0.237
"1364","EPC1",0.237
"1365","PIP",0.237
"1366","B4GALT3",0.236
"1367","CBLC",0.236
"1368","IL20RA",0.236
"1369","KLHL2",0.236
"1370","NOL7",0.236
"1371","AC027290.2",0.235
"1372","DHRS7B",0.235
"1373","ELP2",0.235
"1374","RNF111",0.235
"1375","RSBN1L",0.235
"1376","SVIL",0.235
"1377","TGS1",0.235
"1378","TMX3",0.235
"1379","ALKBH5",0.234
"1380","C6orf106",0.234
"1381","GTPBP4",0.234
"1382","MGRN1",0.234
"1383","SRSF8",0.234
"1384","ACOX1",0.233
"1385","GALNT5",0.233
"1386","GRAMD1A",0.233
"1387","SREBF1",0.233
"1388","TMEM203",0.233
"1389","TRAPPC4",0.233
"1390","C6orf48",0.232
"1391","FAM110C",0.232
"1392","PSMD3",0.232
"1393","RTFDC1",0.232
"1394","STAMBP",0.232
"1395","TUSC1",0.232
"1396","AC026254.2",0.231
"1397","C10orf10",0.231
"1398","CDC5L",0.231
"1399","EHD2",0.231
"1400","IP6K2",0.231
"1401","KCNK6",0.231
"1402","RNF114",0.231
"1403","SMIM15",0.231
"1404","TOX4",0.231
"1405","TTC19",0.231
"1406","AC120036.1",0.23
"1407","DENND2D",0.23
"1408","KIAA0141",0.23
"1409","MUC1",0.23
"1410","C19orf33",0.229
"1411","DCP1A",0.229
"1412","DDX52",0.229
"1413","KPNA6",0.229
"1414","NME4",0.229
"1415","RB1CC1",0.229
"1416","RPL18AP15",0.229
"1417","SLC1A5",0.229
"1418","SMAD2",0.229
"1419","AC009245.1",0.228
"1420","CPNE1",0.228
"1421","HSD17B11",0.228
"1422","NDUFAF8",0.228
"1423","RNF2",0.228
"1424","SAA2",0.228
"1425","CAMSAP2",0.227
"1426","CSNK2A2",0.227
"1427","JPT2",0.227
"1428","PLEKHA5",0.227
"1429","C9orf85",0.226
"1430","TOP1MT",0.226
"1431","WDR37",0.226
"1432","AC007537.1",0.225
"1433","DDX50",0.225
"1434","NOL4L",0.225
"1435","ITGB1BP1",0.224
"1436","MON2",0.224
"1437","MRPL21",0.224
"1438","TIMM13",0.224
"1439","TSR1",0.224
"1440","C2orf69",0.223
"1441","LAMTOR3",0.223
"1442","PSMG3",0.223
"1443","AKAP8L",0.222
"1444","CTTNBP2NL",0.222
"1445","EI24",0.222
"1446","EMC7",0.222
"1447","FAT1",0.222
"1448","POLR2E",0.222
"1449","PSD4",0.222
"1450","RNF139",0.222
"1451","SDHA",0.222
"1452","SDR16C5",0.222
"1453","SVBP",0.222
"1454","AKR7A2",0.221
"1455","CTBS",0.221
"1456","MFN1",0.221
"1457","MRPS30",0.221
"1458","SNRPD1",0.221
"1459","THAP3",0.221
"1460","WDR41",0.221
"1461","AP3B1",0.22
"1462","MPC1",0.22
"1463","PHIP",0.22
"1464","PNISR",0.22
"1465","ZBTB10",0.22
"1466","ARPC4",0.219
"1467","EMC8",0.219
"1468","RNF126",0.219
"1469","SNRPFP1",0.219
"1470","CLSTN1",0.218
"1471","PUF60",0.218
"1472","ZBTB8OS",0.218
"1473","ABL2",0.217
"1474","CHIC2",0.217
"1475","KDF1",0.217
"1476","NUB1",0.217
"1477","RSL24D1",0.217
"1478","TP53I13",0.217
"1479","AL158206.1",0.216
"1480","ADIPOR2",0.215
"1481","B3GNT7",0.215
"1482","BIK",0.215
"1483","DNAJB14",0.215
"1484","FXR1",0.215
"1485","GORASP2",0.215
"1486","MED4",0.215
"1487","RPLP0P6",0.215
"1488","ARGLU1",0.214
"1489","ARMCX3",0.214
"1490","RNF217",0.214
"1491","SMC5",0.214
"1492","SMURF1",0.214
"1493","TBC1D15",0.214
"1494","ZC3H18",0.214
"1495","CETN2",0.213
"1496","HDDC2",0.213
"1497","SPINT1-AS1",0.213
"1498","TERF1",0.213
"1499","ALKBH7",0.212
"1500","NDUFB2",0.212
"1501","NPRL3",0.212
"1502","SEL1L",0.212
"1503","ANKRD40",0.211
"1504","BPTF",0.211
"1505","CITED2",0.211
"1506","DSE",0.211
"1507","EFNB2",0.211
"1508","ERO1A",0.211
"1509","INPP1",0.211
"1510","NQO1",0.211
"1511","PKP2",0.211
"1512","PNPLA8",0.211
"1513","PPP4R1",0.211
"1514","YIF1A",0.211
"1515","CASC4",0.21
"1516","COL4A6",0.21
"1517","FLAD1",0.21
"1518","FRA10AC1",0.21
"1519","HIVEP3",0.21
"1520","ZFAND6",0.21
"1521","EIF3LP2",0.209
"1522","PDCL3",0.209
"1523","PLEKHF2",0.209
"1524","TES",0.209
"1525","TYMP",0.209
"1526","LINC00969",0.208
"1527","RASSF3",0.208
"1528","RNF145",0.208
"1529","RRP9",0.208
"1530","RSL1D1",0.208
"1531","RUSC1",0.208
"1532","SIAH1",0.208
"1533","SRSF1",0.208
"1534","CCDC58",0.207
"1535","SYNPO2",0.207
"1536","EVI5",0.206
"1537","FAM204A",0.206
"1538","FZD6",0.206
"1539","GTF2H1",0.206
"1540","HNRNPC",0.206
"1541","SEPT2",0.206
"1542","TMBIM4",0.206
"1543","TMEM43",0.206
"1544","VPS13D",0.206
"1545","ZNF302",0.206
"1546","C1orf27",0.205
"1547","MEST",0.205
"1548","PATL1",0.205
"1549","PLPBP",0.205
"1550","RAMP1",0.205
"1551","SCAPER",0.205
"1552","SLC25A13",0.205
"1553","AL162390.1",0.204
"1554","ELF3",0.204
"1555","FYTTD1",0.204
"1556","MRPS25",0.204
"1557","MTCO1P12",0.204
"1558","SART1",0.204
"1559","CRACR2B",0.203
"1560","NOM1",0.203
"1561","CHCHD7",0.202
"1562","CHMP5",0.202
"1563","PCF11",0.202
"1564","PCGF5",0.202
"1565","PDXK",0.202
"1566","PNO1",0.202
"1567","PRPS2",0.202
"1568","RBM8B",0.202
"1569","RNF141",0.202
"1570","SEC24D",0.202
"1571","AL121612.1",0.201
"1572","BLOC1S3",0.201
"1573","CD164",0.201
"1574","ECH1",0.201
"1575","HAX1",0.201
"1576","KHDRBS3",0.201
"1577","MARCH5",0.201
"1578","MRPL3",0.201
"1579","PDHX",0.201
"1580","PITPNC1",0.201
"1581","PPP1R16A",0.201
"1582","PTBP1",0.201
"1583","SDHD",0.201
"1584","TARDBP",0.201
"1585","CDK6",0.2
"1586","ESYT2",0.2
"1587","STK17B",0.2
"1588","HAGH",0.199
"1589","HDAC3",0.199
"1590","MEA1",0.199
"1591","PACSIN2",0.199
"1592","CASP2",0.198
"1593","ENOPH1",0.198
"1594","PAFAH1B1",0.198
"1595","PPP1CA",0.198
"1596","SIAH2",0.198
"1597","SLC39A3",0.198
"1598","FAM135A",0.197
"1599","FKBP4",0.197
"1600","HSBP1L1",0.197
"1601","MORF4L1",0.197
"1602","RAP2C",0.197
"1603","A4GALT",0.196
"1604","ALG13",0.196
"1605","CHRAC1",0.196
"1606","CTSS",0.196
"1607","ELK3",0.196
"1608","NSMCE2",0.196
"1609","PPM1B",0.196
"1610","PRKRA",0.196
"1611","PTMAP5",0.196
"1612","TGIF2",0.196
"1613","TMEM11",0.196
"1614","AL031729.1",0.195
"1615","C1orf131",0.195
"1616","C8orf76",0.195
"1617","CRIPT",0.195
"1618","FDFT1",0.195
"1619","PLEKHO1",0.195
"1620","PRDX3",0.195
"1621","RNF6",0.195
"1622","RPF2",0.195
"1623","SMARCB1",0.195
"1624","AC024619.4",0.194
"1625","CDC42SE2",0.194
"1626","COL4A3BP",0.194
"1627","DIS3",0.194
"1628","FAM177A1",0.194
"1629","HSP90AB1",0.194
"1630","LIN7C",0.194
"1631","MAPKAPK5-AS1",0.194
"1632","METTL2A",0.194
"1633","MPDU1",0.194
"1634","MRPL57",0.194
"1635","POLR2K",0.194
"1636","PSMD7",0.194
"1637","RPL10P3",0.194
"1638","RPS28P7",0.194
"1639","RUFY2",0.194
"1640","SPOP",0.194
"1641","TXNP6",0.194
"1642","VPS35",0.194
"1643","AGPAT3",0.193
"1644","CAMKK2",0.193
"1645","IL4R",0.193
"1646","ITPKC",0.193
"1647","RAB21",0.193
"1648","RABEPK",0.193
"1649","SLC41A3",0.193
"1650","SOWAHC",0.193
"1651","TULP3",0.193
"1652","AC005165.2",0.192
"1653","AL009174.1",0.192
"1654","C14orf119",0.192
"1655","EPPK1",0.192
"1656","GCFC2",0.192
"1657","IL15RA",0.192
"1658","LTBP4",0.192
"1659","MRPL51",0.192
"1660","NDUFA11",0.192
"1661","PCDH7",0.192
"1662","PRPF6",0.192
"1663","RBMX2",0.192
"1664","WDR18",0.192
"1665","AC245060.4",0.191
"1666","GFPT1",0.191
"1667","GOLPH3L",0.191
"1668","H2AFZ",0.191
"1669","MCL1",0.191
"1670","MNAT1",0.191
"1671","OSBPL8",0.191
"1672","RAE1",0.191
"1673","RBSN",0.191
"1674","ZBTB11",0.191
"1675","ATG12",0.19
"1676","BLOC1S2",0.19
"1677","CNKSR3",0.19
"1678","CRB3",0.19
"1679","DTX2",0.19
"1680","DUSP14",0.19
"1681","HERC4",0.19
"1682","LUC7L3",0.19
"1683","MCRS1",0.19
"1684","MGMT",0.19
"1685","PITPNB",0.19
"1686","PSMB7",0.19
"1687","PSMD2",0.19
"1688","RPL19P16",0.19
"1689","WIF1",0.19
"1690","ADRM1",0.189
"1691","BCLAF1",0.189
"1692","CANX",0.189
"1693","CCNL1",0.189
"1694","CRTC3",0.189
"1695","GYG1",0.189
"1696","HLA-F",0.189
"1697","LACC1",0.189
"1698","PGM2",0.189
"1699","SESTD1",0.189
"1700","ANKRD10",0.188
"1701","EXOC7",0.188
"1702","PSMD10",0.188
"1703","SMAD1",0.188
"1704","LMNB2",0.187
"1705","RABIF",0.187
"1706","STRBP",0.187
"1707","CCDC88C",0.186
"1708","DESI2",0.186
"1709","SH2D4A",0.186
"1710","SNAI2",0.186
"1711","ASAP2",0.185
"1712","BCL2L1",0.185
"1713","COPS5",0.185
"1714","MRTO4",0.185
"1715","PHF23",0.185
"1716","RFK",0.185
"1717","ZCCHC11",0.185
"1718","LBH",0.184
"1719","CHMP7",0.183
"1720","ENOSF1",0.183
"1721","GPATCH2L",0.183
"1722","HERPUD2",0.183
"1723","KLHL24",0.183
"1724","MRPL33",0.183
"1725","PRRC1",0.183
"1726","C4orf19",0.182
"1727","COMMD1",0.182
"1728","CRYZL1",0.182
"1729","CTDSP1",0.182
"1730","CTNNBIP1",0.182
"1731","CTSF",0.182
"1732","GSPT1",0.182
"1733","MAP1LC3A",0.182
"1734","MBD2",0.182
"1735","METTL5",0.182
"1736","MIEF1",0.182
"1737","NDUFB8",0.182
"1738","OSTC",0.182
"1739","PSME2P2",0.182
"1740","RAB34",0.182
"1741","RGS10",0.182
"1742","RPS10",0.182
"1743","SLU7",0.182
"1744","TGM2",0.182
"1745","TMEM92",0.182
"1746","AC005261.2",0.181
"1747","ATP5H",0.181
"1748","BIRC2",0.181
"1749","BZW1",0.181
"1750","C18orf8",0.181
"1751","DNAJC15",0.181
"1752","MZT1",0.181
"1753","MRPS34",0.18
"1754","NXN",0.18
"1755","PCID2",0.18
"1756","DPF2",0.179
"1757","FAM120A",0.179
"1758","GATAD2A",0.179
"1759","LARS",0.179
"1760","NDUFV2P1",0.179
"1761","STT3A",0.179
"1762","DPP8",0.178
"1763","FAM3D",0.178
"1764","ICA1",0.178
"1765","KLF13",0.178
"1766","CEP170B",0.177
"1767","DDX18",0.177
"1768","FAM213A",0.177
"1769","FAM83H",0.177
"1770","RBM42",0.177
"1771","STRN",0.177
"1772","IMP4",0.176
"1773","SAV1",0.176
"1774","TMCO1",0.176
"1775","RPL39L",0.175
"1776","TLE4",0.175
"1777","EMC2",0.174
"1778","MRPS31",0.174
"1779","WWC1",0.174
"1780","AKT1",0.173
"1781","PCGF3",0.173
"1782","PDHA1",0.173
"1783","EBLN2",0.172
"1784","GABRP",0.172
"1785","KDM5A",0.172
"1786","PSMG4",0.172
"1787","RSRC2",0.172
"1788","FRG1",0.171
"1789","IDH2",0.171
"1790","SMPD2",0.171
"1791","EID3",0.17
"1792","SEC23B",0.169
"1793","SELENOI",0.169
"1794","ZNF385A",0.169
"1795","PKP1",0.168
"1796","REL",0.167
"1797","ABHD14B",0.166
"1798","AC025458.1",0.166
"1799","MAP2K3",0.166
"1800","NUDT15",0.166
"1801","RIOK1",0.166
"1802","SELENOF",0.166
"1803","WNT7B",0.166
"1804","ZFAND3",0.166
"1805","PTRHD1",0.165
"1806","RALGAPA1",0.165
"1807","SLC39A13",0.165
"1808","SQSTM1",0.165
"1809","WBP4",0.165
"1810","C12orf29",0.164
"1811","MVD",0.164
"1812","PHF20",0.164
"1813","PSMC6",0.164
"1814","SRSF7",0.164
"1815","SUCLA2",0.164
"1816","C3orf38",0.163
"1817","CSRNP1",0.163
"1818","MRPS23",0.163
"1819","SRSF5",0.163
"1820","CCNG1",0.162
"1821","EXOSC4",0.162
"1822","PPRC1",0.162
"1823","TMEM40",0.162
"1824","CNST",0.161
"1825","DNAJC8",0.161
"1826","DNTTIP2",0.161
"1827","LMO7",0.161
"1828","NECAP1",0.161
"1829","SNHG18",0.161
"1830","CCDC25",0.16
"1831","CNPY2",0.16
"1832","FRMD4B",0.16
"1833","TMEM127",0.16
"1834","ANAPC5",0.159
"1835","C8orf33",0.159
"1836","PIN4",0.159
"1837","SPAG9",0.159
"1838","SUN1",0.159
"1839","THOC6",0.159
"1840","TOMM40",0.159
"1841","DCUN1D1",0.158
"1842","KIAA1147",0.158
"1843","PIGBOS1",0.158
"1844","ACIN1",0.157
"1845","AQR",0.157
"1846","DENND4C",0.157
"1847","ISOC1",0.157
"1848","LNPEP",0.157
"1849","MKKS",0.157
"1850","RAB28",0.157
"1851","RAB3IP",0.157
"1852","ARFGAP2",0.156
"1853","CSNK1E",0.156
"1854","PAFAH1B3",0.156
"1855","RNF24",0.156
"1856","TCF7",0.156
"1857","FRMD6-AS2",0.155
"1858","SH3KBP1",0.155
"1859","SSBP2",0.155
"1860","CAND1",0.154
"1861","CDKN1A",0.154
"1862","DNAJC16",0.154
"1863","HSPB8",0.154
"1864","LYRM1",0.154
"1865","MORC3",0.154
"1866","SEMA4B",0.154
"1867","TFAM",0.154
"1868","ZCCHC7",0.154
"1869","ANGPTL4",0.153
"1870","CSTA",0.153
"1871","HADHB",0.153
"1872","NDUFA12",0.153
"1873","PRR13",0.153
"1874","DUSP6",0.152
"1875","HMGN2",0.152
"1876","LRRK1",0.152
"1877","RHBDD2",0.152
"1878","DNTTIP1",0.151
"1879","GATC",0.151
"1880","GLRX3",0.151
"1881","ARID2",0.15
"1882","BACE2",0.15
"1883","DICER1",0.15
"1884","PES1",0.15
"1885","ATE1",0.149
"1886","CRYM",0.149
"1887","HINT2",0.149
"1888","NANS",0.149
"1889","OTUD6B-AS1",0.149
"1890","PXN",0.149
"1891","ACTR3B",0.148
"1892","CRIP2",0.148
"1893","DNAJA1",0.148
"1894","MAIP1",0.148
"1895","NDUFB10",0.148
"1896","TFCP2L1",0.148
"1897","DDX5",0.147
"1898","NIFK",0.147
"1899","PSMD13",0.147
"1900","DYNLRB1",0.146
"1901","PSENEN",0.146
"1902","TMEM87B",0.146
"1903","ZNF217",0.146
"1904","AL022311.1",0.145
"1905","DLGAP4",0.145
"1906","TXNDC9",0.145
"1907","DRAM1",0.144
"1908","MESD",0.144
"1909","NCLN",0.144
"1910","PPP1R35",0.144
"1911","RRP12",0.144
"1912","SDF2",0.144
"1913","ARF1",0.143
"1914","GABPB1-AS1",0.143
"1915","IFT172",0.143
"1916","INAFM1",0.143
"1917","INO80D",0.143
"1918","MIEN1",0.143
"1919","MYBBP1A",0.143
"1920","PYCR2",0.143
"1921","BRWD1",0.142
"1922","C5orf24",0.142
"1923","KANK1",0.142
"1924","TAF1D",0.142
"1925","TRIB2",0.142
"1926","VAPA",0.142
"1927","YARS",0.142
"1928","HOXB2",0.141
"1929","LEPROT",0.141
"1930","PANK2",0.141
"1931","PKP4",0.141
"1932","SPATS2",0.141
"1933","THUMPD3-AS1",0.141
"1934","WAPL",0.141
"1935","ZRANB2",0.141
"1936","ARL8B",0.14
"1937","B4GALT5",0.14
"1938","DNM1L",0.14
"1939","ESD",0.14
"1940","GLG1",0.14
"1941","NAA16",0.14
"1942","PEMT",0.14
"1943","PLA2G2A",0.14
"1944","PPIF",0.14
"1945","PSMC4",0.14
"1946","RPL7P19",0.14
"1947","SLFN5",0.14
"1948","TBL1X",0.14
"1949","PRKAG1",0.139
"1950","RARS2",0.139
"1951","RHBDF1",0.139
"1952","TNPO2",0.139
"1953","FAM200B",0.138
"1954","GJB5",0.138
"1955","MPHOSPH6",0.138
"1956","NME3",0.138
"1957","REV1",0.138
"1958","TPCN1",0.138
"1959","HAT1",0.137
"1960","HIF1A",0.137
"1961","MED28",0.137
"1962","RNF19A",0.137
"1963","SIPA1",0.137
"1964","SUZ12P1",0.137
"1965","TIMM8B",0.137
"1966","WIPI2",0.137
"1967","ABCF2",0.136
"1968","ANKRD28",0.136
"1969","CDH1",0.136
"1970","DENND5A",0.136
"1971","GAL",0.136
"1972","TP53RK",0.136
"1973","ZSWIM7",0.136
"1974","AGO2",0.135
"1975","MLLT6",0.135
"1976","RGMA",0.135
"1977","CCND2",0.134
"1978","CHD1",0.134
"1979","CLPX",0.134
"1980","HSPA9",0.134
"1981","JMJD1C",0.134
"1982","SLC7A11",0.134
"1983","XPOT",0.134
"1984","AR",0.133
"1985","EIF4E",0.133
"1986","GPN3",0.133
"1987","SNRNP48",0.133
"1988","SSRP1",0.133
"1989","AC092139.4",0.132
"1990","ADPRHL2",0.132
"1991","NGDN",0.132
"1992","SHROOM3",0.132
"1993","ATOX1",0.131
"1994","NDUFA2",0.131
"1995","NDUFS3",0.131
"1996","NOL10",0.131
"1997","TANK",0.131
"1998","TFAP2A",0.131
"1999","ZNF431",0.131
"2000","AP3D1",0.13
"2001","C1orf52",0.13
"2002","CLPP",0.13
"2003","COX7A2L",0.13
"2004","CWC25",0.13
"2005","DKK3",0.13
"2006","EPB41L4A-AS1",0.13
"2007","MAGOHB",0.13
"2008","MRPL37",0.13
"2009","MRPL52",0.13
"2010","PCM1",0.13
"2011","PDIA6",0.13
"2012","SMU1",0.13
"2013","TAOK1",0.13
"2014","TMEM50B",0.13
"2015","TRIP10",0.13
"2016","TXLNG",0.13
"2017","AC027031.2",0.129
"2018","ARL6IP5",0.129
"2019","ENO1",0.129
"2020","EPN2",0.129
"2021","NUDCD1",0.129
"2022","OFD1",0.129
"2023","PFDN4",0.129
"2024","RNASE7",0.129
"2025","SLC6A6",0.129
"2026","TINF2",0.129
"2027","TRAPPC1",0.129
"2028","VNN2",0.129
"2029","ZC3H7A",0.129
"2030","BRD9",0.128
"2031","EIF4G1",0.128
"2032","KAT6B",0.128
"2033","PPP2R1A",0.128
"2034","SLC39A4",0.128
"2035","TIMM10",0.128
"2036","APOL6",0.127
"2037","DCTPP1",0.127
"2038","ERGIC2",0.127
"2039","SNHG8",0.127
"2040","BDH2",0.126
"2041","COPZ1",0.126
"2042","CRY1",0.126
"2043","EHD1",0.126
"2044","MPC2",0.126
"2045","MYO9A",0.126
"2046","RTKN",0.126
"2047","TUBB6",0.126
"2048","MAP7D1",0.125
"2049","MMD",0.125
"2050","PITHD1",0.125
"2051","RBM8A",0.125
"2052","GNA13",0.124
"2053","PABPC4",0.124
"2054","ANO6",0.123
"2055","CDK8",0.123
"2056","SPIN1",0.123
"2057","CTDSPL2",0.122
"2058","FASN",0.122
"2059","MRPL18",0.122
"2060","RER1",0.122
"2061","STARD3NL",0.122
"2062","AC090181.3",0.121
"2063","ADAMTS1",0.121
"2064","DERL1",0.121
"2065","FASTK",0.121
"2066","GSK3A",0.121
"2067","HPS1",0.121
"2068","PGRMC1",0.121
"2069","PINX1",0.121
"2070","PNKD",0.121
"2071","POGZ",0.121
"2072","SERPINB7",0.121
"2073","WAC",0.121
"2074","AC133435.1",0.12
"2075","AL365436.1",0.12
