"","GENE","FREQUENCY"
"2076","CAMK2D",0.12
"2077","CEPT1",0.12
"2078","EID1",0.12
"2079","KIAA0513",0.12
"2080","SPAG1",0.12
"2081","ZFAND1",0.12
"2082","ACOT9",0.119
"2083","CMYA5",0.119
"2084","CYB5A",0.119
"2085","MRPL34",0.119
"2086","OASL",0.119
"2087","STON2",0.119
"2088","TMEM115",0.119
"2089","TSPAN5",0.119
"2090","ZCCHC8",0.119
"2091","ANKRD13A",0.118
"2092","BRAP",0.118
"2093","FNBP1",0.118
"2094","FUNDC2",0.118
"2095","KPNA2",0.118
"2096","TUFT1",0.118
"2097","TXNDC17",0.118
"2098","DERL2",0.117
"2099","NR2F6",0.117
"2100","RBM47",0.117
"2101","RPL23AP65",0.117
"2102","SEH1L",0.117
"2103","AC022150.4",0.116
"2104","EAF1",0.116
"2105","FABP4",0.116
"2106","IL6R",0.116
"2107","MIS18BP1",0.116
"2108","RETREG2",0.116
"2109","RSBN1",0.116
"2110","SLC44A1",0.116
"2111","TRIM44",0.116
"2112","TUBB4B",0.116
"2113","ARAP2",0.115
"2114","CDC42EP3",0.115
"2115","LAMC2",0.115
"2116","LIMA1",0.115
"2117","MINDY2",0.115
"2118","SIKE1",0.115
"2119","ABCE1",0.114
"2120","AL109741.2",0.114
"2121","EEF1E1",0.114
"2122","RCAN3",0.114
"2123","SEC31A",0.114
"2124","TM9SF3",0.114
"2125","ITM2C",0.113
"2126","PA2G4",0.113
"2127","PLEKHA4",0.113
"2128","STK40",0.113
"2129","ATP2B4",0.112
"2130","B4GALT4",0.112
"2131","EIF3B",0.112
"2132","GLO1",0.112
"2133","PCNP",0.112
"2134","ATP6V1A",0.111
"2135","FAM58A",0.111
"2136","HADH",0.111
"2137","ISCA2",0.111
"2138","LSM6",0.111
"2139","MGST1",0.111
"2140","RHNO1",0.111
"2141","RPL22L1",0.111
"2142","SIPA1L1",0.111
"2143","SRPRB",0.111
"2144","CKAP4",0.11
"2145","DYNC1LI1",0.11
"2146","MYO5C",0.11
"2147","SLC7A8",0.11
"2148","FBXL15",0.109
"2149","PHYHD1",0.109
"2150","CLCA4",0.108
"2151","FAM210A",0.108
"2152","HIST1H4C",0.108
"2153","IKBKB",0.108
"2154","ORC4",0.108
"2155","R3HDM2",0.108
"2156","RPL3P2",0.108
"2157","TMEM189",0.108
"2158","CTNNBL1",0.107
"2159","EMG1",0.107
"2160","GOT1",0.107
"2161","HCCS",0.107
"2162","HK2",0.107
"2163","NAXE",0.107
"2164","SF3B2",0.107
"2165","C16orf91",0.106
"2166","CRYBG2",0.106
"2167","LYAR",0.106
"2168","NFKB1",0.106
"2169","PGGT1B",0.106
"2170","QKI",0.106
"2171","RPL26L1",0.106
"2172","SETP14",0.106
"2173","TEAD4",0.106
"2174","ANKRD22",0.105
"2175","BNIP3",0.105
"2176","C1R",0.105
"2177","COMMD10",0.105
"2178","KIAA1671",0.105
"2179","MRGBP",0.105
"2180","PDZD11",0.105
"2181","RAD23A",0.105
"2182","RGL2",0.105
"2183","RTKN2",0.105
"2184","TSG101",0.105
"2185","HSPA14",0.104
"2186","MAP3K8",0.104
"2187","RPL10P9",0.104
"2188","SCML1",0.104
"2189","SLC25A1",0.104
"2190","SLC35F6",0.104
"2191","ZNF146",0.104
"2192","ZNHIT1",0.104
"2193","AL121871.1",0.103
"2194","CTR9",0.103
"2195","GOLGA4",0.103
"2196","MTFMT",0.103
"2197","SLC4A4",0.103
"2198","SLC7A5",0.103
"2199","AC115223.1",0.102
"2200","ITSN2",0.102
"2201","MARVELD2",0.102
"2202","SLC7A2",0.102
"2203","GGPS1",0.101
"2204","IFT57",0.101
"2205","MED13",0.101
"2206","PTRH2",0.101
"2207","S100A13",0.101
"2208","SLC35A2",0.101
"2209","APOD",0.1
"2210","ASPSCR1",0.1
"2211","CDK13",0.1
"2212","CMTM6",0.1
"2213","CTSL",0.1
"2214","DYRK1A",0.1
"2215","NR2C2",0.1
"2216","RAB31",0.1
"2217","RPL21P1",0.1
"2218","SERTAD3",0.1
"2219","ZNF639",0.1
"2220","C14orf159",0.099
"2221","CFAP20",0.099
"2222","RALGAPA2",0.099
"2223","SPOPL",0.099
"2224","ST14",0.099
"2225","FBXO22",0.098
"2226","LINC00963",0.098
"2227","LYRM2",0.098
"2228","MARK3",0.098
"2229","METAP1",0.098
"2230","MRPL39",0.098
"2231","MRPS35",0.098
"2232","RNF38",0.098
"2233","SCAMP1",0.098
"2234","SUDS3",0.098
"2235","FBXW4",0.097
"2236","LMNA",0.097
"2237","MRPS9",0.097
"2238","TTTY15",0.097
"2239","GSK3B",0.096
"2240","MAK16",0.096
"2241","PPFIBP1",0.096
"2242","PPP4R3A",0.096
"2243","STN1",0.096
"2244","ATPIF1",0.095
"2245","C3orf52",0.095
"2246","C9orf72",0.095
"2247","CMC2",0.095
"2248","NSD3",0.095
"2249","PPP1R18",0.095
"2250","STEAP1",0.095
"2251","TOR1AIP1",0.095
"2252","CNN3",0.094
"2253","JAK1",0.094
"2254","MZT2B",0.094
"2255","PLCE1",0.094
"2256","SLC3A2",0.094
"2257","TIMM23",0.094
"2258","WDR11",0.094
"2259","ZDHHC20",0.094
"2260","BPGM",0.093
"2261","BRD3",0.093
"2262","CDK10",0.093
"2263","DDX10",0.093
"2264","FUCA2",0.093
"2265","MAP3K20",0.093
"2266","MGA",0.093
"2267","NSUN2",0.093
"2268","NUCB2",0.093
"2269","RAD1",0.093
"2270","TMEM2",0.093
"2271","WSB1",0.093
"2272","YBX1P1",0.093
"2273","AP000936.3",0.092
"2274","BACH1",0.092
"2275","DUSP4",0.092
"2276","RPS23P8",0.092
"2277","TMEM160",0.092
"2278","ADGRF4",0.091
"2279","BRD2",0.091
"2280","CHTF8",0.091
"2281","COQ7",0.091
"2282","EFR3A",0.091
"2283","EFCAB14",0.09
"2284","FJX1",0.09
"2285","FKBP3",0.09
"2286","KYAT3",0.09
"2287","NCSTN",0.09
"2288","RNASEH2B",0.09
"2289","STPG1",0.09
"2290","THAP2",0.09
"2291","TRPM7",0.09
"2292","ANAPC16",0.089
"2293","CD82",0.089
"2294","FNBP4",0.089
"2295","MAPK8",0.089
"2296","RNF4",0.089
"2297","RPUSD4",0.089
"2298","SLC25A33",0.089
"2299","STK38L",0.089
"2300","ZDHHC3",0.089
"2301","AL049873.1",0.088
"2302","BMP2",0.088
"2303","DNLZ",0.088
"2304","HMCES",0.088
"2305","RBBP4",0.088
"2306","ACTR1B",0.087
"2307","CBR1",0.087
"2308","MED6",0.087
"2309","MIA3",0.087
"2310","PIEZO1",0.087
"2311","CRTAP",0.086
"2312","EMD",0.086
"2313","GGCT",0.086
"2314","OPA1",0.086
"2315","PPAN",0.086
"2316","AGGF1",0.085
"2317","ANXA4",0.085
"2318","C2orf68",0.085
"2319","CDS1",0.085
"2320","CHPT1",0.085
"2321","FLNA",0.085
"2322","KCNG1",0.085
"2323","LDLRAP1",0.085
"2324","LINC00662",0.085
"2325","SPRR1B",0.085
"2326","VHL",0.085
"2327","AGPAT5",0.084
"2328","ARFRP1",0.084
"2329","CEP63",0.084
"2330","EBNA1BP2",0.084
"2331","GEM",0.084
"2332","INF2",0.084
"2333","MYL6B",0.084
"2334","NTPCR",0.084
"2335","PIGN",0.084
"2336","SEPHS2",0.084
"2337","TMCO3",0.084
"2338","ABCA5",0.083
"2339","FBXL20",0.083
"2340","MED30",0.083
"2341","NIN",0.083
"2342","SMIM30",0.083
"2343","ZYG11B",0.083
"2344","HEXA",0.082
"2345","MEF2A",0.082
"2346","NCCRP1",0.082
"2347","NCOA6",0.082
"2348","NDUFC2",0.082
"2349","NR2C2AP",0.082
"2350","POLR2L",0.082
"2351","TRIM16",0.082
"2352","DAZAP1",0.081
"2353","FRK",0.081
"2354","HSPBP1",0.081
"2355","LIMK2",0.081
"2356","MFSD2A",0.081
"2357","MLLT10",0.081
"2358","PIK3CA",0.081
"2359","SLC35C2",0.081
"2360","SPIDR",0.081
"2361","TNRC6A",0.081
"2362","LAMA5",0.08
"2363","MGLL",0.08
"2364","MRPL43",0.08
"2365","TMEM214",0.08
"2366","AL031727.1",0.079
"2367","COPG1",0.079
"2368","EMC10",0.079
"2369","HLA-DPB1",0.079
"2370","PAIP2",0.079
"2371","STK26",0.079
"2372","ZNF22",0.079
"2373","ZNF281",0.079
"2374","APOPT1",0.078
"2375","BAZ1A",0.078
"2376","GNB1",0.078
"2377","ING1",0.078
"2378","MYCBP",0.078
"2379","NBPF14",0.078
"2380","NXF1",0.078
"2381","DGKE",0.077
"2382","FOXJ3",0.077
"2383","MAL2",0.077
"2384","MCRIP1",0.077
"2385","METTL21A",0.077
"2386","NFATC2IP",0.077
"2387","OXLD1",0.077
"2388","POLR2G",0.077
"2389","SAMD9",0.077
"2390","SLC41A1",0.077
"2391","TDP2",0.077
"2392","ZFR",0.077
"2393","ZNF480",0.077
"2394","AC092329.4",0.076
"2395","C19orf60",0.076
"2396","CPEB4",0.076
"2397","HDAC7",0.076
"2398","HIVEP1",0.076
"2399","IST1",0.076
"2400","LUC7L2",0.076
"2401","MSL1",0.076
"2402","SMS",0.076
"2403","TOP1",0.076
"2404","AC003002.1",0.075
"2405","AC131235.1",0.075
"2406","B4GALT2",0.075
"2407","CP",0.075
"2408","DVL3",0.075
"2409","PHAX",0.075
"2410","PPP1CC",0.075
"2411","PRDX4",0.075
"2412","PTPRK",0.075
"2413","CALM1",0.074
"2414","FLRT3",0.074
"2415","NEURL3",0.074
"2416","NOP16",0.074
"2417","ZNF148",0.074
"2418","AKIRIN1",0.073
"2419","ARL3",0.073
"2420","DDI2",0.073
"2421","GATAD1",0.073
"2422","HIGD1A",0.073
"2423","LACTB",0.073
"2424","PRMT2",0.073
"2425","SPRY2",0.073
"2426","TIPARP",0.073
"2427","AC034102.1",0.072
"2428","DCXR",0.072
"2429","EML2",0.072
"2430","FIBP",0.072
"2431","FOXK1",0.072
"2432","MAPK1IP1L",0.072
"2433","RALA",0.072
"2434","SLC35F5",0.072
"2435","TMEM167B",0.072
"2436","ZBTB21",0.072
"2437","DAPP1",0.071
"2438","NOLC1",0.071
"2439","RPS19P3",0.071
"2440","SOCS2",0.071
"2441","SRPRA",0.071
"2442","CLTA",0.07
"2443","DHX30",0.07
"2444","MAML2",0.07
"2445","NRDC",0.07
"2446","PSMA5",0.07
"2447","CMTM4",0.069
"2448","CWC15",0.069
"2449","HSD17B10",0.069
"2450","MRPL28",0.069
"2451","MTERF3",0.069
"2452","NR1D2",0.069
"2453","SYMPK",0.069
"2454","CHD9",0.068
"2455","EFEMP2",0.068
"2456","GJB3",0.068
"2457","HLA-DQA1",0.068
"2458","PURB",0.068
"2459","RNF167",0.068
"2460","TCF7L2",0.068
"2461","TM2D1",0.068
"2462","ABHD17B",0.067
"2463","ARHGAP26",0.067
"2464","BAP1",0.067
"2465","EIF3J-AS1",0.067
"2466","KHNYN",0.067
"2467","MTMR4",0.067
"2468","OGFOD3",0.067
"2469","PANK3",0.067
"2470","PCK2",0.067
"2471","PDAP1",0.067
"2472","PEX2",0.067
"2473","PTRH1",0.067
"2474","STK25",0.067
"2475","SYTL1",0.067
"2476","BET1",0.066
"2477","ECHDC1",0.066
"2478","EIF1AD",0.066
"2479","GPBP1L1",0.066
"2480","IREB2",0.066
"2481","PIK3C2A",0.066
"2482","RAB24",0.066
"2483","SURF1",0.066
"2484","TXNL1",0.066
"2485","ZNF766",0.066
"2486","AC005521.1",0.065
"2487","CENPX",0.065
"2488","CXADR",0.065
"2489","FERMT1",0.065
"2490","HYAL2",0.065
"2491","KMT2E",0.065
"2492","NOL11",0.065
"2493","PPL",0.065
"2494","RUVBL2",0.065
"2495","TRUB2",0.065
"2496","WDR59",0.065
"2497","AC093484.5",0.064
"2498","BRIX1",0.064
"2499","DDX39A",0.064
"2500","KIZ",0.064
"2501","MPHOSPH10",0.064
"2502","NME2P1",0.064
"2503","OXSR1",0.064
"2504","SMCO4",0.064
"2505","SNAPC1",0.064
"2506","ZC3H13",0.064
"2507","CREB3L1",0.063
"2508","ETFB",0.063
"2509","LAMTOR2",0.063
"2510","LRIF1",0.063
"2511","PIK3C3",0.063
"2512","SCIN",0.063
"2513","SPTY2D1",0.063
"2514","SUZ12",0.063
"2515","AL133260.1",0.062
"2516","CINP",0.062
"2517","MBNL2",0.062
"2518","MID1",0.062
"2519","RPL10P6",0.062
"2520","TMEM243",0.062
"2521","TNS4",0.062
"2522","WDR33",0.062
"2523","AC004130.1",0.061
"2524","ARL4D",0.061
"2525","C12orf45",0.061
"2526","CHST9",0.061
"2527","CNOT2",0.061
"2528","DBI",0.061
"2529","DNAJC7",0.061
"2530","KMT2C",0.061
"2531","PMF1",0.061
"2532","PTDSS1",0.061
"2533","RPL23AP42",0.061
"2534","SGTA",0.061
"2535","SLC25A36",0.061
"2536","TRABD",0.061
"2537","HOOK2",0.06
"2538","LAMTOR1",0.06
"2539","C12orf65",0.059
"2540","COMTD1",0.059
"2541","CROT",0.059
"2542","CYTH2",0.059
"2543","GLRX2",0.059
"2544","LXN",0.059
"2545","PRSS21",0.059
"2546","SELENOW",0.059
"2547","TXLNA",0.059
"2548","C4orf3",0.058
"2549","DCAF7",0.058
"2550","DCP2",0.058
"2551","ERO1B",0.058
"2552","GIGYF2",0.058
"2553","LGALS4",0.058
"2554","NDUFV1",0.058
"2555","PKNOX1",0.058
"2556","SFXN1",0.058
"2557","STK39",0.058
"2558","ARPC5",0.057
"2559","DHRS4L2",0.057
"2560","EIF3J",0.057
"2561","SECISBP2",0.057
"2562","AEBP2",0.056
"2563","CHORDC1",0.056
"2564","ENAH",0.056
"2565","FAM60A",0.056
"2566","GLIPR1",0.056
"2567","LYPD6B",0.056
"2568","NPC1",0.056
"2569","NT5DC1",0.056
"2570","QTRT1",0.056
"2571","VCP",0.056
"2572","YIPF1",0.056
"2573","AC008124.1",0.055
"2574","CCNDBP1",0.055
"2575","CREBBP",0.055
"2576","DNPH1",0.055
"2577","ISG20L2",0.055
"2578","MAP1LC3B2",0.055
"2579","MED19",0.055
"2580","MOB3C",0.055
"2581","MYO6",0.055
"2582","PGM3",0.055
"2583","PPP2CA",0.055
"2584","PPP4R3B",0.055
"2585","PRR5",0.055
"2586","QSOX1",0.055
"2587","RBBP6",0.055
"2588","SH3PXD2A",0.055
"2589","SMAGP",0.055
"2590","TCERG1",0.055
"2591","TMEM18",0.055
"2592","TMEM54",0.055
"2593","TPM3",0.055
"2594","TSR2",0.055
"2595","AP1S3",0.054
"2596","ATXN3",0.054
"2597","ERH",0.054
"2598","MOV10",0.054
"2599","NEMF",0.054
"2600","PPP4R2",0.054
"2601","PSMC5",0.054
"2602","RCN2",0.054
"2603","SRP19",0.054
"2604","STAP2",0.054
"2605","THRB",0.054
"2606","TRMT1",0.054
"2607","AL157935.1",0.053
"2608","ARID4B",0.053
"2609","C6orf141",0.053
"2610","CELF1",0.053
"2611","GOLGB1",0.053
"2612","ITPR3",0.053
"2613","MAEA",0.053
"2614","NDUFAB1",0.053
"2615","PCIF1",0.053
"2616","POLR2H",0.053
"2617","PPIL4",0.053
"2618","RNF181",0.053
"2619","RXRB",0.053
"2620","SNHG7",0.053
"2621","ST5",0.053
"2622","YIPF4",0.053
"2623","ARIH2",0.052
"2624","CASC3",0.052
"2625","DDX56",0.052
"2626","DFFA",0.052
"2627","FARSB",0.052
"2628","HMGCL",0.052
"2629","IWS1",0.052
"2630","MARF1",0.052
"2631","PDLIM5",0.052
"2632","SSBP1",0.052
"2633","AC024940.2",0.051
"2634","ALG2",0.051
"2635","BEX2",0.051
"2636","CDC16",0.051
"2637","ILKAP",0.051
"2638","LPGAT1",0.051
"2639","MICU2",0.051
"2640","MLH3",0.051
"2641","PTS",0.051
"2642","SLC30A4",0.051
"2643","TBCA",0.051
"2644","ATP2A2",0.05
"2645","ATP6V1C1",0.05
"2646","KMT2A",0.05
"2647","PADI1",0.05
"2648","PAPOLG",0.05
"2649","PRR14L",0.05
"2650","COMMD5",0.049
"2651","DDB1",0.049
"2652","HLA-G",0.049
"2653","IARS2",0.049
"2654","INTS13",0.049
"2655","MKRN1",0.049
"2656","PPP1R21",0.049
"2657","PTBP3",0.049
"2658","RASD1",0.049
"2659","SNRPA",0.049
"2660","SSU72",0.049
"2661","STX4",0.049
"2662","AC078817.1",0.048
"2663","BAZ1B",0.048
"2664","CDS2",0.048
"2665","DPM1",0.048
"2666","GJA1",0.048
"2667","H3F3A",0.048
"2668","OSER1",0.048
"2669","PBX1",0.048
"2670","REXO4",0.048
"2671","SLC50A1",0.048
"2672","TOMM34",0.048
"2673","ACVR1B",0.047
"2674","CDC40",0.047
"2675","CYTOR",0.047
"2676","DDX24",0.047
"2677","DNPEP",0.047
"2678","EBP",0.047
"2679","FAM46B",0.047
"2680","GNL1",0.047
"2681","MT1X",0.047
"2682","MTRNR2L8",0.047
"2683","MYL12A",0.047
"2684","PLD3",0.047
"2685","RAD23B",0.047
"2686","RIC3",0.047
"2687","TC2N",0.047
"2688","WDR82",0.047
"2689","AL136531.3",0.046
"2690","AL139095.2",0.046
"2691","ASAH1",0.046
"2692","CCDC50",0.046
"2693","CCSER1",0.046
"2694","DPH3",0.046
"2695","EFTUD2",0.046
"2696","FAM168B",0.046
"2697","GK",0.046
"2698","IMP3",0.046
"2699","KDM2A",0.046
"2700","MED13L",0.046
"2701","RPL7P23",0.046
"2702","RTN3",0.046
"2703","TMEM230",0.046
"2704","B4GALT7",0.045
"2705","C2orf54",0.045
"2706","CTU1",0.045
"2707","DDX17",0.045
"2708","GSTM3",0.045
"2709","OAZ2",0.045
"2710","PPCS",0.045
"2711","SC5D",0.045
"2712","AC132192.1",0.044
"2713","AL033519.2",0.044
"2714","COPS3",0.044
"2715","CYP4B1",0.044
"2716","H2AFV",0.044
"2717","HMGB1P6",0.044
"2718","LAD1",0.044
"2719","MAP4",0.044
"2720","MRPL40",0.044
"2721","MYO1E",0.044
"2722","RBM5",0.044
"2723","SAFB2",0.044
"2724","SNRPC",0.044
"2725","TLK1",0.044
"2726","CUL5",0.043
"2727","EFNB1",0.043
"2728","ERLEC1",0.043
"2729","KIFC3",0.043
"2730","LARP1B",0.043
"2731","MANF",0.043
"2732","NME1",0.043
"2733","PKN2",0.043
"2734","PRPSAP1",0.043
"2735","SAR1A",0.043
"2736","SLK",0.043
"2737","TMC4",0.043
"2738","VPS72",0.043
"2739","DDX19B",0.042
"2740","GSTA1",0.042
"2741","HDAC2",0.042
"2742","MAP3K9",0.042
"2743","YIPF6",0.042
"2744","CHCHD6",0.041
"2745","CLIP1",0.041
"2746","CNOT6L",0.041
"2747","ERV3-1",0.041
"2748","MMP24-AS1",0.041
"2749","NDUFA10",0.041
"2750","PRKCA",0.041
"2751","RNA5SP151",0.041
"2752","RSPH3",0.041
"2753","SPTSSA",0.041
"2754","ADRB2",0.04
"2755","BOP1",0.04
"2756","ETS1",0.04
"2757","FAM174A",0.04
"2758","FBXW7",0.04
"2759","OPA3",0.04
"2760","SRP9",0.04
"2761","TEX264",0.04
"2762","TLE2",0.04
"2763","WIPF2",0.04
"2764","HOMER1",0.039
"2765","ILF3",0.039
"2766","KIAA2026",0.039
"2767","NSD1",0.039
"2768","ZBTB2",0.039
"2769","ADGRG6",0.038
"2770","CCDC117",0.038
"2771","IFI27L2",0.038
"2772","MAX",0.038
"2773","NDUFB4",0.038
"2774","NFYB",0.038
"2775","NTF3",0.038
"2776","SRPX2",0.038
"2777","TMEM136",0.038
"2778","ARFGAP3",0.037
"2779","CKB",0.037
"2780","MED11",0.037
"2781","MICA",0.037
"2782","MIR222HG",0.037
"2783","MYNN",0.037
"2784","NEDD1",0.037
"2785","SLC20A1",0.037
"2786","SRFBP1",0.037
"2787","TMEM192",0.037
"2788","ARL14EP",0.036
"2789","CAST",0.036
"2790","HAS3",0.036
"2791","IFT43",0.036
"2792","MARCH6",0.036
"2793","MRPS36",0.036
"2794","NOSIP",0.036
"2795","POM121C",0.036
"2796","PPIG",0.036
"2797","PSMB9",0.036
"2798","PTMS",0.036
"2799","RB1",0.036
"2800","RBX1",0.036
"2801","RPL12P16",0.036
"2802","TIMM9",0.036
"2803","TPRA1",0.036
"2804","TUBB2A",0.036
"2805","ZNF271P",0.036
"2806","ADNP2",0.035
"2807","AL133243.3",0.035
"2808","ATF4",0.035
"2809","CLOCK",0.035
"2810","FARSA",0.035
"2811","HBS1L",0.035
"2812","MAML1",0.035
"2813","MCC",0.035
"2814","NDUFC1",0.035
"2815","NLN",0.035
"2816","PDCD6IP",0.035
"2817","PGM1",0.035
"2818","POLR2C",0.035
"2819","PRKY",0.035
"2820","SNAPIN",0.035
"2821","SRRT",0.035
"2822","ABCD3",0.034
"2823","COG3",0.034
"2824","DEGS1",0.034
"2825","DPP7",0.034
"2826","FAM214A",0.034
"2827","IMPDH2",0.034
"2828","MPP6",0.034
"2829","NSUN4",0.034
"2830","PFKL",0.034
"2831","SELENBP1",0.034
"2832","TMEM237",0.034
"2833","ZNF638",0.034
"2834","AHSA2",0.033
"2835","BOLA3",0.033
"2836","C7orf50",0.033
"2837","CCDC59",0.033
"2838","CPA6",0.033
"2839","DNAJB11",0.033
"2840","EEF1DP1",0.033
"2841","GNAI2",0.033
"2842","HNRNPH2",0.033
"2843","SBF2",0.033
"2844","SELENOP",0.033
"2845","SNRNP200",0.033
"2846","ZNF335",0.033
"2847","C16orf72",0.032
"2848","GABPB1",0.032
"2849","KPNA3",0.032
"2850","MAGEF1",0.032
"2851","MT2P1",0.032
"2852","NENF",0.032
"2853","PPP1R7",0.032
"2854","RBM7",0.032
"2855","RPL34P18",0.032
"2856","SDC2",0.032
"2857","TET2",0.032
"2858","TMEM208",0.032
"2859","BANP",0.031
"2860","CCDC28A",0.031
"2861","DCTD",0.031
"2862","NOP14",0.031
"2863","PRCP",0.031
"2864","RSRP1",0.031
"2865","VPS4B",0.031
"2866","AC009362.1",0.03
"2867","CNGA1",0.03
"2868","GART",0.03
"2869","OXR1",0.03
"2870","PAPD5",0.03
"2871","PRPSAP2",0.03
"2872","PWWP2A",0.03
"2873","RAP1B",0.03
"2874","RCHY1",0.03
"2875","ROBO1",0.03
"2876","RPL30P4",0.03
"2877","SGPP2",0.03
"2878","WBP2",0.03
"2879","YME1L1",0.03
"2880","ZDHHC9",0.03
"2881","AC079140.2",0.029
"2882","ACTR6",0.029
"2883","AGPAT2",0.029
"2884","ARFIP2",0.029
"2885","FAM13A",0.029
"2886","MACROD1",0.029
"2887","MOB1A",0.029
"2888","MRPL35",0.029
"2889","NAA35",0.029
"2890","PAK1IP1",0.029
"2891","SPAG7",0.029
"2892","ZNF430",0.029
"2893","AL512274.1",0.028
"2894","BLOC1S6",0.028
"2895","CAPZA1",0.028
"2896","DNAJA2",0.028
"2897","EPHX1",0.028
"2898","FEM1C",0.028
"2899","FOXK2",0.028
"2900","HEXB",0.028
"2901","ING5",0.028
"2902","ISOC2",0.028
"2903","LAMB3",0.028
"2904","MMP14",0.028
"2905","MPST",0.028
"2906","MRS2",0.028
"2907","NCBP2-AS2",0.028
"2908","POLR2M",0.028
"2909","RABL3",0.028
"2910","SLC16A5",0.028
"2911","SNHG5",0.028
"2912","TBC1D2",0.028
"2913","ATP11C",0.027
"2914","ATP6V0B",0.027
"2915","BMS1",0.027
"2916","CDC27",0.027
"2917","CLDN11",0.027
"2918","CPSF4",0.027
"2919","KIAA0368",0.027
"2920","NDUFAF3",0.027
"2921","NFIC",0.027
"2922","PGLS",0.027
"2923","PHLDB3",0.027
"2924","PID1",0.027
"2925","RABAC1",0.027
"2926","RUFY3",0.027
"2927","SLC19A2",0.027
"2928","TM2D3",0.027
"2929","YPEL3",0.027
"2930","ATP6V1E1",0.026
"2931","CCDC14",0.026
"2932","DIDO1",0.026
"2933","EFEMP1",0.026
"2934","FAM86DP",0.026
"2935","FRMD6",0.026
"2936","HDGF",0.026
"2937","MET",0.026
"2938","MTERF4",0.026
"2939","RRP1B",0.026
"2940","SERPINE2",0.026
"2941","TAB2",0.026
"2942","TM9SF2",0.026
"2943","ZNF195",0.026
"2944","ARL5A",0.025
"2945","BBX",0.025
"2946","BORCS7",0.025
"2947","CRELD1",0.025
"2948","ERP44",0.025
"2949","EXOSC7",0.025
"2950","FIS1",0.025
"2951","LSM5",0.025
"2952","LSM7",0.025
"2953","MBNL1",0.025
"2954","MRPL1",0.025
"2955","NEBL",0.025
"2956","PGM2L1",0.025
"2957","PPP6R3",0.025
"2958","TRMT61A",0.025
"2959","ZDHHC16",0.025
"2960","ARRDC2",0.024
"2961","ATL3",0.024
"2962","C6orf89",0.024
"2963","EIF1B",0.024
"2964","LETMD1",0.024
"2965","NARS2",0.024
"2966","NPEPPS",0.024
"2967","ODF2L",0.024
"2968","RASA2",0.024
"2969","SAP30BP",0.024
"2970","TM9SF4",0.024
"2971","TTC9C",0.024
"2972","BLVRA",0.023
"2973","CMC1",0.023
"2974","DBF4",0.023
"2975","ERGIC1",0.023
"2976","FAM60CP",0.023
"2977","FBXO21",0.023
"2978","GPD2",0.023
"2979","KLC1",0.023
"2980","KLK11",0.023
"2981","PM20D2",0.023
"2982","RRP15",0.023
"2983","SERTAD2",0.023
"2984","SNRNP40",0.023
"2985","TMA7",0.023
"2986","ZADH2",0.023
"2987","ZFP91",0.023
"2988","ZMYM5",0.023
"2989","ABCC5",0.022
"2990","ARRDC1",0.022
"2991","BABAM1",0.022
"2992","BTAF1",0.022
"2993","C1orf109",0.022
"2994","CTPS1",0.022
"2995","MNT",0.022
"2996","MYO10",0.022
"2997","PAX9",0.022
"2998","PDRG1",0.022
"2999","POU2F1",0.022
"3000","PSMG1",0.022
"3001","PYM1",0.022
"3002","RNF216",0.022
"3003","SCRN1",0.022
"3004","TPBG",0.022
"3005","ZNF770",0.022
"3006","AC244093.2",0.021
"3007","CCT2",0.021
"3008","CEP104",0.021
"3009","CXXC5",0.021
"3010","DCAKD",0.021
"3011","FTH1P3",0.021
"3012","NDE1",0.021
"3013","PDCD2L",0.021
"3014","RALY",0.021
"3015","RASA1",0.021
"3016","SCGB2A1",0.021
"3017","SIVA1",0.021
"3018","SNHG6",0.021
"3019","ZNF131",0.021
"3020","ADGRA3",0.02
"3021","API5",0.02
"3022","CCNC",0.02
"3023","CEP83",0.02
"3024","COBLL1",0.02
"3025","DYNLT3",0.02
"3026","IFI16",0.02
"3027","KAT6A",0.02
"3028","KIAA0907",0.02
"3029","KRT8P3",0.02
"3030","LMTK3",0.02
"3031","MTR",0.02
"3032","MTSS1",0.02
"3033","RING1",0.02
"3034","RSF1",0.02
"3035","RTP4",0.02
"3036","SHOC2",0.02
"3037","SLC25A17",0.02
"3038","SLC26A4-AS1",0.02
"3039","TSPYL2",0.02
"3040","TTC1",0.02
"3041","BTF3L4",0.019
"3042","CRELD2",0.019
"3043","CYFIP1",0.019
"3044","DGAT2",0.019
"3045","EML4",0.019
"3046","GDI2",0.019
"3047","MPLKIP",0.019
"3048","MPV17",0.019
"3049","PRPF38B",0.019
"3050","RNF5",0.019
"3051","RYBP",0.019
"3052","SEC24A",0.019
"3053","ZNF292",0.019
"3054","C1orf132",0.018
"3055","CDKN1C",0.018
"3056","FBXO8",0.018
"3057","GAK",0.018
"3058","HSF1",0.018
"3059","IMPA1",0.018
"3060","ITGAE",0.018
"3061","MRPL16",0.018
"3062","RPS6KA5",0.018
"3063","SIN3B",0.018
"3064","SNX1",0.018
"3065","ST6GAL1",0.018
"3066","TMEM30B",0.018
"3067","TOP2B",0.018
"3068","TWIST2",0.018
"3069","ZNF83",0.018
"3070","ACYP2",0.017
"3071","AKT2",0.017
"3072","ANKH",0.017
"3073","ARMCX2",0.017
"3074","BUB3",0.017
"3075","COMMD4",0.017
"3076","DCUN1D5",0.017
"3077","FGD6",0.017
