"","GENE","FREQUENCY"
"1081","DERL2",0.445
"1082","DHRS4-AS1",0.445
"1083","FAM210A",0.445
"1084","MED8",0.445
"1085","PSMB6",0.445
"1086","PSMD12",0.445
"1087","RNA5SP151",0.445
"1088","TXNL1",0.445
"1089","ZNF208",0.445
"1090","ANK3",0.444
"1091","B4GALT3",0.444
"1092","BACE2",0.444
"1093","DHX16",0.444
"1094","DNAJC2",0.444
"1095","FOXC1",0.444
"1096","GPRC5D-AS1",0.444
"1097","GSTK1",0.444
"1098","LCMT1",0.444
"1099","MAF1",0.444
"1100","MRPL37",0.444
"1101","OSBPL8",0.444
"1102","SFRP1",0.444
"1103","TXNDC9",0.444
"1104","YDJC",0.444
"1105","CYP20A1",0.443
"1106","ELMSAN1",0.443
"1107","MLLT10",0.443
"1108","S100A10",0.443
"1109","STK32C",0.443
"1110","PDE7A",0.442
"1111","STAG3L2",0.442
"1112","EIF4G2",0.441
"1113","ACSL1",0.44
"1114","LPIN2",0.44
"1115","PON2",0.44
"1116","RBBP7",0.44
"1117","RPLP0P6",0.44
"1118","TCEAL8",0.44
"1119","LAP3",0.439
"1120","SEC24D",0.439
"1121","SLC25A6.1",0.439
"1122","SPOP",0.439
"1123","POLR2K",0.438
"1124","SNRNP25",0.438
"1125","XPO4",0.438
"1126","HNRNPF",0.437
"1127","NACA3P",0.437
"1128","ZCCHC17",0.437
"1129","FAM120AOS",0.436
"1130","IFT27",0.436
"1131","PNRC2",0.436
"1132","RMND5B",0.436
"1133","RNF141",0.436
"1134","RRAS",0.436
"1135","TMEM30A",0.436
"1136","TYW3",0.436
"1137","C6orf89",0.435
"1138","KLHDC3",0.435
"1139","LINC01278",0.435
"1140","MBD4",0.435
"1141","PEPD",0.435
"1142","PFN1P1",0.435
"1143","PRDM2",0.435
"1144","PSMF1",0.435
"1145","PXDC1",0.435
"1146","RPS3AP6",0.435
"1147","TRAPPC3",0.435
"1148","WBP4",0.435
"1149","AC120036.1",0.434
"1150","NDUFB2",0.434
"1151","NPM3",0.434
"1152","PES1",0.434
"1153","RPL13AP7",0.434
"1154","ATP6V1B1",0.433
"1155","BAG1",0.433
"1156","C1D",0.433
"1157","DHRS4",0.433
"1158","HIKESHI",0.433
"1159","NPRL2",0.433
"1160","PTS",0.433
"1161","TMCO3",0.433
"1162","PSPH",0.432
"1163","ARMC1",0.431
"1164","FXYD5",0.431
"1165","LTV1",0.431
"1166","NCBP1",0.431
"1167","NNT-AS1",0.431
"1168","PARD3",0.431
"1169","PFKFB2",0.431
"1170","QSOX1",0.431
"1171","SAV1",0.431
"1172","STC2",0.431
"1173","CFDP1",0.43
"1174","MRPS33",0.43
"1175","AARS",0.429
"1176","PIGC",0.429
"1177","CREB3L2",0.428
"1178","DCTN3",0.428
"1179","DERL1",0.428
"1180","KCTD9",0.428
"1181","KRT6B",0.428
"1182","MAPRE1",0.428
"1183","NDUFC2",0.428
"1184","NKAP",0.428
"1185","NSD1",0.428
"1186","PRSS23",0.428
"1187","SSSCA1",0.428
"1188","TCEAL3",0.428
"1189","BAD",0.427
"1190","TAF13",0.427
"1191","BOLA1",0.426
"1192","C7orf73",0.426
"1193","DPM2",0.426
"1194","EPB41L5",0.426
"1195","LRRFIP1",0.426
"1196","PLRG1",0.426
"1197","PURA",0.426
"1198","BEX3",0.425
"1199","NR6A1",0.425
"1200","OST4",0.425
"1201","RPL10P16",0.425
"1202","AIP",0.424
"1203","ARHGEF12",0.424
"1204","DIDO1",0.424
"1205","HSPA4",0.424
"1206","LAD1",0.424
"1207","NDUFAF5",0.424
"1208","TBC1D20",0.424
"1209","CD2BP2",0.423
"1210","COL6A2",0.423
"1211","EMD",0.423
"1212","GTF2H1",0.423
"1213","HCFC1R1",0.423
"1214","HDHD5",0.423
"1215","IL13RA1",0.423
"1216","ILF3",0.423
"1217","IRS2",0.423
"1218","JAGN1",0.423
"1219","KBTBD7",0.423
"1220","KIAA1191",0.423
"1221","KTN1",0.423
"1222","LMO7",0.423
"1223","MGST2",0.423
"1224","MYO10",0.423
"1225","PANK2",0.423
"1226","POLR2E",0.423
"1227","RPL23P8",0.423
"1228","SMIM14",0.423
"1229","SRP19",0.423
"1230","TPTEP1",0.423
"1231","TXLNG",0.423
"1232","WDR1",0.423
"1233","WDR18",0.423
"1234","AP000769.1",0.422
"1235","ATP1B3",0.422
"1236","GSTP1",0.422
"1237","HOXC10",0.422
"1238","MFSD1",0.422
"1239","PEX13",0.422
"1240","PTMS",0.422
"1241","A2ML1",0.421
"1242","CCDC91",0.421
"1243","DHX30",0.421
"1244","DLD",0.421
"1245","HSPBP1",0.421
"1246","KMT2A",0.421
"1247","PSMC5",0.421
"1248","RPL4P4",0.421
"1249","SNU13",0.421
"1250","AC008771.1",0.42
"1251","ACTN4",0.42
"1252","ATP6AP1",0.42
"1253","FSCN1",0.42
"1254","GGH",0.42
"1255","H1F0",0.42
"1256","HCFC1",0.42
"1257","NDUFS2",0.42
"1258","OXLD1",0.42
"1259","PICALM",0.42
"1260","POGK",0.42
"1261","RGL2",0.42
"1262","SBDS",0.42
"1263","SLAIN2",0.42
"1264","SUGP2",0.42
"1265","SYPL1",0.42
"1266","ATP13A3",0.419
"1267","AKT2",0.418
"1268","CEP70",0.418
"1269","FZD7",0.418
"1270","GAS5",0.418
"1271","PSMD3",0.418
"1272","SF3A1",0.418
"1273","TMEM176B",0.418
"1274","TULP3",0.418
"1275","GLG1",0.417
"1276","KDM5B",0.417
"1277","NEU1",0.417
"1278","HOOK3",0.416
"1279","TUBA4A",0.416
"1280","EGFR",0.415
"1281","RSL24D1",0.415
"1282","BCL2L12",0.414
"1283","BDH1",0.414
"1284","COPS6",0.414
"1285","CRLS1",0.414
"1286","DDOST",0.414
"1287","EHF",0.414
"1288","GNPAT",0.414
"1289","SHC1",0.414
"1290","TAF10",0.414
"1291","ZNF302",0.414
"1292","GFPT1",0.413
"1293","NDUFA11",0.413
"1294","ADAM10",0.412
"1295","BUD23",0.412
"1296","CFLAR",0.412
"1297","CLNS1A",0.412
"1298","DNPH1",0.412
"1299","FAM213A",0.412
"1300","HACD1",0.412
"1301","HIST3H2A",0.412
"1302","HOXB7",0.412
"1303","IMP3",0.412
"1304","ITPA",0.412
"1305","MARCKSL1",0.412
"1306","MICA",0.412
"1307","MINDY2",0.412
"1308","MIR1244-2",0.412
"1309","NELFCD",0.412
"1310","VPS13A",0.412
"1311","IGBP1",0.411
"1312","MHENCR",0.411
"1313","NEPRO",0.411
"1314","NFAT5",0.411
"1315","THAP5",0.411
"1316","AC018521.5",0.41
"1317","COQ10B",0.41
"1318","FOXP4-AS1",0.41
"1319","GOLM1",0.41
"1320","LSM4",0.41
"1321","MAP1LC3B",0.41
"1322","MYCBP2",0.41
"1323","RFXANK",0.41
"1324","AL009174.1",0.409
"1325","ANAPC13",0.409
"1326","ETFB",0.409
"1327","ZNF524",0.409
"1328","FDFT1",0.408
"1329","GEMIN7",0.408
"1330","GPATCH2",0.408
"1331","HADH",0.408
"1332","KIF9",0.408
"1333","LAMTOR3",0.408
"1334","RAC1P2",0.408
"1335","RPL5P17",0.408
"1336","SSNA1",0.408
"1337","TBCC",0.408
"1338","THAP4",0.408
"1339","ZNF529",0.408
"1340","BRAT1",0.407
"1341","SERTAD1",0.407
"1342","SLC44A4",0.407
"1343","CCT4",0.406
"1344","CETN3",0.406
"1345","DNAL4",0.406
"1346","DYNLL2",0.406
"1347","EXOSC8",0.406
"1348","KIN",0.406
"1349","LRRC59",0.406
"1350","PLS3",0.406
"1351","SMARCC1",0.406
"1352","TMEM141",0.406
"1353","WDR5",0.406
"1354","WDR61",0.406
"1355","ATP1A1",0.405
"1356","CREB1",0.405
"1357","TSEN34",0.405
"1358","AC131235.1",0.404
"1359","FBXO17",0.404
"1360","GYG1",0.404
"1361","NUP54",0.404
"1362","PLEKHJ1",0.404
"1363","SMOX",0.404
"1364","SNRNP27",0.404
"1365","TPRKB",0.404
"1366","ZNF677",0.404
"1367","AC007405.3",0.403
"1368","CSE1L",0.403
"1369","CSNK1E",0.403
"1370","CTDNEP1",0.403
"1371","EGR2",0.403
"1372","KLF13",0.403
"1373","NRDC",0.403
"1374","PDXK",0.403
"1375","PLXDC2",0.403
"1376","PYGB",0.403
"1377","RAB7A",0.403
"1378","RPS7P3",0.403
"1379","IVNS1ABP",0.402
"1380","THOC2",0.402
"1381","VEZT",0.402
"1382","ZMYM5",0.402
"1383","AC024619.4",0.401
"1384","C5orf42",0.401
"1385","C8orf82",0.401
"1386","DUT",0.401
"1387","HMGB1P5",0.401
"1388","RSU1",0.401
"1389","MLLT1",0.4
"1390","NR3C1",0.4
"1391","PRLR",0.4
"1392","RAB22A",0.4
"1393","ARL1",0.399
"1394","C19orf60",0.399
"1395","GPR107",0.398
"1396","HIGD1A",0.398
"1397","MAD2L1",0.398
"1398","MSL1",0.398
"1399","SIL1",0.398
"1400","TRPC4AP",0.398
"1401","C2orf40",0.397
"1402","CIR1",0.397
"1403","HIST1H2BD",0.397
"1404","IER5",0.397
"1405","TCEA3",0.397
"1406","FOSL1",0.396
"1407","MED31",0.396
"1408","ORC4",0.396
"1409","AIG1",0.395
"1410","BAMBI",0.395
"1411","GPM6B",0.395
"1412","PRKCSH",0.395
"1413","SERPINB5",0.395
"1414","ANAPC11",0.394
"1415","CA13",0.394
"1416","COQ4",0.394
"1417","EIF1AX",0.394
"1418","FAM46A",0.394
"1419","NCOA6",0.394
"1420","PLEKHB1",0.393
"1421","SNRPEP2",0.393
"1422","WAC",0.393
"1423","PTAR1",0.392
"1424","TMEM256",0.392
"1425","AC005776.1",0.391
"1426","ANKRD36",0.391
"1427","MRFAP1",0.391
"1428","NAP1L4",0.391
"1429","NDUFAF8",0.391
"1430","SPG7",0.391
"1431","SPACA9",0.39
"1432","TNNC1",0.39
"1433","AKIRIN1",0.389
"1434","MTIF3",0.389
"1435","WDR37",0.389
"1436","B4GALT7",0.388
"1437","CAPRIN1",0.388
"1438","FAM91A1",0.388
"1439","GALNT3",0.388
"1440","SLC25A33",0.388
"1441","TPM1",0.388
"1442","ASCL2",0.387
"1443","C15orf40",0.387
"1444","JMJD1C",0.387
"1445","PSME1",0.387
"1446","ENOSF1",0.386
"1447","MRPL2",0.386
"1448","PPP1CA",0.386
"1449","RNASET2",0.386
"1450","CUL2",0.385
"1451","DCTD",0.385
"1452","DDX42",0.385
"1453","ETFA",0.385
"1454","FAM217B",0.385
"1455","IL10RB",0.385
"1456","MIR200CHG",0.385
"1457","PDLIM5",0.385
"1458","PTTG1IP",0.385
"1459","STX17",0.385
"1460","TAF2",0.385
"1461","CARS",0.384
"1462","LIMCH1",0.384
"1463","NDUFA5",0.384
"1464","FAM20B",0.383
"1465","MAP2K3",0.383
"1466","ASNA1",0.382
"1467","EGLN1",0.382
"1468","HES1",0.382
"1469","ZCCHC6",0.382
"1470","HLA-DQB1",0.381
"1471","NOL4L",0.381
"1472","NOL7",0.381
"1473","PSMD2",0.381
"1474","PDAP1",0.38
"1475","ARF4",0.379
"1476","ENO1",0.379
"1477","AC005840.1",0.378
"1478","AC026403.1",0.378
"1479","CDC37L1",0.378
"1480","DRG1",0.378
"1481","FAM104B",0.378
"1482","MGAT1",0.378
"1483","PDZD8",0.378
"1484","RTL10",0.378
"1485","VPS35",0.378
"1486","ERBB3",0.377
"1487","FAM126A",0.377
"1488","PDIA3",0.377
"1489","SLC35F6",0.377
"1490","ATP6AP2",0.376
"1491","COL9A3",0.376
"1492","CTNND1",0.376
"1493","DAXX",0.376
"1494","HNRNPU",0.376
"1495","KIAA2013",0.376
"1496","MGAT4B",0.376
"1497","MRPL24",0.376
"1498","ORMDL2",0.376
"1499","PABPC4",0.376
"1500","PPP6R3",0.376
"1501","RPN1",0.376
"1502","SLC50A1",0.376
"1503","ST3GAL1",0.376
"1504","TINCR",0.376
"1505","TMEM59",0.376
"1506","VAPA",0.376
"1507","VPS28",0.376
"1508","CPEB4",0.374
"1509","FAF2",0.374
"1510","FAM84A",0.374
"1511","TNPO2",0.374
"1512","FAM122A",0.373
"1513","GOLGB1",0.373
"1514","SMARCE1",0.373
"1515","TIMM8B",0.373
"1516","ACD",0.372
"1517","CELF1",0.372
"1518","DNAJC15",0.372
"1519","EIF2S2",0.372
"1520","MRPL4",0.372
"1521","PARP1",0.371
"1522","RALGDS",0.371
"1523","RBM17",0.371
"1524","RTKN",0.371
"1525","ATPIF1",0.37
"1526","C12orf57",0.37
"1527","HLA-DRA",0.37
"1528","MRAS",0.37
"1529","PERP",0.37
"1530","RNF152",0.37
"1531","BCL11A",0.369
"1532","CEBPZOS",0.369
"1533","HIBCH",0.369
"1534","KLF10",0.369
"1535","PKP3",0.369
"1536","SH3PXD2A",0.369
"1537","ZRSR2",0.369
"1538","C11orf58",0.368
"1539","DCXR",0.368
"1540","DPH7",0.368
"1541","DPY30",0.368
"1542","FUNDC1",0.368
"1543","TEX10",0.368
"1544","TMSB4X",0.368
"1545","HRCT1",0.367
"1546","IGFBP2",0.367
"1547","MYBL2",0.367
"1548","ATP5F1",0.366
"1549","ATPAF2",0.366
"1550","CDK7",0.366
"1551","DNAJC25",0.366
"1552","KCNK5",0.366
"1553","KLHL24",0.366
"1554","MALAT1",0.366
"1555","MRPL45",0.366
"1556","RABIF",0.366
"1557","RPS19P7",0.366
"1558","SF3A3",0.366
"1559","ZNHIT2",0.366
"1560","ALG13",0.365
"1561","ARL6IP1",0.365
"1562","ATG12",0.365
"1563","CDKN2B",0.365
"1564","LRR1",0.365
"1565","SERINC1",0.365
"1566","SERTAD3",0.365
"1567","SRD5A3",0.365
"1568","TMEM106B",0.365
"1569","VEZF1",0.365
"1570","ACP1",0.364
"1571","AURKAIP1",0.364
"1572","FAM102A",0.364
"1573","IMP4",0.364
"1574","MIB1",0.364
"1575","MTCO2P12",0.364
"1576","TMED1",0.364
"1577","SLC1A6",0.363
"1578","ATF6",0.362
"1579","EIF1",0.362
"1580","OSTF1",0.362
"1581","ARMC8",0.361
"1582","EDF1",0.361
"1583","ZNF264",0.361
"1584","AC026366.1",0.36
"1585","AC087343.1",0.36
"1586","ALKBH5",0.36
"1587","OSBPL2",0.36
"1588","PTP4A1",0.36
"1589","SNX27",0.36
"1590","TMEM41A",0.36
"1591","VPS8",0.36
"1592","ZNF326",0.36
"1593","ZNHIT3",0.36
"1594","CRISPLD1",0.359
"1595","CTSV",0.359
"1596","NEAT1",0.359
"1597","NPC2",0.359
"1598","SCAMP3",0.359
"1599","SNX13",0.359
"1600","SQSTM1",0.359
"1601","TMEM191A",0.359
"1602","YKT6",0.359
"1603","EIF5A2",0.358
"1604","ELOVL1",0.358
"1605","MAIP1",0.358
"1606","NDUFB3",0.358
"1607","RASSF7",0.358
"1608","RAD23B",0.357
"1609","SH3GLB1",0.357
"1610","SLC11A2",0.357
"1611","DERA",0.356
"1612","GLUL",0.356
"1613","PUM3",0.356
"1614","ZNF827",0.356
"1615","FBXO21",0.355
"1616","PSMC4",0.355
"1617","ZMAT2",0.355
"1618","AC005261.2",0.354
"1619","CD9",0.354
"1620","EYA3",0.354
"1621","RPL7P6",0.354
"1622","AGO1",0.353
"1623","DFFA",0.353
"1624","HELZ2",0.353
"1625","NCOA7",0.353
"1626","COMT",0.352
"1627","GOLGA4",0.352
"1628","KCTD1",0.351
"1629","MT1F",0.351
"1630","VPS53",0.351
"1631","BTG2",0.35
"1632","PPIG",0.35
"1633","SPG21",0.35
"1634","TGIF1",0.35
"1635","TMEM115",0.35
"1636","CHD6",0.349
"1637","LINC01133",0.349
"1638","RHNO1",0.349
"1639","DDX50",0.348
"1640","SUMO3",0.348
"1641","TAF12",0.348
"1642","CLTB",0.347
"1643","LAMTOR5",0.347
"1644","NDUFB11",0.347
"1645","NUP58",0.347
"1646","PDHX",0.347
"1647","TAF7",0.347
"1648","GINM1",0.346
"1649","ZNF32",0.346
"1650","AC060780.1",0.345
"1651","KPNA3",0.345
"1652","RPL39L",0.345
"1653","SLC35F5",0.345
"1654","TM9SF2",0.345
"1655","YEATS4",0.345
"1656","C1orf131",0.344
"1657","DLGAP1-AS2",0.344
"1658","MAP2K2",0.344
"1659","SUN1",0.344
"1660","CHTOP",0.343
"1661","IDH2",0.342
"1662","NFKBIE",0.342
"1663","TPM3",0.342
"1664","TRAPPC4",0.342
"1665","ATP5A1",0.341
"1666","COX6CP1",0.341
"1667","CWC25",0.341
"1668","CYB5R2",0.341
"1669","FAM129B",0.341
"1670","CDKN1C",0.34
"1671","AP002784.2",0.339
"1672","DYNLT1",0.339
"1673","PFDN1",0.339
"1674","DDR1",0.338
"1675","HEXB",0.338
"1676","HIST1H4I",0.338
"1677","HNRNPA2B1",0.338
"1678","CUL4A",0.337
"1679","EIF4E2",0.337
"1680","MRPS6",0.337
"1681","PRCP",0.337
"1682","DNM1L",0.336
"1683","KBTBD2",0.336
"1684","PKM",0.336
"1685","TBCA",0.336
"1686","DBI",0.335
"1687","MAGOH",0.335
"1688","RBM18",0.335
"1689","ZNF529-AS1",0.334
"1690","CPQ",0.333
"1691","GPR180",0.332
"1692","MPV17L2",0.332
"1693","MRPL21",0.332
"1694","POP4",0.332
"1695","SELENOK",0.332
"1696","CACYBP",0.331
"1697","CCT5",0.331
"1698","CSNK2B",0.331
"1699","RPS7P10",0.331
"1700","LYSMD2",0.33
"1701","SNHG11",0.33
"1702","ARAF",0.329
"1703","CD320",0.329
"1704","EIF4EBP1",0.329
"1705","SLC16A3",0.329
"1706","TRMT1",0.329
"1707","ARV1",0.328
"1708","CASC3",0.327
"1709","CDKN1A",0.327
"1710","DVL3",0.327
"1711","GPBP1L1",0.327
"1712","MTX2",0.327
"1713","RB1",0.327
"1714","SEC11A",0.327
"1715","H2AFY",0.326
"1716","SURF2",0.326
"1717","MRPS21",0.325
"1718","ZNF652",0.325
"1719","AL122020.1",0.324
"1720","CDC42BPA",0.324
"1721","CENPN",0.324
"1722","CHPF",0.324
"1723","DCAF7",0.324
"1724","DOK5",0.324
"1725","EIF4EBP2",0.324
"1726","FARP1",0.324
"1727","MORF4L1P1",0.324
"1728","PPP4R3A",0.324
"1729","SPART",0.324
"1730","ZNF37A",0.324
"1731","ABLIM1",0.323
"1732","BOLA3",0.323
"1733","CCNG2",0.323
"1734","EIF4B",0.323
"1735","LAMTOR4",0.323
"1736","MVB12A",0.323
"1737","SDHD",0.323
"1738","TSEN15",0.323
"1739","EPM2AIP1",0.322
"1740","MDM2",0.322
"1741","PHB2",0.322
"1742","SCFD1",0.322
"1743","SEC61G",0.322
"1744","SELENBP1",0.322
"1745","HDHD3",0.321
"1746","RRS1",0.321
"1747","SLC31A1",0.321
"1748","TMEM160",0.321
"1749","ZNF644",0.321
"1750","HSPA14",0.32
"1751","LAMB3",0.32
"1752","TRPT1",0.32
"1753","AGPAT2",0.319
"1754","C12orf49",0.319
"1755","ZNF514",0.319
"1756","EIF5B",0.318
"1757","GCDH",0.318
"1758","GGCT",0.318
"1759","PIGT",0.318
"1760","PSMG3-AS1",0.318
"1761","ROPN1B",0.318
"1762","ZMIZ2",0.318
"1763","COIL",0.317
"1764","CA2",0.316
"1765","HSPH1",0.316
"1766","NUTF2",0.316
"1767","PAPOLA",0.316
"1768","RPRD1B",0.316
"1769","SUZ12",0.316
"1770","ZDHHC4",0.316
"1771","SRP68",0.315
"1772","CCDC124",0.313
"1773","HIST1H2BN",0.313
"1774","PDE4DIP",0.313
"1775","DDA1",0.312
"1776","PFDN4",0.312
"1777","TMEM11",0.312
"1778","TRIB3",0.312
"1779","ARL6IP5",0.311
"1780","CASK",0.311
"1781","GOLPH3L",0.311
"1782","ITM2C",0.311
"1783","PALLD",0.311
"1784","PXDNL",0.311
"1785","RABGGTB",0.311
"1786","TWSG1",0.311
"1787","ARIH2",0.31
"1788","C12orf75",0.31
"1789","CNP",0.31
"1790","CYC1",0.31
"1791","EHBP1",0.31
"1792","MTERF3",0.31
"1793","OCIAD1",0.31
"1794","RRAGD",0.31
"1795","ZNF100",0.31
"1796","EAPP",0.309
"1797","F12",0.309
"1798","GDF15",0.309
"1799","INHBB",0.309
"1800","LTBP4",0.309
"1801","MDFI",0.309
"1802","SPCS1",0.309
"1803","HNRNPA1P48",0.308
"1804","PART1",0.308
"1805","SLC52A2",0.308
"1806","SNRPFP1",0.308
"1807","C14orf119",0.307
"1808","SPHK1",0.307
"1809","SVIP",0.307
"1810","TAX1BP1",0.307
"1811","TMBIM1",0.307
"1812","ASS1",0.306
"1813","FBXW5",0.306
"1814","ZMYND8",0.306
"1815","CWC15",0.305
"1816","PSMB1",0.305
"1817","SF3B4",0.305
"1818","TNKS2",0.305
"1819","TPP2",0.305
"1820","DIMT1",0.304
"1821","THOC3",0.304
"1822","COPA",0.303
"1823","COPS7A",0.303
"1824","C12orf73",0.302
"1825","LITAF",0.302
"1826","RPS13P2",0.302
"1827","ZNF667-AS1",0.302
"1828","SLTM",0.301
"1829","ALYREF",0.3
"1830","FIS1",0.3
"1831","MFAP1",0.3
"1832","NAPRT",0.3
"1833","QKI",0.3
"1834","SNRNP200",0.3
"1835","TBC1D7",0.3
"1836","TIMM23",0.3
"1837","FAM177A1",0.299
"1838","CD164",0.298
"1839","COL11A2",0.298
"1840","COMMD3",0.298
"1841","DCUN1D5",0.298
"1842","HSD17B12",0.298
"1843","MKNK2",0.298
"1844","STX6",0.298
"1845","AC064807.1",0.297
"1846","PAXX",0.297
"1847","RSRC2",0.297
"1848","TRMT112",0.296
"1849","B3GALNT2",0.295
"1850","CHMP4B",0.295
"1851","CIAO1",0.295
"1852","PTGES2",0.295
"1853","RAF1",0.295
"1854","SLC38A2",0.295
"1855","NDUFA8",0.294
"1856","NRN1",0.294
"1857","SYNGR1",0.294
"1858","FAM171A1",0.293
"1859","CITED2",0.292
"1860","DNAJA1",0.292
"1861","MAP4",0.292
"1862","SLC39A9",0.292
"1863","TRMT112P6",0.292
"1864","ZDHHC24",0.292
"1865","ACOT13",0.291
"1866","NDUFAF4",0.29
"1867","RPL36AL",0.29
"1868","NSUN2",0.289
"1869","ING4",0.288
"1870","MAP3K8",0.288
"1871","NR1H2",0.288
"1872","PABPC1P3",0.288
"1873","SNX5",0.288
"1874","DNAJC19",0.287
"1875","TMEM170A",0.287
"1876","CSRP2",0.286
"1877","EPB41L2",0.286
"1878","HSD17B10",0.286
"1879","SPTSSA",0.285
"1880","AC112191.2",0.284
"1881","OGT",0.284
"1882","PPP1R11",0.284
"1883","SNX1",0.284
"1884","CLGN",0.283
"1885","HUWE1",0.283
"1886","LAMA5",0.283
"1887","TAGLN2",0.283
"1888","ZNF639",0.283
"1889","AP2M1",0.282
"1890","GARS",0.282
"1891","NDUFB10",0.282
"1892","PITPNA",0.282
"1893","ATG3",0.281
"1894","CAMK1D",0.281
"1895","GABRP",0.281
"1896","NUCB1",0.281
"1897","ITM2B",0.28
"1898","SCAND1",0.28
"1899","NACC2",0.279
"1900","ROPN1",0.279
"1901","STAU1",0.279
"1902","VLDLR-AS1",0.279
"1903","C4orf3",0.278
"1904","CD24",0.278
"1905","HTATIP2",0.278
"1906","LINC00511",0.278
"1907","NCBP2",0.278
"1908","PAIP2B",0.278
"1909","QARS",0.278
"1910","CRABP1",0.277
"1911","ETHE1",0.277
"1912","MICALL1",0.277
"1913","NUP50",0.277
"1914","SDF4",0.277
"1915","ZNF431",0.277
"1916","CCDC80",0.276
"1917","CEBPD",0.276
"1918","ZNF761",0.276
"1919","AP002360.2",0.275
"1920","FOXO1",0.275
"1921","ITFG1",0.275
"1922","MAP1B",0.275
"1923","NSA2",0.275
"1924","AL136454.1",0.274
"1925","BLOC1S2",0.274
"1926","FRMD3",0.274
"1927","HLA-F",0.274
"1928","OTUD6B",0.274
"1929","PEG10",0.274
"1930","RPP30",0.274
"1931","WDR34",0.274
"1932","ALG5",0.273
"1933","DTD1",0.273
"1934","FOLR1",0.273
"1935","HIPK2",0.273
"1936","IARS2",0.273
"1937","IDI1",0.273
"1938","ILF3-AS1",0.273
"1939","MRPL54",0.273
"1940","AC104212.2",0.272
"1941","ATL3",0.272
"1942","FRY",0.272
"1943","MAGIX",0.272
"1944","ST3GAL4",0.272
"1945","TBRG4",0.272
"1946","TMEM67",0.272
"1947","CHD3",0.271
"1948","ENSA",0.271
"1949","RABEPK",0.271
"1950","MNAT1",0.27
"1951","SFT2D2",0.27
"1952","WDR60",0.27
"1953","XKR9",0.27
"1954","ZNF335",0.27
"1955","CREBZF",0.269
"1956","CRYL1",0.269
"1957","MELTF",0.269
"1958","NCOA2",0.269
"1959","DNAAF2",0.268
"1960","RPA3",0.268
"1961","ACTR3B",0.267
"1962","CTSL",0.267
"1963","CXXC5",0.267
"1964","DMKN",0.267
"1965","FLYWCH2",0.267
"1966","NSMCE2",0.267
"1967","ATP5I",0.266
"1968","CDC123",0.266
"1969","EIF3FP3",0.266
"1970","LARS",0.266
"1971","MIEN1",0.266
"1972","RPL24P8",0.266
"1973","AFDN",0.263
"1974","HNRNPC",0.263
"1975","PTPRK",0.263
"1976","TIMM17B",0.262
"1977","LMNA",0.261
"1978","TMCO1",0.261
"1979","AC113935.1",0.26
"1980","DPAGT1",0.26
"1981","NCCRP1",0.26
"1982","POLR3GL",0.26
"1983","RIT1",0.26
"1984","SLC35B3",0.26
"1985","DNAJC16",0.258
"1986","GOT2",0.258
"1987","PDCL3",0.258
"1988","ST20",0.258
"1989","DBNDD1",0.257
"1990","RHEB",0.257
"1991","C1orf198",0.256
"1992","DSCR3",0.256
"1993","LAMTOR2",0.256
"1994","RINL",0.256
"1995","CC2D1A",0.255
"1996","LMAN2",0.255
"1997","PDZK1IP1",0.255
"1998","PHF6",0.255
"1999","AK6",0.254
"2000","CCSAP",0.254
"2001","COMMD9",0.254
"2002","GAST",0.254
"2003","MTND2P28",0.254
"2004","SLC35B1",0.254
"2005","WWP1",0.253
"2006","ADIPOR2",0.252
"2007","ISY1",0.252
"2008","MRPL55",0.252
"2009","RAB11A",0.252
"2010","PRADC1",0.251
"2011","RANBP2",0.251
"2012","CTSD",0.25
"2013","GTF2A2",0.249
"2014","SH3GL1",0.249
"2015","SMYD3",0.249
"2016","SNHG15",0.249
"2017","SNRPD1",0.249
"2018","TMEM230",0.249
"2019","BFAR",0.248
"2020","C1GALT1C1",0.248
"2021","DDX27",0.248
"2022","EFR3A",0.248
"2023","EIF4A3",0.248
"2024","IQGAP1",0.248
"2025","MARCH3",0.248
"2026","RHBDL2",0.248
"2027","RTCB",0.248
"2028","STAU2",0.248
"2029","TCEAL4",0.248
"2030","ZBTB44",0.248
"2031","ZNF576",0.248
"2032","DLGAP1-AS1",0.247
"2033","GDE1",0.247
"2034","MOSPD3",0.247
"2035","RING1",0.247
"2036","RNF6",0.247
"2037","RPRD1A",0.247
"2038","SWSAP1",0.247
"2039","TBCB",0.247
"2040","BTBD3",0.246
"2041","EBAG9",0.246
"2042","MANBAL",0.246
"2043","RBX1",0.246
"2044","YTHDF1",0.246
"2045","CARS2",0.245
"2046","TAF1",0.245
"2047","CHCHD10",0.244
"2048","DNASE2",0.244
"2049","HGSNAT",0.244
"2050","MAP9",0.244
"2051","NDUFA2",0.244
"2052","PSMA4",0.244
"2053","SUPT5H",0.244
"2054","ABHD12",0.243
"2055","GEMIN6",0.243
"2056","SLIRP",0.243
"2057","BAK1",0.242
"2058","DNAJB2",0.242
"2059","EWSR1",0.242
"2060","GPX4",0.242
"2061","HINT2",0.242
"2062","LEPROT",0.242
"2063","NDUFAF6",0.242
"2064","NECTIN4",0.242
"2065","PCGF5",0.242
"2066","RBP7",0.242
"2067","SLC3A2",0.242
"2068","SNRNP40",0.242
"2069","SOSTDC1",0.242
"2070","XAGE2",0.242
"2071","YARS2",0.242
"2072","ADPRHL2",0.241
"2073","DYNLRB1",0.241
