"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030195","BP","GO:0030195","negative regulation of blood coagulation","16/2350","49/17913",0.000340075416332867,0.00910403729228722,0.00748625699208857,"928/5327/5054/7057/5329/947/7056/5270/5328/5154/5345/7103/114897/5592/2191/5627",16
"GO:0035272","BP","GO:0035272","exocrine system development","16/2350","49/17913",0.000340075416332867,0.00910403729228722,0.00748625699208857,"2252/3082/3643/6591/10512/5154/55727/8829/2296/1605/7052/6662/57045/5361/59277/2255",16
"GO:0043255","BP","GO:0043255","regulation of carbohydrate biosynthetic process","25/2350","94/17913",0.000348944277214397,0.00917314775596045,0.00754308658046674,"2203/3037/3479/3643/3953/5028/51763/8660/5500/114899/11091/79660/5465/8473/10891/90673/5903/5745/3667/1407/283871/2308/208/1213/83667",25
"GO:1990823","BP","GO:1990823","response to leukemia inhibitory factor","25/2350","94/17913",0.000348944277214397,0.00917314775596045,0.00754308658046674,"9314/26577/8828/9945/9021/688/7091/1491/2730/2059/6432/10678/9242/22808/8726/4801/23522/4144/84159/221830/64841/22823/55818/3720/587",25
"GO:1990830","BP","GO:1990830","cellular response to leukemia inhibitory factor","25/2350","94/17913",0.000348944277214397,0.00917314775596045,0.00754308658046674,"9314/26577/8828/9945/9021/688/7091/1491/2730/2059/6432/10678/9242/22808/8726/4801/23522/4144/84159/221830/64841/22823/55818/3720/587",25
"GO:2001243","BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","25/2350","94/17913",0.000348944277214397,0.00917314775596045,0.00754308658046674,"1191/3315/5743/6423/6648/5329/6591/6880/6615/25946/9709/50484/637/3303/8996/1032/5770/10105/4582/51616/90993/57805/4193/10525/10625",25
"GO:0010811","BP","GO:0010811","positive regulation of cell-substrate adhesion","28/2350","110/17913",0.000351413772677614,0.00919664025715944,0.0075624044825926,"151887/3037/3791/4653/6281/6385/1295/2335/6422/1012/64094/255743/4739/5764/3987/10085/2316/8829/1605/9448/6239/57091/8874/811/133584/55612/80005/6251",28
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","81/2350","427/17913",0.000353485472474398,0.00920955900607405,0.00757302757993788,"633/9023/2203/3036/3037/3479/3643/5166/5730/5743/157506/1462/3638/6507/22928/58526/9104/3992/26227/5740/9420/2264/1036/445/4023/79071/341/1491/220/33/1382/2752/31/5209/80270/5947/2687/8864/5465/8473/29940/10762/10003/10891/23636/5903/2744/493/55902/79602/9688/586/9415/401494/6319/8644/11019/8604/11319/9885/64834/201562/9818/11343/55746/405/443/2948/5562/79902/5007/100101267/51422/5352/863/1634/2584/4056/587/669/1213",81
"GO:1901652","BP","GO:1901652","response to peptide","91/2350","491/17913",0.000359133277763754,0.0093151191512412,0.00765982976994132,"374/7832/1277/54206/3397/3479/3488/3643/9314/4131/3164/4929/5166/5743/7076/2200/2697/10135/1910/185/7412/688/1036/445/7079/8835/1959/4023/10365/5251/51763/6678/1605/143686/8660/183/6272/4804/23235/677/1958/6431/5465/8473/760/51274/57492/5770/5577/23641/2770/4141/5140/3667/5295/5471/1407/1978/88/11031/23545/1027/8836/6513/28999/6654/6464/23621/10458/858/6720/9340/3033/22861/5567/4040/2308/29988/208/55667/896/5562/9475/6599/4193/94056/4218/324/10014/5286/83667",91
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","49/2350","230/17913",0.000362259533850327,0.00935463114845359,0.00769232051617905,"347/374/1277/1410/1545/1843/3082/9314/6648/10628/388/7295/9104/10276/80310/7168/10365/1263/2353/143686/358/3240/23135/2395/3725/1728/2113/10891/10105/5151/8061/10645/8644/7356/8877/23064/6546/836/55364/2308/54840/10587/5562/2146/4193/375748/7225/84919/83667",49
"GO:0043470","BP","GO:0043470","regulation of carbohydrate catabolic process","23/2350","84/17913",0.000376446010485841,0.00967814500967122,0.00795834621750498,"2203/3479/3643/5500/5209/79660/5465/8473/10762/10891/23636/5903/9688/8604/11319/9818/55746/405/5562/79902/100101267/51422/863",23
"GO:0072413","BP","GO:0072413","signal transduction involved in mitotic cell cycle checkpoint","18/2350","59/17913",0.000383150181063736,0.0097220193769042,0.00799442414402551,"7832/1647/6659/10769/25946/1263/835/9125/8738/4582/472/1027/4194/23019/85456/25904/4193/246175",18
"GO:1902402","BP","GO:1902402","signal transduction involved in mitotic DNA damage checkpoint","18/2350","59/17913",0.000383150181063736,0.0097220193769042,0.00799442414402551,"7832/1647/6659/10769/25946/1263/835/9125/8738/4582/472/1027/4194/23019/85456/25904/4193/246175",18
"GO:1902403","BP","GO:1902403","signal transduction involved in mitotic DNA integrity checkpoint","18/2350","59/17913",0.000383150181063736,0.0097220193769042,0.00799442414402551,"7832/1647/6659/10769/25946/1263/835/9125/8738/4582/472/1027/4194/23019/85456/25904/4193/246175",18
"GO:0006029","BP","GO:0006029","proteoglycan metabolic process","22/2350","79/17913",0.000386631759642186,0.00976789155528916,0.00803214487222021,"633/3479/1462/650/1499/79586/23213/55790/2817/9953/29940/56548/124583/133584/3340/51363/54928/81792/6934/2131/1634/3425",22
"GO:0046677","BP","GO:0046677","response to antibiotic","65/2350","328/17913",0.000391009618316641,0.00983591436420653,0.00808808008124122,"374/1191/1277/1410/1545/1843/3082/3397/3399/9314/5997/10628/388/7295/6507/761/10276/4916/8639/7412/80310/1036/3371/10365/5179/6678/3320/358/196/3240/2059/23135/1958/2395/3725/4129/3309/1728/2113/595/10105/10400/5151/2770/1978/51208/8061/1027/8836/7356/8877/23064/6546/836/841/84524/55364/2308/54840/5562/2146/4193/80854/7225/84919",65
"GO:0044783","BP","GO:0044783","G1 DNA damage checkpoint","19/2350","64/17913",0.000392724094295382,0.00983664297986202,0.00808867922246509,"7832/1647/6659/10769/25946/1263/835/9125/8738/595/4582/472/1027/4194/23019/85456/25904/4193/246175",19
"GO:0044450","CC","GO:0044450","microtubule organizing center part","38/2418","170/18678",0.000469661347767154,0.00987756522022795,0.00832721929100315,"3310/80184/10769/80323/22995/9738/51134/3304/3303/55835/10806/11127/4750/146057/89891/153241/22832/8100/57639/80254/117178/51174/282809/84902/9662/10198/25776/85444/49856/285331/57489/8924/56647/10210/9657/5116/4218/9696",38
"GO:0006022","BP","GO:0006022","aminoglycan metabolic process","37/2350","161/17913",0.000406127375258263,0.010128886162424,0.0083289910202538,"2683/633/3036/3037/3082/5292/6385/1462/4060/11261/2719/2296/80760/2239/79586/4958/4969/55790/10678/2817/9953/29940/56548/9653/2799/9956/133584/3340/2247/51363/3699/54928/2131/1634/1213/3425/6487",37
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway","67/2350","341/17913",0.000411440023866683,0.0102177190607913,0.00840203838211963,"25805/1277/2487/3485/3487/6423/6424/6659/650/2254/25987/6591/84870/115908/6422/51339/3489/9037/23499/2719/9113/27122/1601/85407/861/1649/1499/6662/2776/80114/65981/23213/8313/8613/1958/85458/85409/4188/4300/5754/83439/6478/57680/219771/5698/8607/388630/80139/1457/25776/4040/2308/340419/55612/79705/147495/8932/1856/8945/6934/57805/54994/284654/324/4772/7089/2255",67
"GO:0044272","BP","GO:0044272","sulfur compound biosynthetic process","42/2350","190/17913",0.000414555539723892,0.0102228535477979,0.00840626047480445,"2683/633/5166/1462/4257/4060/1036/79071/1491/2730/31/79586/4958/4969/55790/2687/10678/29940/79066/4144/56548/1836/9060/55902/2180/8050/6319/27430/3340/11019/2946/51363/64834/54704/1737/201562/2949/2948/79017/1634/2639/6487",42
"GO:0000077","BP","GO:0000077","DNA damage checkpoint","32/2350","133/17913",0.000415150152643611,0.0102228535477979,0.00840626047480445,"7832/1647/6659/10769/9577/25946/1263/835/9125/8738/54465/595/80254/84142/4582/1407/472/1111/1027/4194/23019/10116/8555/79184/8563/85456/25904/57805/4193/545/5810/246175",32
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","27/2350","106/17913",0.00043903337893761,0.0107655411742853,0.00885251293488087,"7832/1647/6659/10769/6591/6615/25946/1263/4487/8493/835/387893/9125/8738/4582/472/1027/4194/51147/23019/22925/85456/25904/4193/545/246175/83667",27
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","49/2350","232/17913",0.000446390659712957,0.0108736007098329,0.00894137037555072,"51129/694/3576/1545/2152/3082/3315/3791/9314/5743/5054/6423/6648/7057/55273/3696/388/947/10769/64094/9037/5740/185/80310/10266/1491/8829/861/8817/358/727/1958/168667/147372/3570/2113/2627/23576/7048/204851/57381/8877/23328/2247/57608/79031/27286/5578/5286",49
"GO:0001701","BP","GO:0001701","in utero embryonic development","67/2350","342/17913",0.000447454326714428,0.0108736007098329,0.00894137037555072,"3280/3479/7262/157506/4071/55273/10161/2697/650/84870/6926/9021/7472/3880/4628/9113/7168/1909/6615/10653/10365/2768/4487/2296/84525/51763/57534/7026/7046/1499/4124/23764/53918/4627/727/677/653/367/1028/4089/4643/2627/10400/2551/9646/7048/4188/5333/4097/1999/8061/5727/7403/57680/8178/9412/5930/705/86/841/11232/23414/5310/405/57728/7779/27341",67
"GO:0002576","BP","GO:0002576","platelet degranulation","31/2350","128/17913",0.000449029775714485,0.0108736007098329,0.00894137037555072,"928/1191/3082/3479/5054/7057/7076/2277/2335/5552/5154/5345/2316/6678/7273/9749/5627/5265/6414/55664/5099/88/12/7078/7414/3699/23052/87/81/94121/10184",31
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","23/2350","85/17913",0.000452953625200337,0.0108783430315604,0.00894526999041948,"9510/3037/3479/3488/5054/3673/2254/3486/80310/5328/5154/7168/8829/85440/183/5592/10221/9353/10891/5361/80005/4193/9732",23
"GO:0031532","BP","GO:0031532","actin cytoskeleton reorganization","23/2350","85/17913",0.000452953625200337,0.0108783430315604,0.00894526999041948,"2252/27/253260/4916/397/2316/8829/2059/4627/5770/123720/26037/2017/5754/23043/50848/6464/5911/29984/23607/27032/1901/2255",23
"GO:0110110","BP","GO:0110110","positive regulation of animal organ morphogenesis","22/2350","80/17913",0.000468155181449966,0.0111973509792705,0.00920759047554096,"2252/4609/5292/947/650/10512/10252/7472/5764/6092/7046/1499/183/6662/367/6431/4089/7048/10409/7482/6495/2255",22
"GO:1900046","BP","GO:1900046","regulation of hemostasis","21/2350","75/17913",0.000479765651725862,0.0113624766926718,0.00934337347893128,"928/2152/5327/5054/7057/5329/947/7056/1311/5270/5328/5154/2149/5345/10630/7103/114897/5592/2191/5627/5578",21
"GO:0007568","BP","GO:0007568","aging","63/2350","318/17913",0.000480063322757716,0.0113624766926718,0.00934337347893128,"347/1410/3398/3485/3488/5743/5054/6648/7076/10769/9104/1311/6926/10135/1910/4311/7412/9891/5028/445/3987/9516/5144/5179/2353/5176/2730/1605/5530/4000/835/183/1284/3725/3845/30001/1028/1728/1030/10891/23636/5745/7048/472/267/23410/1111/811/23268/9361/6909/27250/22925/4521/6720/8932/55607/6558/545/1634/493856/5933/7225",63
"GO:1903510","BP","GO:1903510","mucopolysaccharide metabolic process","28/2350","112/17913",0.000481760119577758,0.0113624766926718,0.00934337347893128,"2683/633/3036/3037/3082/5292/1462/4060/11261/80760/79586/4958/4969/55790/10678/29940/56548/2799/133584/3340/2247/51363/3699/54928/1634/1213/3425/6487",28
"GO:0003180","BP","GO:0003180","aortic valve morphogenesis","11/2350","28/17913",0.000485378305259485,0.0113624766926718,0.00934337347893128,"6591/6615/2006/6092/26508/6662/11117/9353/1942/9475/4772",11
"GO:0085029","BP","GO:0085029","extracellular matrix assembly","11/2350","28/17913",0.000485378305259485,0.0113624766926718,0.00934337347893128,"3036/3037/4629/2824/1278/79875/4239/183/6662/11117/4015",11
"GO:0035924","BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus","19/2350","65/17913",0.000487574880478976,0.0113624766926718,0.00934337347893128,"2619/3315/3791/3164/64094/8828/7412/10266/8829/2296/57556/1960/147372/9508/8877/57608/81792/116150/1634",19
"GO:0046578","BP","GO:0046578","regulation of Ras protein signal transduction","46/2350","215/17913",0.000488687739866454,0.0113624766926718,0.00934337347893128,"19/2203/3479/4653/27/10276/397/3925/2149/4254/8829/51196/121512/8660/23362/5922/9448/23365/4803/3845/8473/7204/23636/117178/8874/26084/54922/23268/79109/6654/6464/4763/10160/9459/64857/202243/55103/9922/56990/80243/2909/55785/5921/7410/143872/2255",46
"GO:0003272","BP","GO:0003272","endocardial cushion formation","10/2350","24/17913",0.000502774315687698,0.0115975925152309,0.00953670940387026,"55273/6591/6615/4487/6092/7046/26508/653/4089/7048",10
"GO:0030488","BP","GO:0030488","tRNA methylation","10/2350","24/17913",0.000502774315687698,0.0115975925152309,0.00953670940387026,"57570/55798/54888/131965/79828/24140/51605/54931/60487/4234",10
"GO:0072073","BP","GO:0072073","kidney epithelium development","33/2350","140/17913",0.000504838576627505,0.0115993619417249,0.0095381644046614,"3280/4609/5228/6385/947/130497/650/9244/6422/4070/10252/255743/2719/64412/2296/9788/6092/1499/26508/183/6662/168667/4089/9353/4643/10409/7482/5727/28999/2247/6495/5310/3913",33
"GO:0003206","BP","GO:0003206","cardiac chamber morphogenesis","31/2350","129/17913",0.000518067814610834,0.011822191755354,0.00972139753483979,"9510/10370/1363/3280/3398/6423/6659/9249/6926/8828/10512/7472/7168/8829/2296/6092/6910/7046/26508/653/4089/9353/2627/64783/7048/6909/6654/6262/407975/23414/4193",31
"GO:0014909","BP","GO:0014909","smooth muscle cell migration","24/2350","91/17913",0.00051858826068722,0.011822191755354,0.00972139753483979,"9510/3037/3479/3488/5054/3673/2254/3486/80310/5328/5154/7168/8829/85440/183/5592/10221/9353/10891/10092/5361/80005/4193/9732",24
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","42/2350","192/17913",0.000521408083046826,0.0118402240181373,0.00973622547864214,"1191/2697/29116/25976/10769/9104/51339/2719/1601/85407/1263/9709/3320/8450/122809/6662/90637/8554/51667/3303/28951/10221/51136/85409/6872/1027/29763/116224/26263/26088/1457/55294/9532/2308/79888/3949/580/4193/863/83547/324/2332",42
"GO:0044665","CC","GO:0044665","MLL1/2 complex","11/2418","29/18678",0.000615508265515328,0.0121834430203475,0.0102711750808905,"6880/5929/11091/6872/284058/54881/57680/8607/23269/27043/81887",11
"GO:0071339","CC","GO:0071339","MLL1 complex","11/2418","29/18678",0.000615508265515328,0.0121834430203475,0.0102711750808905,"6880/5929/11091/6872/284058/54881/57680/8607/23269/27043/81887",11
"GO:0014745","BP","GO:0014745","negative regulation of muscle adaptation","7/2350","13/17913",0.000551222143514307,0.0124687303470911,0.0102530467249356,"54206/3488/9314/4000/8996/493/2308",7
"GO:2000134","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","30/2350","124/17913",0.000560637166089078,0.012617051774374,0.0103750115506964,"7832/1647/9314/6659/10769/51339/11170/2273/25946/1263/7465/835/10457/9125/1032/8738/1030/595/4582/472/1027/4194/23019/91607/85456/25904/2146/4193/246175/138151",30
"GO:0051058","BP","GO:0051058","negative regulation of small GTPase mediated signal transduction","16/2350","51/17913",0.000563811895798567,0.012617051774374,0.0103750115506964,"2203/4653/27/3925/84952/5922/9353/23636/54922/79109/4763/23607/202243/2909/5921/143872",16
"GO:0045682","BP","GO:0045682","regulation of epidermis development","22/2350","81/17913",0.000564264995392667,0.012617051774374,0.0103750115506964,"54206/3280/6424/10468/360/1513/2296/8202/861/1499/677/6431/4089/5727/1514/4926/81537/8609/55612/114803/9475/2146",22
"GO:0009408","BP","GO:0009408","response to heat","36/2350","158/17913",0.000572602475361136,0.0127546108633877,0.0104881264972737,"1410/11080/3310/3479/5743/7057/947/9531/286133/10808/26353/3306/3490/3320/3337/84335/3304/3303/10762/23636/5903/9688/472/10569/2288/4763/6119/817/9532/9818/55746/79902/57805/100101267/545/84918",36
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint","33/2350","141/17913",0.000577567109924373,0.0128162800514017,0.0105388371188522,"7832/1647/6659/10769/9577/25946/1263/835/9125/8738/54465/595/80254/84142/4582/1407/472/1111/1027/4194/23019/6419/10116/8555/79184/8563/85456/25904/57805/4193/545/5810/246175",33
"GO:0003281","BP","GO:0003281","ventricular septum development","21/2350","76/17913",0.000582178598926867,0.0128696753914288,0.0105827441487543,"10370/3280/3398/6659/6926/6092/6910/7046/26508/4089/9353/64783/7048/163/8543/4194/5754/8131/407975/23414/4193",21
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","66/2350","339/17913",0.000585033849576199,0.0128839907401008,0.0105945156711734,"1545/5166/5730/5743/1390/3638/58526/9104/3992/5740/1066/4023/79071/341/33/3712/22880/8660/31/114757/8879/2687/8864/6307/5465/5577/10891/284273/55902/79602/3667/2180/9415/285440/66002/401494/6319/8644/5264/36/11019/2946/91452/54677/126129/6720/51099/64834/54704/3033/376497/201562/10965/208/10434/11343/1646/8310/2948/5562/11000/51422/2639/4056/83752/83667",66
"GO:0071229","BP","GO:0071229","cellular response to acid chemical","43/2350","199/17913",0.000590719582840793,0.0129602988175145,0.0106572638629647,"19/1277/2042/3399/3791/9314/5166/27/130497/1645/6422/4916/7472/80310/1278/445/1282/3371/4023/10365/5176/2730/358/31/6662/1958/10891/3667/472/5754/8644/23064/10458/6720/23677/6495/1646/7483/6935/5562/3949/8649/83667",43
"GO:0048645","BP","GO:0048645","animal organ formation","18/2350","61/17913",0.000599862223455746,0.0131115952662462,0.0107816750511916,"10370/3280/5292/157506/10252/7472/6092/6910/1499/23213/8313/367/2627/7048/7482/221496/6495/2255",18
"GO:0071156","BP","GO:0071156","regulation of cell cycle arrest","27/2350","108/17913",0.000602232172404903,0.0131142796946083,0.0107838824587351,"7832/1647/3398/6659/10769/25946/1263/835/9125/2191/23378/8738/595/2627/4582/472/811/1027/4194/23019/6419/208/85456/25904/4193/246175/2255",27
"GO:0003205","BP","GO:0003205","cardiac chamber development","38/2350","170/17913",0.000607056064691714,0.0131701828756165,0.0108298516882392,"9510/10370/1363/3280/3398/6423/6659/9249/6926/8828/10512/7472/4628/7168/5125/8829/2296/6092/6910/7046/26508/653/4089/9353/2627/64783/7048/163/8543/4194/5754/6909/8131/6654/6262/407975/23414/4193",38
"GO:0035115","BP","GO:0035115","embryonic forelimb morphogenesis","12/2350","33/17913",0.000621234416846214,0.0134278668767204,0.0110417454440619,"116039/157506/130497/6926/4487/1382/6910/1499/775/340419/7483/55764",12
"GO:0014812","BP","GO:0014812","muscle cell migration","26/2350","103/17913",0.000643899359521503,0.013768913470678,0.0113221883252446,"9510/3037/3479/3488/5054/3673/2254/3486/10276/80310/5328/5154/7168/8829/85440/183/5592/10221/9353/10891/10092/5361/6495/80005/4193/9732",26
"GO:0032526","BP","GO:0032526","response to retinoic acid","26/2350","103/17913",0.000643899359521503,0.013768913470678,0.0113221883252446,"19/1277/1843/2042/3485/9314/2697/27/130497/360/4916/7472/3371/171023/3490/5176/358/6662/1032/472/5727/5754/23064/6720/7483/54834",26
"GO:0042692","BP","GO:0042692","muscle cell differentiation","69/2350","359/17913",0.000644090708960775,0.013768913470678,0.0113221883252446,"928/3280/3479/3488/5997/6648/221476/650/2254/1311/8516/4629/6926/1910/255743/3880/688/4628/7168/10266/1491/4487/1756/5530/6910/1499/4000/338773/183/23135/6662/6272/4627/7273/64754/8554/3845/5465/5738/10529/4089/2627/10938/85461/88/811/5936/6909/23363/6895/26263/6546/27250/858/836/25776/80306/6495/6935/2146/11146/4015/577/1760/93145/4772/1140/2255/10014",69
"GO:0071158","BP","GO:0071158","positive regulation of cell cycle arrest","22/2350","82/17913",0.000677074374584366,0.014421189963775,0.0118585557961203,"7832/1647/3398/6659/10769/25946/1263/835/9125/2191/23378/8738/2627/4582/472/1027/4194/23019/85456/25904/4193/246175",22
"GO:0006929","BP","GO:0006929","substrate-dependent cell migration","11/2350","29/17913",0.000690013064809731,0.0146433318044712,0.0120412232056175,"51330/3673/6591/2335/8828/4628/8829/9353/2017/57698/23607",11
"GO:0003198","BP","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","8/2350","17/17913",0.000699542461350505,0.0147917746537737,0.0121632878768,"55273/6591/6615/4487/7046/26508/4089/7048",8
"GO:0030811","BP","GO:0030811","regulation of nucleotide catabolic process","21/2350","77/17913",0.000703019626480629,0.0148116337189204,0.0121796180016158,"2203/3479/3643/5209/5465/8473/10762/10891/23636/5903/9688/8604/11319/9818/55746/405/5562/79902/100101267/51422/863",21
"GO:0042176","BP","GO:0042176","regulation of protein catabolic process","68/2350","354/17913",0.000713207498912258,0.0149722264879566,0.0123116735613063,"1191/7076/2697/29116/25976/10769/9104/51339/5270/6880/2719/9113/2768/2316/1601/85407/4130/1263/9709/3320/8450/122809/4953/6662/90637/1459/8554/51667/3303/29062/28951/10221/8473/51136/85409/6872/51582/1027/4194/29763/116224/7078/26263/6815/26088/1942/1457/9683/55294/258010/9532/2308/54971/5310/79888/79031/2295/6599/3949/8945/580/57805/11146/4193/863/83547/324/2332",68
"GO:0046890","BP","GO:0046890","regulation of lipid biosynthetic process","42/2350","195/17913",0.000727716774276385,0.0151801313027924,0.0124826338532936,"5166/5743/157506/3638/58526/650/9104/6591/2264/5154/6615/83643/79071/27122/341/33/3490/31/1958/653/11218/4597/4801/1717/10891/255919/79602/6319/8644/8877/6720/55294/376497/1389/6713/79888/51360/5562/4047/3949/51422/5978",42
"GO:0035282","BP","GO:0035282","segmentation","24/2350","93/17913",0.000728313359284075,0.0151801313027924,0.0124826338532936,"6423/9935/130497/6422/6926/8828/10512/1959/85407/8829/2296/57534/4223/8313/4089/56983/472/10409/4300/7403/22823/10006/1856/5362",24
"GO:0007431","BP","GO:0007431","salivary gland development","13/2350","38/17913",0.000731322803676171,0.0151886116806197,0.0124896072746195,"2252/3082/6591/10512/5154/55727/8829/1605/7052/57045/5361/59277/2255",13
"GO:0001836","BP","GO:0001836","release of cytochrome c from mitochondria","17/2350","57/17913",0.000736750945532065,0.0151932103113962,0.0124933887323068,"1191/3082/3479/6648/5329/2537/4000/885/637/2395/3725/8996/10059/10105/400916/666/79017",17
"GO:0045604","BP","GO:0045604","regulation of epidermal cell differentiation","17/2350","57/17913",0.000736750945532065,0.0151932103113962,0.0124933887323068,"54206/3280/6424/360/1513/2296/8202/861/677/6431/5727/1514/4926/81537/8609/9475/2146",17
"GO:0071498","BP","GO:0071498","cellular response to fluid shear stress","9/2350","21/17913",0.000752297738168941,0.0154591887322322,0.0127121029959681,"3037/9314/5743/445/10365/7980/9788/760/5607",9
"GO:0017015","BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","28/2350","115/17913",0.000756804018290003,0.0154972219324227,0.0127433777262572,"54829/25805/10370/94031/7057/2200/8516/255743/27122/1601/56937/7046/11117/3303/1028/3309/4089/1030/7048/9719/407975/858/80139/55612/6935/5654/4015/114990",28
"GO:0016607","CC","GO:0016607","nuclear speck","72/2418","386/18678",0.000820865745123515,0.015784075613375,0.0133066657630549,"9507/9775/1647/4929/6446/9263/10135/84913/11170/10051/5546/4000/64766/4223/30827/9129/114757/3304/8554/6239/3303/367/6431/57703/8559/9343/80196/64783/64397/64318/9646/10409/57634/9541/10450/5936/54815/3428/9589/10212/204851/84248/143684/51340/8178/10569/11193/10346/5930/93663/84164/55644/56731/25776/3835/54883/79882/79872/79005/6835/2122/5562/11201/80271/10291/10210/9063/580/8241/79719/84662/10014",72
"GO:0051098","BP","GO:0051098","regulation of binding","70/2350","368/17913",0.000794094430570665,0.0162039688699664,0.0133245362862409,"25805/9775/2959/3005/3280/3397/3479/9314/7262/6281/5329/7295/3673/650/10769/115908/51339/4133/10763/5028/3925/1601/4931/8829/4487/2296/9709/203228/1649/58499/5530/7046/1499/65981/54552/8864/3725/4803/5465/146057/3309/4089/808/23641/6996/6872/4188/267/8874/3428/8189/64641/6815/285381/23394/4686/79618/1193/55294/9532/5310/8932/146198/6934/55869/4015/94056/2332/10014/54984",70
"GO:0033673","BP","GO:0033673","negative regulation of kinase activity","50/2350","244/17913",0.000808036522621983,0.0164310144460693,0.0135112360412016,"1843/1848/54206/1647/9052/3315/5997/6423/4616/9104/6422/9021/11261/5998/9113/85450/51763/122809/84152/8660/104/7026/55450/4771/2776/84335/64754/64798/28951/11072/1032/10221/1028/5770/1030/5577/23636/54922/1027/6895/2764/27250/4763/836/4040/113791/51562/51422/25998/324",50
"GO:0010675","BP","GO:0010675","regulation of cellular carbohydrate metabolic process","32/2350","138/17913",0.000821130041868541,0.0166392879317528,0.0136824994915156,"2203/3479/3487/3488/3643/3953/5166/7262/9104/3486/5028/51763/8660/5500/114897/114899/11091/79660/5465/8473/10891/90673/5903/5745/3667/1407/283871/8604/2308/208/863/83667",32
"GO:0010464","BP","GO:0010464","regulation of mesenchymal cell proliferation","12/2350","34/17913",0.000846581039905318,0.0170956641830015,0.0140577780401688,"4609/2254/7472/5154/5764/8660/1499/4000/6662/7048/6495/6935",12
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","78/2350","420/17913",0.00085841831358081,0.0172749285450262,0.0142051872653899,"51129/1293/1410/3082/9314/3953/56925/5743/5997/5054/6423/7057/7076/5329/2537/221476/9104/94274/4133/10252/54843/11261/2719/10653/5764/341/51232/7980/9709/6695/25816/58189/358/84152/5927/80760/6272/4804/727/91272/9749/4803/8996/4642/79886/63898/1032/23307/5627/9353/80196/10105/636/9665/23143/1475/5271/3428/5799/116224/6478/50848/5607/7078/8178/22925/1457/3699/79661/89932/23677/10160/64780/9232/7483/9475/4193/4331",78
"GO:0019318","BP","GO:0019318","hexose metabolic process","49/2350","239/17913",0.000895378357418608,0.0179265131018491,0.0147409857565257,"347/467/2683/2203/3479/3487/3488/3643/3953/5166/7262/1390/4886/9104/3486/216/51763/8660/5500/114897/5209/114899/11091/79660/8864/5465/8473/10891/90673/5903/51181/3667/1407/283871/23275/4351/8604/51363/1737/2308/208/282969/5562/10165/2584/669/84750/11188/83667",49
"GO:0006470","BP","GO:0006470","protein dephosphorylation","61/2350","313/17913",0.000899483921392711,0.0179265131018491,0.0147409857565257,"1843/1848/1827/9104/54205/3486/94274/9891/5764/3672/5507/8493/2140/84152/5530/5500/138639/9107/79871/5523/79660/91272/9749/8613/58490/5529/9989/11072/11266/147699/5770/5533/9562/90673/808/255919/84988/1847/283871/152926/5799/116224/8189/374462/994/6815/8555/54704/201562/8732/2070/9475/5797/8945/160760/55197/1760/5784/11099/5793/84919",61
"GO:0042698","BP","GO:0042698","ovulation cycle","19/2350","68/17913",0.000900011709876933,0.0179265131018491,0.0147409857565257,"9510/3036/3037/3624/7079/5764/5176/6092/9612/835/8879/5241/1958/3309/2113/9353/23394/836/4327",19
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","43/2350","203/17913",0.000906853898286236,0.0180013583346887,0.0148025310500786,"51129/694/3576/1545/2152/3082/3315/3791/9314/5743/5054/6423/7057/3696/388/947/10769/64094/9037/5740/185/10266/8829/861/8817/358/727/168667/147372/2113/2627/23576/7048/204851/57381/8877/23328/2247/57608/79031/27286/5578/5286",43
"GO:0030173","CC","GO:0030173","integral component of Golgi membrane","12/2418","35/18678",0.00100912348987433,0.0180646058530522,0.0152292524513883,"55790/8460/253832/259230/261729/55624/2590/9583/55331/9159/166929/57134",12
"GO:0043034","CC","GO:0043034","costamere","8/2418","18/18678",0.00101999260388705,0.0180646058530522,0.0152292524513883,"6385/3880/113146/1756/1605/6840/5339/7414",8
"GO:0098644","CC","GO:0098644","complex of collagen trimers","8/2418","18/18678",0.00101999260388705,0.0180646058530522,0.0152292524513883,"1277/1295/50509/4060/1278/1282/1284/1289",8
