AICDA,BACH2,BCL6,IRF4,PAX5,PRDM1,REL,RELA
0.750698413980423,0.00432104886450749,0.00320118563577441,1.91020802828414,0.284411201387667,0.247921884392575,0.910252113108059,0.268968562267698
1.03574005081064,0.0118370831162528,0.00206289385647793,1.66909770917822,0.443261666648139,0.138374763730255,1.06349419557633,0.263060716030222
0.274956250349177,-0.00069734269944148,-4.39074690040898e-05,1.72858079080572,0.079530962800487,0.997931999126051,0.583808973406805,0.191333772239225
0.617925225229703,-0.00470720057606009,0.00286809323067796,1.99853795768871,0.238177453349669,0.405026492040083,0.75193990521062,0.200959201970351
1.0445139511497,0.0193540066145954,4.10390581720653e-05,1.29488021014257,0.504611636617611,-0.0483715552437559,1.76352802180556,0.30834563437557
1.52087720700785,0.0454489124389049,0.000517293884769996,1.29855379819213,0.462737413193306,0.170404991443435,2.5060906758804,0.46868839581543
0.359728186809209,-0.00145657405920727,5.70882476543571e-05,2.28720227209032,0.143689667697579,0.912133389692989,0.777117104420311,0.25064746339566
0.209964075533192,0.00125964311133433,-0.000271344957075074,1.33965651554029,0.0857872608363632,0.868529641446458,0.538351250549027,0.215780240551098
0.220125705673088,0.00524584686391403,0.000555805539199048,1.49531539459987,0.108195360063973,0.700026402563671,0.638158673506633,0.245837914529891
0.139869360650162,0.00797624258949127,0.000552841632302558,1.31383049962344,0.089297279828807,1.41296650605604,0.244973483533887,0.23867503862777
1.5816397866869,0.0204682583233794,-0.000481727079130698,0.668231666792191,0.420739437005132,0.0918212289679117,2.53406458010447,0.381542086268286
0.881321532083382,0.00506649414385328,0.00230487591689309,1.7252129909174,0.303811098966771,0.210654494215692,1.05453124790338,0.205491321766994
0.772023251730173,-0.00515959362586835,0.00392800799669647,1.6447532482336,0.180065998975202,0.314890850119386,0.708058804413851,0.210513654996829
0.362894596411205,0.00832055058243927,-0.000297612420084271,1.70063263817025,0.109435494478049,0.952898244179509,0.798039473970379,0.23772149809776
0.356281467353279,-0.0038103408967236,0.000526976434334928,1.85780556395684,0.125451010605773,0.847244418831692,0.667507683135899,0.194651832277334
1.5824957060008,0.0210603687293502,-0.000894021089729663,0.685730521422086,0.354453287953681,0.117847870262564,2.33064337550605,0.365605202618427
-0.0140526809635617,0.00225309035184645,-0.000764707287307012,1.08932667554144,0.0424716691798201,1.15636664786386,0.2931801836591,0.206854594104507
0.545511878192867,0.0147622769015223,-0.00136124355655118,2.51079265858009,0.136936016272283,0.9318671538638,0.62011750129591,0.211972347794185
0.140426362145462,0.00416969169012182,-0.00015722803546116,1.11868736663608,0.0623484883139059,0.853564428749725,0.39787407335958,0.20153808007599
0.266382862135299,0.00395595755750977,-0.000405031105354624,1.55098745126781,0.12035712410949,1.00762865887739,0.653638224190335,0.214244805090154
0.508596672786514,-0.00128183896919236,0.00132647529900964,1.66894388918104,0.133637196170874,0.603927940282956,0.79470071084602,0.200625433529147
0.656621717487331,0.017629670850656,0.00119748244957374,1.97947686173899,0.233554724186951,0.69776478904352,0.925419068324996,0.237619399712395
0.584761050502378,0.00644760037559354,0.00122627860608396,1.87078354101593,0.365821219253338,0.273935835750975,1.07712613635693,0.287698147861719
0.329414956713973,0.00151400746716223,6.04901005856518e-05,1.74195408242176,0.107473222844254,0.871857955529622,0.775302204099646,0.211635244270407
0.634319455833694,0.0077867975398504,0.00111132014340682,1.50342121702761,0.151355691065435,0.445716380730795,1.02654284174052,0.249211906495644
0.151802103936708,0.00596947993519176,-0.000434146642270787,1.28649354613254,0.0882113230032899,1.18159483943073,0.55461862726441,0.237490960710535
0.904440096187117,0.0120102698131321,-0.000317839044078876,1.24633985026357,0.505252795869091,-0.084974235046526,1.73565311981578,0.316299553328611
0.656483542866303,0.00487765162812185,0.000577566789323873,1.84050205004434,0.244739427519424,0.343539852741326,1.14207801466858,0.203948077357681
