genes	u	cv2	residualcv2	fitratio	pval	fdr
CYR61	1.47911800241889	3.16591787086753	0.910355589763598	2.48520609012972	2.37922120195575e-127	2.63444674907464e-125
CCNA1	1.03761944598931	3.97714877659731	0.897214818743426	2.45276220168178	3.7447556592253e-123	4.10500115364278e-121
CKS2	6.9273087473471	1.54758716346518	0.896489036826267	2.45098267708021	6.34662093758103e-123	6.8882830413627e-121
STC1	1.89373886794367	2.680655708935	0.895264271277494	2.4479826354855	1.54365166437328e-122	1.65897152400587e-120
BAMBI	0.125974085909227	24.5849606971095	0.894681906739773	2.44655743224383	2.35403362022593e-122	2.50533170338997e-120
CLEC2D	0.634284129937914	5.72778687352106	0.885820612751105	2.42497353942139	1.37478414779765e-119	1.4490753680921e-117
CX3CL1	1.0644095565215	3.85067088204904	0.883138006727342	2.4184770085095	9.28041582958967e-119	9.68875412609162e-117
IL19	0.0514762960891978	56.776746514391	0.863981078740042	2.37258737423125	6.03849670414164e-113	6.24471706328308e-111
SPRR1B	0.552169210232374	6.27077492773574	0.86311523601167	2.37053397579418	1.0944433545151e-112	1.12124187403687e-110
NREP	0.178627330456658	17.0335881957385	0.858130172288547	2.35874611888746	3.30112452846659e-111	3.35064139639359e-109
CLEC2B	0.493746257596859	6.84615784948458	0.857517668965884	2.35730182141598	5.00683533164563e-111	5.03531457848618e-109
KRTAP2-3	0.110305547132739	26.6672981508955	0.848835440583932	2.33692378005155	1.75098685669212e-108	1.74493799300536e-106
CTD-2017D11.1	0.160159595322682	18.3102728203358	0.827838368897915	2.28836678522647	1.72928078493491e-102	1.70778161841951e-100
CH25H	0.0639685734302386	44.2392020136233	0.827112388588429	2.28670607889251	2.76180929906518e-102	2.70312085146005e-100
TNF	0.364563143994386	8.61285912511298	0.825805211150243	2.28371890110947	6.40680877728352e-102	6.21517148819309e-100
S100A4	0.937216245911442	3.98292895964735	0.824546237780646	2.2808455689332	1.43818279319151e-101	1.38292629640046e-99
PTHLH	0.720085188102576	4.86694397469354	0.823995017842811	2.27958866782678	2.04796375346446e-101	1.95215466656325e-99
AKAP12	1.42849135861638	2.96661077770913	0.822860068672249	2.27700291818377	4.23564500932729e-101	4.00268453381429e-99
ALDH3A1	0.461550709410009	6.91109691794563	0.809842018010063	2.24755288575005	1.59075301081595e-97	1.49041320551833e-95
CCL20	46.6652286870795	1.08392774972194	0.808578564215413	2.24471499967436	3.50049488032584e-97	3.25190041340101e-95
LY6K	0.453380959305944	7.00377457000393	0.807937763097514	2.24327704456403	5.21862466792161e-97	4.80727425292073e-95
FN1	11.3273465247705	1.24031970549431	0.788674417109614	2.2004775766685	6.89283822069157e-92	6.29660771460175e-90
CCDC71L	2.82785202996476	1.94463135324364	0.788055165831437	2.1991153499404	1.00014447920067e-91	9.06081304214692e-90
FBN1	0.0296477477627967	90.6221478447334	0.787948471190793	2.19888072863505	1.06634686047583e-91	9.58138875781643e-90
AKR1C2	0.315185030891766	9.38083194690415	0.782225552994934	2.18633265415215	3.25858835359933e-90	2.9041175229395e-88
KRT80	0.0920431924412681	29.5291401939709	0.776431030756704	2.17370053486074	1.00216276484176e-88	8.85944211951243e-87
APOE	1.11776510050274	3.34081063764776	0.775730309573488	2.1721779103799	1.51284704604198e-88	1.32670634549698e-86
CXCL3	17.6108650693901	1.13797453770151	0.772467236921893	2.16510148776563	1.0224524105273e-87	8.89533597158751e-86
SDC2	0.0559330781294758	47.5760673911838	0.768566587667079	2.15667263594519	9.8874702453418e-87	8.53436604956195e-85
CLIC3	0.0294535681132626	88.7160524903749	0.76019220499381	2.13868724736399	1.22116815302349e-84	1.04581603855028e-82
EREG	1.55960148770095	2.61426459719251	0.752548267959582	2.12240157931703	9.28224246853306e-83	7.88774743721391e-81
IL33	7.24276346698647	1.30939890737983	0.741465065298337	2.09900844735821	4.43760578390631e-80	3.74192573870623e-78
C8orf4	0.252839911366598	10.9053707868487	0.733701855939637	2.08277649288753	3.09530518097354e-78	2.5901324728116e-76
FLJ22447	0.0595631540409532	43.1313039298932	0.732023449477423	2.07928367936287	7.68597341357273e-78	6.38285155754427e-76
KIAA0101	0.498177037643779	5.96862040817579	0.727868612260867	2.07066251631464	7.21180681675587e-77	5.94404709212616e-75
SLC2A3	0.0419028483631878	60.0388555791254	0.717636405325703	2.04958309735744	1.65851801708141e-74	1.35676675397362e-72
PTGS2	1.72443966185612	2.35816517737637	0.711457810501874	2.03695859484574	4.20008416872813e-73	3.41046834500724e-71
ANGPTL4	1.88405721759651	2.19676737585143	0.693199993705129	2.00010562907965	4.70685489679808e-69	3.79386348372798e-67
CLDN11	0.192501592989709	13.3184320039448	0.681991536631018	1.97781269905404	1.22184987475697e-66	9.77658272050069e-65
EDN1	3.56344372876897	1.57434898930894	0.681904786496144	1.97764113097753	1.27495000187236e-66	1.01275376235687e-64
EGR1	1.14975466829476	2.98146182495296	0.68168020784469	1.97719704486727	1.42333469887609e-66	1.12248884669638e-64
CDH11	0.0621468311710652	39.0600389599202	0.674381833938908	1.96281925262118	4.95956186880409e-65	3.8833369432736e-63
ADAMTS1	0.855460583933123	3.66882874488471	0.67422017932705	1.96250197948177	5.36221086553745e-65	4.16883372397316e-63
TESC	0.0727525543527854	33.2996974472962	0.668483094827609	1.95127517515108	8.4196187117088e-64	6.49970847308111e-62
NR4A3	0.128140161490899	19.2786426944216	0.667811700325533	1.94996553941676	1.15968656265484e-63	8.88984902085482e-62
RP11-357H14.17	0.0327164379611567	72.7182118508356	0.665186118769833	1.94485246120147	4.03907786658105e-63	3.07474802593482e-61
CCK	0.317477891653235	8.25960188474697	0.661407304515661	1.9375170932241	2.40529564832919e-62	1.81840351013687e-60
RBP1	1.21906477827428	2.78547741653658	0.654117009935262	1.9234433859288	7.23136091578711e-61	5.42946427115468e-59
SERPINE1	0.542340431051113	5.16080977787993	0.653427976351485	1.92211852532855	9.94876962532435e-61	7.41893963488473e-59
FOLR1	0.4372767636064	6.15030445172754	0.647036382553884	1.90987230261505	1.8775055569394e-59	1.39062269697093e-57
SLC6A14	3.24453812423291	1.57753793504903	0.6429143918892	1.90201602967848	1.22292390692228e-58	8.99710863602818e-57
TNIP3	0.877110588263795	3.46747446814372	0.636599856999794	1.8900435232855	2.09192272795004e-57	1.52877712958589e-55
CTSC	5.94721214713422	1.24526558876657	0.634620874110772	1.88630685811115	5.0542163263354e-57	3.6691602231317e-55
TGM2	6.80299984511728	1.19625278766334	0.63395085539043	1.88504342051459	6.80768258295924e-57	4.90959318910521e-55
FGFBP1	0.674075336149785	4.23944453705057	0.633704153465284	1.88457843403266	7.59588476827238e-57	5.44222802809162e-55
COL5A1	0.0860365530499537	27.2681613631268	0.631485219137061	1.88040131434219	2.0295905716964e-56	1.44469947058025e-54
MAP1B	0.064541441757488	36.0283456913792	0.630511162239759	1.8785705882327	3.1199180597418e-56	2.20648656586385e-54
CTHRC1	0.0490435382457949	46.8972076275994	0.625302278090834	1.86881077261477	3.06332314796016e-55	2.15257361204739e-53
SERPINB7	2.14931738333062	1.90119915694606	0.623492165030456	1.86543107356938	6.73539859047105e-55	4.7027668374996e-53
SLC34A2	0.42272552522453	6.16851328389262	0.620882915916282	1.86057004376986	2.08578777564304e-54	1.44711427826576e-52
MMP7	0.362101390871815	7.05794715110964	0.620746157462023	1.86031561248485	2.2127092087539e-54	1.52551687712958e-52
BPGM	3.2644120989803	1.52634571713055	0.612662881833559	1.84533878110916	7.04550951477129e-53	4.82705470630768e-51
CD55	1.2807867718708	2.58121677061886	0.611498445462566	1.84319125208874	1.15417284006172e-52	7.85841159798547e-51
MT1E	16.4335404593449	0.971857723246233	0.605362715934043	1.83191655371813	1.52358905324703e-51	1.03096192603049e-49
C1orf56	2.44927546086724	1.73719892149778	0.603226172097165	1.8280067619037	3.71165940923078e-51	2.49614787999925e-49
MYL9	2.71729663427734	1.64767283604554	0.602877604323199	1.82736968869396	4.29027572885333e-51	2.86768308168842e-49
AC004791.2	0.0518291122210022	43.3271885685268	0.600334272081978	1.82272798564667	1.23057606455877e-50	8.1754998907232e-49
THBS1	1.93985211559422	1.96533316006096	0.598812598930805	1.81995649859251	2.30507028347746e-50	1.52217954502891e-48
KRBOX1	0.0385513764542919	57.8012152319489	0.597540792298617	1.81764333710616	3.88867987017774e-50	2.55255740939451e-48
MROH8	0.0738953008260394	30.4912570464567	0.595539467555421	1.81400928019827	8.82895824300745e-50	5.76089525356236e-48
ESM1	0.0395787652274484	55.923964904383	0.590442027042814	1.80478600332712	7.01188768391586e-49	4.54818418882164e-47
TNFSF15	0.200595745748848	11.6956156676629	0.590394475378543	1.80470018478943	7.14795991960989e-49	4.60917274345669e-47
S100P	2.16338418397751	1.82949460413174	0.588640242362295	1.80153709534996	1.45044545185335e-48	9.29811873872307e-47
RHCG	0.673390148313578	4.00919985112689	0.577053095214377	1.78078289313902	1.45012527375626e-46	9.24201933192796e-45
TNFAIP2	9.34051948558638	1.04138138062263	0.574386902451687	1.77604130647826	4.11379522529773e-46	2.60667186472334e-44
WNT5A	0.0510982972255909	42.7109215260888	0.57207887181216	1.77194687557942	1.00935350025545e-45	6.35892705160934e-44
AIM2	0.853243834129398	3.31087170204138	0.569598199670292	1.76755670386796	2.63466590168763e-45	1.65035472081713e-43
CKB	0.78746759658377	3.50894009638867	0.566464152452449	1.76202576933001	8.78606419636042e-45	5.47232021139221e-43
TIMP3	2.06773906708425	1.83416553187314	0.566067740505991	1.76132741969129	1.02255866043056e-44	6.3329310935818e-43
LAYN	0.783748082768071	3.51111384556487	0.563433370304437	1.75669353758204	2.79298886208337e-44	1.72004179248078e-42
ARL4C	1.17510227912851	2.60454421432379	0.561671776341911	1.75360168094977	5.45010180241852e-44	3.33765452279954e-42
NR4A2	0.332346693743446	7.15116767386205	0.558069068613247	1.74729533340544	2.12090040692072e-43	1.29162834781472e-41
TUBA1A	0.78871055240156	3.45510554551383	0.552218163632572	1.73710192385118	1.88125225900921e-42	1.13935288747287e-40
NR2F2	2.11400172242084	1.78141408238501	0.549242028659495	1.73193975952298	5.64526907846504e-42	3.40018899110625e-40
ADAMTS9	0.263164190148037	8.72196616759983	0.546755236138058	1.72763813552143	1.40575791139844e-41	8.4207203413933e-40
AQP5	0.0638953063026549	33.4354399331377	0.545998520226381	1.72633129876911	1.85362188871367e-41	1.10431538826518e-39
FAM43A	0.295107847511756	7.85515605491646	0.545715829282276	1.72584334951709	2.05511803707941e-41	1.21774075256565e-39
SLC7A11	0.757805189158276	3.53998031717928	0.545556966991977	1.72556919986648	2.17775228572129e-41	1.2834688471009e-39
ATP2B1	1.46248157806	2.21245129466889	0.544745365715979	1.72416929386164	2.92724949786692e-41	1.71596304789397e-39
GAL	2.52205488587949	1.61263568541447	0.543915932455157	1.72273980341744	3.95803507492672e-41	2.30787130273121e-39
LGALSL	0.782529364407044	3.42123247074858	0.536300305760124	1.70966989113712	6.14500467692351e-40	3.56410271261564e-38
EPB41L3	0.0191310639246388	108.644954443999	0.53520339593967	1.70779556561477	9.08455318278443e-40	5.24130905208858e-38
KCNJ2	0.0581543423105429	35.6752051856	0.518814920289225	1.68003549352335	2.76905940385906e-37	1.5892371301101e-35
COL5A2	0.23116664011996	9.51910797827873	0.515639462939283	1.67470907385228	8.17178773441508e-37	4.66558005961761e-35
NR2F1	0.0379953659892922	54.0030668625662	0.515251513113647	1.6740594967689	9.32149235338933e-37	5.29441446517377e-35
UCHL1	0.972362867329099	2.8380301173843	0.512687943363263	1.66977342465235	2.21761705968673e-36	1.25306794888072e-34
NPW	0.225272666173779	9.71650544915067	0.512389021604927	1.66927436763744	2.45257271820617e-36	1.37872318651159e-34
IGF2	0.0631359936808088	32.5957248723354	0.508888808239178	1.66344176481675	7.93130162133664e-36	4.43586369250471e-34
HIST1H2AC	1.53827203158146	2.06037539814373	0.505769912502493	1.65826174555729	2.23783552853816e-35	1.24523619613377e-33
DDIT3	0.988941268381436	2.77877313706066	0.503919486558607	1.65519609225851	4.12525371746485e-35	2.28389046721463e-33
MT1X	8.21200682699624	0.998222850517533	0.502191875944373	1.65233902657999	7.28347378968756e-35	4.01213264736457e-33
VCAN	0.295489685852414	7.49330717092149	0.499719090210839	1.64825819380005	1.6363063645392e-34	8.96859518403937e-33
ZNF778	0.139839117998156	14.9745751382019	0.498324361008629	1.64596092237255	2.57736593623112e-34	1.40562613895351e-32
LOX	0.0706058547437655	28.9149762432983	0.498133959637026	1.64564755898868	2.74194279088233e-34	1.4879790531511e-32
LIF	2.17844199510946	1.65848791767745	0.494315710118058	1.63937604670694	9.42825962868334e-34	5.091260199489e-32
NUMBL	0.138754734503813	14.9838247959407	0.491546720565409	1.63484291056047	2.29181344875962e-33	1.23151269731877e-31
ELF3	2.40490542696163	1.56464721218607	0.489080356605539	1.63081576117528	5.02908746001437e-33	2.68921252374037e-31
SERPINB1	10.1038269046086	0.939698435465211	0.488450407278173	1.62978875339886	6.14216799482706e-33	3.2684682310337e-31
ID2	0.272888827944229	7.95005151294779	0.487035949139019	1.62748511501562	9.61131145361459e-33	5.08981623934895e-31
SCD	0.230175078949571	9.281959851238	0.486457347506895	1.62654372184389	1.15378975052456e-32	6.08069386790876e-31
TFPI	0.752565848437306	3.33135986916284	0.479419847762871	1.61513710492694	1.04182386147822e-31	5.46434122943743e-30
GJB2	5.5335647931206	1.08629307276827	0.475297590084381	1.60849279777632	3.71155315532428e-31	1.93743074707927e-29
TPM2	4.69204880248866	1.14904539719691	0.475087711121119	1.60815524439942	3.95812782843402e-31	2.05635058081961e-29
CYGB	0.343181105451534	6.3809532890973	0.472557112585952	1.60409079400876	8.57236841096432e-31	4.43256143966938e-29
LAMA4	0.0289314624404166	67.5110621252693	0.469352736468052	1.59895891041131	2.26406569090922e-30	1.16519662458906e-28
GJB6	0.13954386547329	14.5656013747243	0.468625723573059	1.59779686912556	2.81897594066344e-30	1.4440006664277e-28
EMP3	1.77068793988014	1.8132817686275	0.464647256809062	1.59145271575583	9.2864146768972e-30	4.73477570642544e-28
RP11-297N6.4	0.0491433959961779	39.7130416098479	0.461020737337252	1.58569173396386	2.72312107939751e-29	1.38198394779424e-27
EFNA1	1.65889691955704	1.87016655550857	0.45596919629049	1.57770174495171	1.19779522993456e-28	6.05079783895975e-27
GATA3	0.0483384615527778	39.9020868848324	0.449553716963651	1.56761243052209	7.63632427407104e-28	3.83988012350306e-26
IGFBP2	8.14933643773578	0.948242440783096	0.448954259891421	1.56667299576763	9.06450525170112e-28	4.53721947804327e-26
SLPI	3.18618720789732	1.30074118644393	0.441793722413359	1.55549484361596	6.87706287117578e-27	3.42665287244677e-25
RARRES3	7.60945554342133	0.951232493754702	0.434871343820661	1.54476430269284	4.69723796491826e-26	2.32991504848118e-24
AKR1C1	0.762154147280127	3.15076552708254	0.433526158512604	1.54268770546562	6.79421282167105e-26	3.35487211491703e-24
NCCRP1	0.0556459410698431	34.1933647153155	0.433227896720149	1.54222764927739	7.37223974643812e-26	3.62396825562577e-24
IRG1	0.0725696031063681	26.3601042399635	0.432335916590924	1.5408526261973	9.40741761058456e-26	4.60375499317982e-24
SERPINB5	1.06349301016079	2.45389943963969	0.431954707734342	1.54026535147378	1.04384564927727e-25	5.08561600327888e-24
SERPINA1	0.475836356028516	4.61434604399289	0.431776546479975	1.53999096031036	1.09579268804104e-25	5.31507940102032e-24
NCF2	1.59375218174309	1.86629713737039	0.429091399212172	1.53586140450477	2.27165373893424e-25	1.09699860291617e-23
BIRC3	6.48163801882488	0.985544433704739	0.426414397993616	1.531755399995	4.67325751325381e-25	2.24685302018808e-23
CNKSR3	0.178748181086181	11.0533646541982	0.426311387012226	1.53159762049465	4.80426911388738e-25	2.29975537233334e-23
CLMP	0.267811545121141	7.60545616795398	0.425684607131866	1.53063794670484	5.68346641177812e-25	2.70878951330051e-23
POU2F2	2.58217877625879	1.41022095397027	0.421781120453631	1.52467476803677	1.60784973148924e-24	7.62997781670349e-23
ATF3	0.253987299787396	7.94815574395134	0.421518122822433	1.52427383490897	1.72382825216674e-24	8.14508849148783e-23
SYT8	0.173626329878555	11.2934173594527	0.420540060600362	1.52278372908185	2.23247215240977e-24	1.05031586844274e-22
KRT6A	11.9481562919503	0.849444105483668	0.420013965666312	1.52198281097428	2.56482404699023e-24	1.20152141893619e-22
